MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 100,     13080.30,     13180.20,     13244.30,     13088.05,     13225.70,0,0,Y, ,0,     13244.80,      7624.85
Y,Nifty Midcap 50,      5557.90,      5604.35,      5604.35,      5543.15,      5590.80,0,0,Y, ,0,      5604.35,      2855.35
Y,Nifty Realty,       261.20,       264.05,       270.55,       262.75,       269.90,0,0,Y, ,0,       336.35,       160.85
Y,Nifty Infra,      3424.75,      3458.15,      3480.45,      3435.05,      3476.85,0,0,Y, ,0,      3480.45,      2072.60
Y,Nifty Energy,     16251.85,     16326.60,     16537.85,     16207.45,     16475.35,0,0,Y, ,0,     16597.15,      9750.00
Y,Nifty FMCG,     31718.80,     32090.80,     32090.80,     31655.65,     31705.25,0,0,Y, ,0,     32155.50,     22699.05
Y,Nifty MNC,     14946.35,     15071.40,     15071.40,     14877.85,     14963.05,0,0,Y, ,0,     15071.40,      9648.20
Y,Nifty Pharma,     11839.15,     12021.00,     12085.95,     11875.60,     12045.15,0,0,Y, ,0,     12528.85,      6242.85
Y,Nifty PSE,      2599.50,      2612.15,      2645.20,      2597.40,      2634.25,0,0,Y, ,0,      3286.05,      1952.20
Y,Nifty PSU Bank,      1558.40,      1569.65,      1609.35,      1560.70,      1603.25,0,0,Y, ,0,      2596.10,      1078.45
Y,Nifty Serv Sector,     18192.35,     18282.85,     18441.90,     18142.10,     18406.10,0,0,Y, ,0,     18441.90,     10401.30
Y,India VIX,19.8175,19.8175,21.2350,19.2450,20.1825,0,0,Y, ,0,86.6350,9.6175
Y,Nifty Auto,      8891.60,      8999.75,      8999.75,      8855.05,      8987.15,0,0,Y, ,0,      8999.75,      4452.20
Y,Nifty Metal,      2925.75,      2968.85,      2982.40,      2935.70,      2974.05,0,0,Y, ,0,      2982.40,      1480.70
Y,Nifty Media,      1503.15,      1514.10,      1539.50,      1498.25,      1530.90,0,0,Y, ,0,      1918.50,       972.95
Y,NIFTY SMLCAP 100,      6573.30,      6627.95,      6651.95,      6599.10,      6633.05,0,0,Y, ,0,      6651.95,      3202.90
Y,Nifty 200,      6727.70,      6780.90,      6810.40,      6734.40,      6801.30,0,0,Y, ,0,      6810.40,      3893.05
Y,Nifty Div Opps 50,      2649.50,      2670.30,      2679.50,      2650.35,      2676.40,0,0,Y, ,0,      2679.50,      1712.30
Y,Nifty Commodities,      3605.90,      3638.00,      3670.10,      3618.00,      3665.80,0,0,Y, ,0,      3670.10,      2068.80
Y,Nifty Consumption,      5390.40,      5458.80,      5458.80,      5392.75,      5440.00,0,0,Y, ,0,      5458.80,      3614.85
Y,Nifty Fin Service,     14293.15,     14358.20,     14410.35,     14209.25,     14352.05,0,0,Y, ,0,     14747.70,      7984.20
Y,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3146.00,      3171.20,      3193.00,      3145.45,      3184.05,0,0,Y, ,0,      3894.15,      1878.95
Y,Nifty CPSE,      1509.35,      1515.90,      1536.05,      1506.15,      1525.80,0,0,Y, ,0,      1965.85,      1136.65
Y,Nifty GrowSect 15,      6552.40,      6592.15,      6597.05,      6523.35,      6575.80,0,0,Y, ,0,      6618.35,      3949.25
Y,Nifty50 PR 2x Lev,      5247.20,      5321.00,      5374.40,      5241.30,      5358.90,0,0,Y, ,0,      5496.70,      1883.80
Y,Nifty50 PR 1x Inv,       338.55,       336.25,       338.80,       334.50,       335.00,0,0,Y, ,0,       600.80,       334.10
Y,Nifty50 TR 2x Lev,      6968.15,      7066.10,      7137.05,      6960.30,      7116.45,0,0,Y, ,0,      7161.35,      2465.75
Y,Nifty50 TR 1x Inv,       293.95,       291.95,       294.15,       290.45,       290.85,0,0,Y, ,0,       525.50,       290.05
Y,Nifty50 Value 20,      6210.50,      6256.40,      6303.65,      6215.20,      6293.90,0,0,Y, ,0,      6303.65,      3821.10
Y,Nifty Mid Liq 15,      4837.50,      4884.85,      4889.20,      4829.60,      4874.40,0,0,Y, ,0,      4889.20,      2448.20
Y,Nifty Pvt Bank,     16473.10,     16615.05,     16648.40,     16414.95,     16597.25,0,0,Y, ,0,     18030.20,      8487.25
Y,NIFTY100 Qualty30,      3036.30,      3063.85,      3064.30,      3040.20,      3060.35,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 8 13Yr,      2243.35,      2243.73,      2243.99,      2241.03,      2241.03,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr,      2022.52,      2022.85,      2023.33,      2019.87,      2019.87,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr Cln,       967.70,       967.70,       967.93,       966.25,       966.25,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 4 8Yr,      2391.44,      2391.82,      2392.42,      2388.67,      2388.67,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 11 15Yr,      2431.56,      2431.98,      2432.64,      2429.59,      2430.65,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 15YrPlus,      2656.19,      2656.68,      2656.68,      2656.50,      2656.50,0,0,Y, ,0,          .00,          .00
Y,Nifty GS Compsite,      2289.53,      2289.91,      2290.24,      2287.14,      2287.14,0,0,Y, ,0,          .00,          .00
 , , , , , , , , ,Y, , , , , , 
 , , , , , , , , ,Y, , , , , , 
 ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,ADANI PORT & SEZ LTD,       411.55,       415.00,       426.00,       412.00,       423.80,               3854508532.60,9170159,Y, ,100625,       426.00,       203.00
N,ASIAN PAINTS LIMITED,      2215.30,      2275.00,      2275.00,      2206.20,      2230.05,               4987977027.90,2235498,Y, ,76577,      2275.00,      1431.20
N,AXIS BANK LIMITED,       601.60,       611.00,       615.00,       596.20,       603.65,              12822756534.90,21285697,Y, ,207151,       765.85,       286.00
N,BAJAJ AUTO LIMITED,      3173.55,      3175.10,      3248.95,      3161.00,      3243.65,               4501554577.30,1400851,Y, ,73123,      3315.15,      1788.65
N,BAJAJ FINSERV LTD.,      8758.80,      8800.00,      8828.85,      8712.65,      8746.55,               6085873372.05,694283,Y, ,56244,      9950.00,      3985.30
N,BAJAJ FINANCE LIMITED,      4908.80,      4951.20,      4952.40,      4825.25,      4861.10,              19618340024.45,4017427,Y, ,196912,      4960.00,      1783.00
N,BHARTI AIRTEL LIMITED,       463.25,       467.75,       482.50,       460.50,       479.45,               8627059181.60,18193356,Y, ,199549,       612.00,       361.75
N,BHARAT PETROLEUM CORP  LT,       373.00,       374.90,       381.45,       371.00,       379.30,               1851812586.20,4903586,Y, ,61608,       510.00,       252.00
N,BRITANNIA INDUSTRIES LTD,      3637.95,      3702.50,      3702.50,      3595.55,      3629.35,               3790086599.50,1042234,Y, ,68592,      4010.00,      2100.00
N,CIPLA LTD,       745.60,       753.00,       760.00,       746.15,       755.60,               4706032015.30,6241872,Y, ,146074,       829.05,       355.30
N,COAL INDIA LTD,       125.55,       126.00,       127.00,       124.70,       126.40,               1127247507.05,8927107,Y, ,39160,       214.60,       109.55
N,DIVI'S LABORATORIES LTD,      3605.10,      3770.00,      3770.00,      3596.60,      3620.75,               7576121171.05,2077864,Y, ,109912,      3770.00,      1626.00
N,DR. REDDY'S LABORATORIES,      4828.95,      4870.00,      4870.00,      4806.00,      4830.40,               5402426138.20,1117190,Y, ,80383,      5512.65,      2495.05
N,EICHER MOTORS LTD,      2534.65,      2559.95,      2584.90,      2525.00,      2532.70,               3126422096.60,1227343,Y, ,61935,     22876.60,      2015.20
N,GAIL (INDIA) LTD,       102.65,       103.65,       112.00,       103.10,       110.70,               9370657238.70,85684453,Y, ,255689,       133.35,        65.00
N,GRASIM INDUSTRIES LTD,       875.75,       867.00,       910.70,       862.15,       907.80,               3704798885.95,4110405,Y, ,71148,       910.70,       385.05
N,HCL TECHNOLOGIES LTD,       822.10,       824.00,       835.70,       815.10,       834.10,               6672227499.75,8078785,Y, ,170411,      1139.00,       375.25
N,HDFC LTD,      2256.25,      2237.00,      2324.00,      2217.65,      2306.95,              16053479118.90,7031670,Y, ,236556,      2499.90,      1473.45
N,HDFC BANK LTD,      1440.85,      1440.85,      1449.00,      1425.50,      1433.30,              12339584610.70,8573787,Y, ,197206,      1464.40,       738.75
N,HDFC LIFE INS CO LTD,       646.80,       653.25,       656.00,       639.50,       641.90,               2943217121.10,4569057,Y, ,97745,       688.50,       340.00
N,HERO MOTOCORP LIMITED,      3108.85,      3120.00,      3129.90,      3075.05,      3110.25,               4672042294.75,1503427,Y, ,79228,      3394.90,      1475.00
N,HINDALCO  INDUSTRIES  LTD,       226.35,       230.80,       231.50,       222.50,       229.30,               3833998263.85,16869243,Y, ,88844,       231.50,        84.90
N,HINDUSTAN UNILEVER LTD.,      2138.20,      2159.00,      2159.00,      2129.60,      2133.05,               4765666621.75,2226742,Y, ,112019,      2614.30,      1757.30
N,ICICI BANK LTD.,       473.35,       479.70,       488.50,       474.30,       485.10,               9705403161.65,20120049,Y, ,186612,       552.20,       268.30
N,INDUSIND BANK LIMITED,       857.65,       863.00,       900.00,       858.10,       895.50,              12949391326.95,14690547,Y, ,219225,      1596.55,       235.55
N,INFOSYS LIMITED,      1100.00,      1105.05,      1140.25,      1105.05,      1137.85,              10087463062.05,8933802,Y, ,227850,      1186.00,       509.25
N,INDIAN OIL CORP LTD,        84.60,        85.00,        86.00,        84.10,        85.85,               1227002707.95,14386967,Y, ,40823,       131.60,        71.15
N,ITC LTD,       193.65,       195.00,       196.35,       192.40,       194.40,               3093531102.45,15893346,Y, ,94417,       247.90,       134.60
N,JSW STEEL LIMITED,       350.20,       354.50,       359.00,       351.85,       358.15,               2302073085.90,6475456,Y, ,50624,       362.20,       132.50
N,KOTAK MAHINDRA BANK LTD,      1907.10,      1930.00,      1930.00,      1864.55,      1875.85,              15012468288.05,7955798,Y, ,180739,      1948.40,      1001.00
N,LARSEN & TOUBRO LTD.,      1122.40,      1140.00,      1140.00,      1111.20,      1115.95,               3979654185.80,3551604,Y, ,81789,      1383.70,       661.00
N,MAHINDRA & MAHINDRA LTD,       722.00,       736.40,       736.50,       708.05,       734.55,               4135939764.90,5710611,Y, ,82903,       745.50,       245.40
N,MARUTI SUZUKI INDIA LTD.,      7035.80,      7141.80,      7141.80,      6975.20,      7101.70,               7610088466.30,1076695,Y, ,89996,      7569.90,      4001.10
N,NESTLE INDIA LIMITED,     17888.95,     18067.80,     18067.90,     17331.55,     17418.15,               4106971584.95,235086,Y, ,66204,     18369.95,     12200.00
N,NTPC LTD,        94.70,        94.70,        96.20,        93.45,        93.75,               3340095188.00,35330973,Y, ,83317,       125.00,        73.20
N,OIL AND NATURAL GAS CORP.,        78.50,        78.50,        82.00,        77.05,        81.55,               3444235088.65,42923229,Y, ,123154,       133.40,        50.00
N,POWER GRID CORP. LTD.,       192.40,       194.85,       196.45,       191.65,       192.35,               1982964952.00,10234084,Y, ,69839,       211.00,       122.15
N,RELIANCE INDUSTRIES LTD,      1929.80,      1940.35,      1966.25,      1930.05,      1954.90,              17774977230.85,9114939,Y, ,272346,      2369.35,       875.65
N,SBI LIFE INSURANCE CO LTD,       846.05,       849.90,       855.00,       840.20,       851.35,                873173387.65,1027637,Y, ,60515,      1020.00,       519.40
N,STATE BANK OF INDIA,       244.25,       245.00,       248.95,       244.25,       248.05,               9124277406.45,37003272,Y, ,186048,       344.60,       149.45
N,SHREE CEMENT LIMITED,     24306.35,     25555.00,     25655.50,     24549.40,     24908.40,               2371843714.55,95268,Y, ,23180,     25655.50,     15410.00
N,SUN PHARMACEUTICAL IND L,       511.65,       518.00,       542.75,       512.65,       539.35,              13560327148.60,25388623,Y, ,264848,       564.75,       312.00
N,TATA MOTORS LIMITED,       180.35,       182.35,       182.40,       178.10,       179.75,               8795551167.40,48881250,Y, ,199976,       201.70,        63.50
N,TATA STEEL LIMITED,       577.35,       592.00,       592.00,       576.95,       585.80,               8605778187.80,14739109,Y, ,147447,       592.00,       250.85
N,TATA CONSULTANCY SERV LT,      2679.65,      2679.00,      2735.90,      2624.45,      2726.80,               9717083002.65,3605017,Y, ,153842,      2885.00,      1506.05
N,TECH MAHINDRA LIMITED,       876.85,       900.00,       914.15,       871.65,       907.30,               5198458977.75,5821698,Y, ,99153,       914.15,       471.40
N,TITAN COMPANY LIMITED,      1361.20,      1383.00,      1386.40,      1335.00,      1341.10,               3897470430.95,2881906,Y, ,86071,      1386.40,       720.90
N,ULTRATECH CEMENT LIMITED,      4802.00,      4815.00,      4937.20,      4805.00,      4910.50,               3686451172.55,752883,Y, ,62331,      4979.00,      2910.00
N,UPL LIMITED,       417.70,       420.00,       434.20,       418.00,       433.05,               6402695864.45,14928450,Y, ,138558,       614.90,       240.15
N,WIPRO LTD,       350.50,       352.70,       353.90,       346.25,       352.85,               3753382611.75,10693567,Y, ,100652,       381.70,       159.40
 , , , , , , , , ,N, , , , , , 
 ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,ABBOTT INDIA LIMITED,     15399.05,     15425.00,     15504.95,     15350.00,     15398.60,                183298917.45,11889,N, ,4233,     18679.75,     12186.55
N,ACC LIMITED,      1705.05,      1738.00,      1785.00,      1705.90,      1747.90,               5684827994.10,3242401,N, ,139972,      1785.00,       895.15
N,ADANI GREEN ENERGY LTD,      1136.40,      1133.90,      1156.00,      1082.35,      1134.70,               2939907570.35,2599117,N, ,63366,      1220.00,       111.90
N,ADANI TRANSMISSION LTD,       376.30,       379.85,       383.00,       372.05,       378.95,                201916220.35,533772,N, ,11993,       407.70,       147.50
N,ALKEM LABORATORIES LTD.,      2841.65,      2845.00,      2867.00,      2777.45,      2789.05,                277631391.90,98367,N, ,12229,      3090.00,      1881.30
N,AMBUJA CEMENTS LTD,       261.05,       262.20,       269.55,       260.90,       262.00,               1652429545.70,6262243,N, ,48226,       272.00,       136.55
N,AUROBINDO PHARMA LTD,       868.55,       876.25,       899.10,       869.20,       897.15,               2982166962.45,3353447,N, ,84502,       967.50,       288.85
N,BAJAJ HOLDINGS & INVS LTD,      3063.75,      3115.50,      3115.50,      3060.00,      3094.30,                243949128.60,79083,N, ,9710,      3950.00,      1460.15
N,BANDHAN BANK LIMITED,       367.00,       371.00,       381.75,       367.00,       377.20,               3672748014.70,9755182,N, ,105601,       588.50,       152.20
N,BANK OF BARODA,        51.35,        51.55,        54.20,        51.15,        53.75,               3098924342.25,58316841,N, ,90707,       106.15,        36.00
N,BERGER PAINTS (I) LTD,       647.75,       648.70,       657.85,       647.10,       655.50,                726781452.10,1111928,N, ,23127,       670.00,       389.35
N,BIOCON LIMITED.,       429.35,       436.95,       438.35,       429.55,       433.30,               1315206041.15,3028740,N, ,55615,       478.00,       235.55
N,BOSCH LIMITED,     12816.10,     12849.50,     13321.95,     12650.00,     13255.95,               2433950415.15,186863,N, ,35910,     16552.50,      7850.00
N,CADILA HEALTHCARE LIMITED,       450.10,       459.10,       459.40,       442.30,       453.65,               3096323370.20,6867503,N, ,74093,       464.00,       202.00
N,COLGATE PALMOLIVE LTD.,      1513.70,      1540.25,      1540.25,      1493.00,      1504.00,               1500116997.00,996320,N, ,43920,      1578.90,      1065.00
N,CONTAINER CORP OF IND LTD,       406.05,       409.50,       413.00,       397.40,       409.65,               1283904361.15,3164488,N, ,54181,       602.20,       263.40
N,DABUR INDIA LTD,       499.80,       503.05,       507.00,       500.60,       506.00,               1099240258.35,2177754,N, ,51677,       535.95,       386.05
N,DLF LIMITED,       187.20,       192.00,       197.50,       189.60,       195.10,               3742755158.70,19225092,N, ,111410,       266.55,       114.55
N,AVENUE SUPERMARTS LIMITED,      2289.20,      2330.00,      2450.00,      2315.00,      2426.70,               2183485310.60,912165,N, ,53795,      2560.00,      1700.00
N,GENERAL INS CORP OF INDIA,       140.95,       141.40,       142.00,       139.50,       140.00,                 59293444.30,422401,N, ,6658,       279.60,        81.50
N,GODREJ CONSUMER PRODUCTS,       699.75,       712.00,       715.55,       702.55,       705.60,                941080548.10,1328512,N, ,62243,       772.00,       425.10
N,HAVELLS INDIA LIMITED,       801.40,       798.10,       839.95,       798.10,       823.40,               3117098005.25,3766220,N, ,77001,       855.00,       447.05
N,HDFC AMC LIMITED,      2538.80,      2549.00,      2549.35,      2500.00,      2511.45,                939399070.70,373724,N, ,43382,      3549.00,      1962.00
N,HINDUSTAN PETROLEUM CORP,       209.35,       210.00,       212.50,       208.80,       211.60,                849243803.95,4018504,N, ,44632,       283.95,       150.00
N,HINDUSTAN ZINC LIMITED,       229.70,       232.00,       235.00,       227.00,       227.60,                232259614.70,1010004,N, ,14190,       258.95,       116.05
N,ICICI LOMBARD GIC LIMITED,      1451.40,      1470.00,      1499.90,      1459.05,      1471.15,               1635726040.10,1102450,N, ,63049,      1499.90,       805.00
N,ICICI PRU LIFE INS CO LTD,       441.70,       449.00,       459.00,       442.75,       457.35,               1068373927.95,2368793,N, ,55522,       533.90,       226.10
N,INDRAPRASTHA GAS LTD,       496.40,       500.95,       503.85,       481.00,       482.40,               2467708449.15,5063995,N, ,73622,       534.20,       284.05
N,INTERGLOBE AVIATION LTD,      1514.15,      1530.00,      1571.45,      1515.50,      1559.75,               2455298285.85,1581554,N, ,38428,      1743.85,       771.30
N,BHARTI INFRATEL LTD.,       218.60,       223.00,       225.20,       215.00,       216.00,               3860209968.05,17577449,N, ,93768,       296.50,       120.05
N,L&T INFOTECH LIMITED,      3200.45,      3271.25,      3471.35,      3202.05,      3353.45,               2902206418.90,865205,N, ,75634,      3512.70,      1210.00
N,LUPIN LIMITED,       891.80,       894.00,       914.35,       892.15,       909.80,               2644456939.60,2915660,N, ,47873,      1122.30,       504.75
N,MARICO LIMITED,       367.70,       370.95,       375.30,       362.50,       373.80,               1309308321.00,3530432,N, ,53790,       389.75,       234.00
N,UNITED SPIRITS LIMITED,       548.40,       554.00,       569.15,       547.00,       566.95,               1291828343.35,2308974,N, ,42841,       742.70,       442.65
N,MOTHERSON SUMI SYSTEMS LT,       148.05,       149.85,       158.65,       146.30,       157.20,               4281035073.15,28021540,N, ,114330,       158.65,        48.65
N,MUTHOOT FINANCE LIMITED,      1152.00,      1171.95,      1171.95,      1140.00,      1153.65,               2869775115.65,2493653,N, ,86363,      1405.75,       476.80
N,INFO EDGE (I) LTD,      4306.35,      4380.50,      4426.50,      4180.00,      4206.80,               1994308624.15,468632,N, ,51526,      4426.50,      1581.10
N,NMDC LTD.,        96.40,        97.00,        99.95,        95.90,        99.25,               1017478835.15,10326940,N, ,43277,       139.70,        61.55
N,ORACLE FIN SERV SOFT LTD.,      3040.15,      3065.00,      3065.00,      3011.05,      3018.00,                157514151.85,52116,N, ,10613,      3400.00,      1506.00
N,PIRAMAL ENTERPRISES LTD,      1388.10,      1405.85,      1435.00,      1390.25,      1414.45,               1461725110.15,1029260,N, ,36094,      1828.00,       606.85
N,PETRONET LNG LIMITED,       251.25,       255.00,       255.85,       251.00,       254.25,                920624592.45,3628018,N, ,42644,       283.25,       170.40
N,POWER FIN CORP LTD.,       108.20,       108.80,       109.35,       106.95,       108.85,                480617316.00,4439030,N, ,19484,       133.40,        74.15
N,P&G HYGIENE & HEALTH CARE,     10519.90,     10619.20,     10719.50,     10548.30,     10659.95,                 85854522.50,8053,N, ,2890,     12388.80,      8400.00
N,PIDILITE INDUSTRIES LTD,      1542.55,      1557.90,      1562.55,      1534.30,      1551.05,                995740152.45,642065,N, ,41152,      1709.90,      1185.55
N,PUNJAB NATIONAL BANK,        33.45,        33.90,        34.65,        33.30,        34.45,               1995852740.80,58487858,N, ,60021,        67.00,        26.30
N,SBI CARDS & PAY SER LTD,       799.30,       800.05,       807.00,       796.95,       799.95,                761908760.10,951069,N, ,40949,       918.75,       495.00
N,SIEMENS LTD,      1513.45,      1500.90,      1545.00,      1490.15,      1517.55,               1518886253.75,1001758,N, ,42905,      1639.00,       947.90
N,TATA CONSUMER PRODUCT LTD,       538.00,       554.00,       554.00,       525.30,       529.30,               2737677757.05,5105352,N, ,69180,       591.95,       213.70
N,TORRENT PHARMACEUTICALS L,      2615.10,      2630.00,      2670.50,      2609.70,      2653.60,                740244138.15,279813,N, ,19922,      3031.20,      1583.25
N,UNITED BREWERIES LTD,      1038.95,      1040.00,      1091.00,      1035.10,      1088.40,                775913612.50,727712,N, ,19250,      1356.00,       749.50
 , , , , , , , , , , , , , , , 
 ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,20 MICRONS LTD,        32.10,        32.45,        33.50,        31.75,        32.95,                  3380233.00,103833,N, ,577,        38.00,        19.00
N,21ST CENTURY MGMT SERVICE,         9.70,         9.85,         9.85,         9.55,         9.70,                    28520.80,2954,N, ,41,        17.25,         9.45
N,3I INFOTECH LTD.,         3.40,         3.40,         3.55,         3.40,         3.55,                 14570850.00,4156135,N, ,1638,         4.10,         1.15
N,3M INDIA LIMITED,     21866.90,     21877.80,     22755.00,     21427.85,     21945.45,                226081278.50,10241,N, ,3893,     25200.00,     15700.00
N,3P LAND HOLDINGS LIMITED,         8.15,         8.55,         8.55,         8.55,         8.55,                   120426.75,14085,N, ,47,         8.55,         3.40
N,5PAISA CAPITAL LIMITED,       325.80,       332.30,       333.90,       326.40,       330.60,                  1602273.60,4868,N, ,277,       465.00,        90.00
N,63 MOONS TECHNOLOGIES LTD,        94.95,        96.95,        96.95,        88.00,        89.05,                 43146607.40,474925,N,XDO,5138,       125.40,        39.55
N,A2Z INFRA ENGINEERING LTD,         4.05,         4.10,         4.25,         3.95,         4.25,                  2402867.40,579701,N, ,443,         9.35,         2.90
N,AAA TECHNOLOGIES LIMITED,        43.00,        43.75,        43.75,        43.75,        43.75,                   131250.00,3000,N, ,1,        48.00,        42.25
N,AAKASH EXPLORATION SER L,        53.30,        54.00,        54.00,        52.55,        53.45,                  7260687.65,135729,N, ,908,        55.80,        48.35
N,AARON INDUSTRIES LIMITED,        61.55,        58.50,        58.50,        58.50,        58.50,                   426874.50,7297,N, ,123,        67.95,        28.00
N,AARTI DRUGS LTD.,       715.05,       715.00,       715.00,       685.10,       705.05,                279507237.15,396001,N, ,17840,      3719.00,       421.00
N,AARTI INDUSTRIES LTD,      1155.30,      1161.10,      1170.00,      1144.00,      1156.95,                314190275.00,270398,N, ,21358,      1229.00,       668.00
N,AARTI SURFACTANTS LIMITED,      1047.55,      1099.90,      1099.90,      1068.50,      1099.90,                 37245424.30,33915,N, ,831,      1099.90,       841.25
N,AARVEE DEN. & EXP. LTD,        11.55,        11.55,        11.65,        11.10,        11.20,                   209178.05,18543,N, ,92,        17.70,         6.50
N,AARVI ENCON LIMITED,        38.90,        39.00,        40.00,        37.30,        40.00,                    65729.45,1663,N, ,27,        46.00,        24.70
N,AAVAS FINANCIERS LIMITED,      1607.70,      1615.00,      1648.20,      1602.00,      1638.40,                396773108.80,242059,N, ,14733,      2101.00,       849.05
N,ABAN OFFSHORE LTD.,        30.25,        30.35,        30.80,        29.15,        29.45,                  5439342.20,183727,N, ,1291,        34.95,        12.85
N,ABB INDIA LIMITED,      1073.75,      1081.15,      1145.00,      1073.85,      1138.05,                313931680.65,280795,N, ,21801,      1523.00,       722.00
N,ADITYA BIRLA CAPITAL LTD.,        88.45,        89.60,        94.50,        88.90,        93.60,                682772922.50,7432377,N, ,43640,       115.35,        37.35
N,ADITYA BIRLA FASHION & RT,       162.65,       164.40,       165.95,       160.55,       161.35,                488730530.90,2984535,N, ,34961,       285.50,        97.00
N,ADITYA BIRLA RS.5 PPD UP,       101.30,       104.30,       106.00,       101.40,       105.05,                 12714689.30,121518,N, ,908,       118.00,        62.05
N,ACCELYA SOLN INDIA LTD,       865.85,       871.00,       875.00,       859.00,       871.60,                  2854029.50,3284,N, ,620,      1130.00,       800.00
N,ACCURACY SHIPPING LIMITED,        29.65,        28.20,        31.10,        28.20,        31.10,                   235200.00,8000,N, ,5,        42.60,        12.35
N,ACTION CONST EQUIP LTD,       113.30,       115.00,       128.45,       115.00,       126.95,                366461056.55,2949736,N, ,28387,       128.45,        31.35
N,ADANI ENTERPRISES LIMITED,       398.40,       398.00,       423.95,       395.10,       421.90,               3253356352.40,7846125,N, ,63473,       423.95,       116.40
N,ADANI GAS LIMITED,       347.90,       358.90,       371.80,       350.00,       360.95,               3188076108.65,8799937,N, ,89863,       371.80,        76.60
N,ADANI POWER LTD,        38.50,        38.75,        41.80,        38.65,        41.05,               1138992804.65,27763237,N, ,49682,        65.95,        23.00
N,ADF FOODS LIMITED,       459.80,       461.15,       478.50,       461.00,       476.15,                 55995653.25,118199,N, ,2289,       479.75,       123.05
N,ADHUNIK INDUSTRIES LTD,        17.10,        17.20,        17.50,        17.00,        17.25,                   843589.50,48882,N, ,312,       118.30,        11.70
N,ADOR WELDING LTD,       262.65,       264.65,       269.00,       263.00,       266.10,                  7819466.95,29382,N, ,1044,       358.65,       158.50
