MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1049.41,      1049.41,      1050.01,      1049.41,      1050.01,                   166891.29,159, ,8,      1078.65,       721.00
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1054.00,      1055.00,      1059.99,      1052.50,      1059.94,                   237257.99,224, ,4,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1058.27,      1059.99,      1062.00,      1058.00,      1059.41,                  4439001.24,4190, ,52,      1178.00,      1045.00
N,N1,NHBTF2023,BOND 6.82% PA TAX FREE S1,     10990.00,     10980.00,     10980.00,     10980.00,     10980.00,                    10980.00,1, ,1,     10990.00,     10750.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1060.75,      1060.00,      1060.75,      1059.70,      1060.00,                   612624.60,578, ,20,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.89,        31.99,        31.99,        31.85,        31.96,                   185110.75,5802, ,73,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1146.36,      1146.36,      1155.01,      1146.36,      1155.00,                   148908.97,129, ,6,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1277.99,      1271.55,      1285.00,      1270.00,      1270.00,                  2567370.75,2016, ,30,      1369.90,      1051.60
N,N2,IIFCL,8.66% TAX FREE NCD,      1212.00,      1250.00,      1265.00,      1212.00,      1247.99,                   681306.76,560, ,8,      1390.00,      1078.50
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1177.80,      1079.60,      1079.60,      1055.00,      1071.40,                   160711.00,150, ,3,      1178.65,       970.00
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1363.00,      1485.00,      1485.00,      1485.00,      1485.00,                     1485.00,1, ,1,      1859.95,      1200.00
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1202.85,      1201.01,      1215.00,      1197.00,      1214.99,                  6019011.25,4995, ,43,      1298.90,      1132.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1291.80,      1291.00,      1291.00,      1284.00,      1284.00,                  1045099.00,812, ,22,      1294.99,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1235.00,      1236.00,      1237.90,      1234.00,      1237.90,                  2588091.30,2095, ,20,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1185.00,      1177.00,      1199.90,      1170.00,      1186.01,                  1331301.00,1129, ,37,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1080.00,      1080.00,      1085.00,      1079.00,      1079.12,                   297728.10,275, ,10,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       976.49,       974.70,       975.00,       974.70,       975.00,                   350970.00,360, ,4,       999.00,       705.00
N,N3,IRFC,7.18 NCD 19FEB23 TR1 SR1,      1070.01,      1065.00,      1065.00,      1065.00,      1065.00,                     1065.00,1, ,1,      1150.00,      1040.00
N,N3,MAGMA,SEC RED NCD 10.04% SR.III,       920.00,       950.00,       950.00,       920.00,       920.00,                    74520.00,80, ,4,      1000.00,       811.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       311.80,       311.80,       315.00,       311.80,       315.00,                    63917.40,204, ,4,       370.00,       158.25
N,N4,EHFLNCD,SEC RED NCD SR. IV,      1473.00,      1490.00,      1490.00,      1488.00,      1488.33,                    62510.00,42, ,3,      1525.00,      1000.10
N,N4,IBUCCREDIT,SE RE NCD SR.IICIII&IV,      1150.00,      1062.01,      1130.75,      1062.00,      1130.75,                   103072.70,95, ,4,      1150.00,       650.10
N,N4,IIFCL,8.91% TAX FREE NCD,      1475.41,      1477.00,      1477.00,      1477.00,      1477.00,                   320509.00,217, ,7,      1487.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1035.00,      1025.00,      1029.00,      1017.00,      1029.00,                  2172181.50,2125, ,33,      1057.80,       980.00
N,N4,IREDA,IREDA 8.41NCDTR I SR I B,      1195.00,      1195.00,      1195.00,      1195.00,      1195.00,                   179250.00,150, ,1,      1378.00,      1020.00
N,N4,NHAI,8.52% TAX FREE TR I S IB,      1275.00,      1275.00,      1275.00,      1275.00,      1275.00,                    22950.00,18, ,2,      1349.00,      1057.10
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1150.00,      1155.00,      1155.00,      1150.00,      1154.50,                   992563.40,860, ,15,      1512.00,      1081.01
N,N4,PFC,8.20% TAX FREE NCD,      1052.64,      1053.75,      1054.99,      1053.00,      1053.95,                   943800.95,896, ,15,      1148.99,      1015.00
N,N4,RECLTD,BOND 7.04% PA TAX FREE S2,      1190.00,      1139.00,      1139.00,      1139.00,      1139.00,                   216410.00,190, ,1,      1500.00,      1003.10
N,N4,RHFL,SEC RED NCD 9.05% SR. II,       170.00,       165.00,       196.00,       160.00,       195.43,                   143444.00,821, ,15,       517.20,       112.00
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       980.00,       935.05,       935.05,       926.00,       926.00,                    46616.50,50, ,4,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       860.99,       875.00,       875.00,       865.00,       865.00,                    30325.00,35, ,2,       900.75,       650.10
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1249.50,      1250.00,      1255.00,      1250.00,      1250.01,                  1385260.80,1104, ,17,      1259.90,       905.15
N,N5,IIFL,SEC RED NCD 10.20 % SR.IV,      1098.75,      1100.75,      1104.00,      1100.75,      1104.00,                   363507.50,330, ,7,      1104.00,       831.00
N,N5,L&TINFRA,BOND 8.20% PA S1,      1053.20,      1054.00,      1060.00,      1054.00,      1056.15,                   182581.95,173, ,14,      1149.00,       942.00
N,N5,PFC,8.30% TAX FREE NCD,      1215.00,      1219.00,      1223.00,      1219.00,      1223.00,                    24420.00,20, ,2,      1286.85,      1142.00
N,N5,SBIN,BOND 9.95% PA RET. S4,     10858.21,     10870.00,     10885.00,     10860.00,     10877.88,                  8818489.85,811, ,107,     12299.00,     10200.00
N,N6,DHFL,SEC RED NCD 8.93% SR. 3B,       275.00,       328.00,       330.00,       301.00,       320.00,                   333378.75,1042, ,26,       380.00,       166.60
N,N6,EHFLNCD,SEC RED NCD 10% SR. VI,       897.38,       920.75,       920.75,       890.00,       895.95,                  3219736.25,3581, ,56,       948.00,       562.00
N,N6,IBULHSGFIN,SEC RED NCD 8.90% SR. III,       972.03,       972.10,       972.10,       972.10,       972.10,                    14581.50,15, ,1,      1019.70,       685.05
N,N6,IDFCFIRSTB,BOND 0% 2021 TR-2 SR-II,     10590.05,     10592.55,     10592.55,     10592.55,     10592.55,                   254221.20,24, ,4,     10620.00,      8300.00
N,N6,IIFL,UNSEC RED NCD 10.0% SR. V,      1010.00,      1010.00,      1010.00,      1000.00,      1001.00,                  1554016.70,1550, ,36,      1075.00,       930.00
N,N6,L&TINFRA,BOND 8.30% PA CUM. S2,      2164.00,      2164.00,      2164.00,      2162.02,      2162.51,                   536313.39,248, ,18,      2200.00,      1600.10
N,N6,NHAI,8.75% TAX FREE TR I S IIB,      1354.76,      1354.00,      1360.00,      1350.10,      1359.07,                  3293935.40,2431, ,24,      1360.00,      1151.01
N,N6,NHBTF2014,BOND 9.01%PA TF TR-I S 3B,      7563.00,      7589.00,      7590.00,      7589.00,      7590.00,                   189740.00,25, ,3,      7599.00,      6300.00
N,N6,NTPC,8.91%S-R-NCD SERIES 3B,      1430.00,      1430.00,      1439.00,      1430.00,      1433.62,                   526232.40,367, ,11,      1520.01,      1242.01
N,N6,RHFL,SEC RED NCD 9.15% SR III,       162.19,       165.00,       180.00,       160.00,       163.00,                   142708.07,870, ,18,       350.00,       101.50
N,N7,IBUCCREDIT,SERENCD8.66%SRIVCIII&IV,       878.35,       878.75,       974.98,       878.75,       884.50,                   623704.90,705, ,13,       974.98,       675.00
N,N7,IIFL,UNSEC RED NCD 10.5% SR.VI,      1003.00,      1012.00,      1012.00,      1012.00,      1012.00,                     1012.00,1, ,1,      1080.00,       931.60
N,N7,NTPC,8.49% SEC NON-CUM RED NCD,        14.52,        14.30,        14.56,        14.30,        14.53,                   664187.16,45701, ,134,        14.94,        11.40
N,N8,DHANILOANS,DHANI LOANS & SERV LTD,       987.95,       921.10,       925.00,       815.20,       925.00,                   182201.00,200, ,10,       999.00,       520.62
N,N8,HUDCO,7.64% TAX FREETRI SR2B,      1305.88,      1287.05,      1295.00,      1287.00,      1295.00,                   840551.50,650, ,12,      1308.00,      1113.05
N,N8,IDFCFIRSTB,BOND 0% 2021 TR-3 SR-II,     10700.00,     10555.50,     10700.00,     10555.50,     10700.00,                    63622.00,6, ,5,     10700.00,      8725.00
N,N8,L&TFINANCE,SE RE NCD 9.1% SR.I OP II,      1065.15,      1075.00,      1086.00,      1075.00,      1086.00,                    37735.00,35, ,2,      1255.01,       901.00
