GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,ORACLE FIN SERV SOFT LTD.,      3052.05,      3016.45,1.18
G,BANDHAN BANK LIMITED,       376.60,       372.30,1.15
G,DLF LIMITED,       203.00,       200.85,1.07
G,INDRAPRASTHA GAS LTD,       484.10,       479.30,1
G,PIDILITE INDUSTRIES LTD,      1615.05,      1599.75,0.96
G,AUROBINDO PHARMA LTD,       898.15,       889.95,0.92
 , , , , 
L,L&T INFOTECH LIMITED,      3300.65,      3393.75,-2.74
L,ICICI LOMBARD GIC LIMITED,      1482.10,      1521.55,-2.59
L,BOSCH LIMITED,     13006.70,     13300.90,-2.21
L,INFO EDGE (I) LTD,      4157.75,      4205.00,-1.12
L,GODREJ CONSUMER PRODUCTS,       712.20,       717.90,-0.79
L,TORRENT PHARMACEUTICALS L,      2670.15,      2690.05,-0.74
L,ACC LIMITED,      1718.10,      1729.25,-0.64
L,AMBUJA CEMENTS LTD,       261.10,       262.50,-0.53
L,HAVELLS INDIA LIMITED,       832.30,       836.35,-0.48
L,DABUR INDIA LTD,       501.50,       502.50,-0.2
L,ADANI GREEN ENERGY LTD,      1145.00,      1146.00,-0.09
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,SUVEN LIFE SCIENCES LTD,        57.90,        48.25,20
G,SMARTLINK HOLDINGS LTD,       105.30,        87.75,20
G,VINYL CHEMICALS (I) LTD.,       131.15,       109.30,19.99
G,MOLD TEK PACKAGING LTD,        95.25,        79.40,19.96
G,OLECTRA GREENTECH LIMITED,        89.30,        74.45,19.95
G,ADANI POWER LTD,        54.15,        45.15,19.93
G,THE BYKE HOSPITALITY LTD,        17.35,        14.50,19.66
G,SREI INFRASTRUCTURE FINAN,         7.10,         5.95,19.33
G,HINDUSTAN CONSTRUCTION CO,         7.10,         6.00,18.33
G,GEOJIT FINANCIAL SER L,        46.85,        39.90,17.42
G,SEC RED NCD 9.15% SR III,       190.00,       163.00,16.56
G,THE SOUTH INDIAN BANK LTD,         9.20,         7.90,16.46
G,MADHAV COPPER LIMITED,        83.50,        71.95,16.05
G,KABRA EXTRUSION TECHNIK L,        87.95,        77.00,14.22
G,DELTA CORP LIMITED,       152.90,       133.95,14.15
G,SADBHAV ENGINEERING LTD,        61.30,        53.75,14.05
G,COMPUAGE INFOCOM LTD,        17.15,        15.15,13.2
G,JSW ENERGY LIMITED,        70.75,        62.65,12.93
G,KOTHARI SUG & CHEM LTD.,        17.45,        15.50,12.58
G,MT EDUCARE LTD,        12.95,        11.55,12.12
G,BHANDARI HOSIERY EXP LTD,         1.40,         1.25,12
G,PUDUMJEE PAPER PRO. LTD,        22.65,        20.25,11.85
G,RKEC PROJECTS LIMITED,        39.00,        34.90,11.75
G,HINDUSTAN OIL EXPLORATION,        84.85,        76.25,11.28
G,VISAGAR POLYTEX LTD,          .50,          .45,11.11
G,BANG OVERSEAS LTD.,        22.65,        20.40,11.03
G,BOND 8.44% PA TF TII-SIB,      1300.00,      1171.00,11.02
G,PRAKASH PIPES LIMITED,        97.45,        87.80,10.99
G,IFCI LTD,         7.60,         6.85,10.95
G,TOURISM FINANCE CORP. OF,        48.75,        43.95,10.92
 , , , , 
L,TAX FREE 7.07% SR. 102,      1118.06,      1356.00,-17.55
L,UNS RED NCD 8.79% SR.VIII,       701.00,       820.00,-14.51
L,PROSEED INDIA LIMITED,          .35,          .40,-12.5
L,GAYATRI HIGHWAYS LIMITED,          .35,          .40,-12.5
L,VIJI FINANCE LIMITED,          .45,          .50,-10
L,VAKRANGEE LIMITED,        46.10,        51.20,-9.96
L,SEC RED NCD 10.00% SR. VI,       813.98,       900.00,-9.56
L,SUBEX LTD,        28.15,        31.10,-9.49
L,PRADIP OVERSEAS LTD,          .50,          .55,-9.09
L,GAMMON INFRA PROJ LTD.,          .55,          .60,-8.33
L,NILA SPACES LIMITED,         1.20,         1.30,-7.69
L,SUNDARMAMC - M15RG,         6.00,         6.50,-7.69
L,HISAR METAL IND. LIMITED,        85.70,        92.75,-7.6
L,CENTRUM CAPITAL LIMITED,        17.00,        18.35,-7.36
L,HINDUSTAN MEDIA VENT LTD,        52.65,        56.65,-7.06
L,PARIN FURNITURE LIMITED,        70.00,        75.00,-6.67
L,IMPEX FERRO TECH LIMITED,          .70,          .75,-6.67
L,8.51% TAX FREETRI SR2A,      1226.10,      1311.00,-6.48
L,EURO (I) FRESH FOODS LTD,        89.00,        95.00,-6.32
L,SEC RED NCD 8.88% SR. 2B,       328.00,       350.00,-6.29
L,SUPREME INDUSTRIES LTD,      1615.65,      1721.25,-6.14
L,SERENCD 8.89% SR.IV OPII,      1025.05,      1090.00,-5.96
L,BOND 8.51%PA TF TR-I S1B,      5820.00,      6185.10,-5.9
L,SPIC LTD,        21.65,        22.95,-5.66
L,SERENCD8.66%SRIVCIII&IV,       835.08,       884.50,-5.59
L,BKM INDUSTRIES LIMITED,          .85,          .90,-5.56
L,SEC RED NCD 9.57% SR. V,       936.00,       989.99,-5.45
L,BSEL INFRASTRUCTURE REALT,          .90,          .95,-5.26
L,S&S POWER SWITCHGEARS LTD,        10.45,        11.00,-5
L,A AND M JUMBO BAGS LTD,        11.40,        12.00,-5
