MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     13113.75,     13215.30,     13216.60,     13107.90,     13133.90,715727243726.66,3434747073,Y, ,19689302,     13216.60,      7511.10
Y, , ,NIFTY50 EQL Wgt,     13822.10,     13919.55,     13975.65,     13869.70,     13960.80,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     14747.95,     14843.65,     14941.70,     14802.00,     14927.50,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     10275.95,     10354.15,     10354.15,     10281.60,     10321.70,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     19205.30,     19291.70,     19338.15,     19167.65,     19220.05,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      7566.80,      7614.40,      7629.50,      7584.35,      7597.80,0,0,Y, ,0,      7629.50,      4088.05
Y, , ,NIFTY SMLCAP 50,      3295.50,      3315.20,      3322.45,      3301.65,      3307.40,0,0,Y, ,0,      3322.45,      1545.45
Y, , ,NIFTY SMLCAP 250,      5686.30,      5724.95,      5741.10,      5719.30,      5736.05,0,0,Y, ,0,      5741.10,      2867.40
Y, , ,NIFTY MIDSML 400,      6892.95,      6937.35,      6948.60,      6918.70,      6930.95,0,0,Y, ,0,      6948.60,      3650.20
Y, , ,NIFTY200 QUALTY30,     11367.75,     11447.30,     11502.65,     11397.80,     11491.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     13801.70,     13887.25,     13907.45,     13763.20,     13815.70,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     12984.80,     13064.65,     13117.80,     13007.95,     13104.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     12813.15,     12883.00,     12940.30,     12823.90,     12925.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      2266.00,      2283.80,      2283.80,      2254.50,      2258.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     22319.00,     22458.75,     22458.80,     22147.30,     22202.20,0,0,Y, ,0,     22619.00,     10991.25
Y, , ,Nifty Next 50,     30992.55,     31157.95,     31346.40,     31074.20,     31319.40,0,0,Y, ,0,     31346.40,     18384.05
Y, , ,Nifty Bank,     29463.15,     29728.90,     29813.00,     29379.40,     29448.75,0,0,Y, ,0,     32613.10,     16116.25
Y, , ,NIFTY MIDCAP 100,     20001.70,     20138.00,     20198.00,     20061.00,     20127.25,0,0,Y, ,0,     20198.00,     10749.95
Y, , ,Nifty 500,     10858.15,     10936.75,     10936.75,     10871.80,     10893.60,0,0,Y, ,0,     10936.75,      6151.60
Y, , ,Nifty 100,     13244.35,     13342.75,     13342.95,     13252.35,     13280.50,0,0,Y, ,0,     13342.95,      7624.85
Y, , ,Nifty Midcap 50,      5613.60,      5656.40,      5678.75,      5639.95,      5665.70,0,0,Y, ,0,      5678.75,      2855.35
Y, , ,Nifty Realty,       277.90,       279.45,       282.45,       277.35,       280.20,0,0,Y, ,0,       336.35,       160.85
Y, , ,Nifty Infra,      3501.80,      3532.55,      3536.50,      3507.70,      3528.55,0,0,Y, ,0,      3536.50,      2072.60
Y, , ,Nifty Energy,     16701.05,     16821.45,     16964.00,     16740.65,     16941.25,0,0,Y, ,0,     16964.00,      9750.00
Y, , ,Nifty FMCG,     31820.25,     32022.25,     32027.65,     31754.05,     31908.65,0,0,Y, ,0,     32155.50,     22699.05
Y, , ,Nifty MNC,     14988.65,     15072.95,     15201.40,     15040.10,     15173.20,0,0,Y, ,0,     15201.40,      9648.20
Y, , ,Nifty Pharma,     12088.60,     12151.55,     12232.10,     12083.10,     12206.95,0,0,Y, ,0,     12528.85,      6242.85
Y, , ,Nifty PSE,      2685.40,      2706.10,      2754.20,      2697.25,      2748.70,0,0,Y, ,0,      3286.05,      1952.20
Y, , ,Nifty PSU Bank,      1596.25,      1611.10,      1683.85,      1607.20,      1673.05,0,0,Y, ,0,      2596.10,      1078.45
Y, , ,Nifty Serv Sector,     18316.20,     18455.60,     18460.00,     18203.65,     18238.20,0,0,Y, ,0,     18460.00,     10401.30
Y, , ,India VIX,19.9075,19.9075,19.9075,17.7225,19.0000,0,0,Y, ,0,86.6350,9.6175
Y, , ,Nifty Auto,      9093.70,      9150.70,      9256.90,      9123.25,      9245.30,0,0,Y, ,0,      9256.90,      4452.20
Y, , ,Nifty Metal,      3050.20,      3076.05,      3132.00,      3070.70,      3126.10,0,0,Y, ,0,      3132.00,      1480.70
Y, , ,Nifty Media,      1538.80,      1552.70,      1590.90,      1548.95,      1581.90,0,0,Y, ,0,      1918.50,       972.95
Y, , ,NIFTY SMLCAP 100,      6632.55,      6677.20,      6684.55,      6661.95,      6675.35,0,0,Y, ,0,      6684.55,      3202.90
Y, , ,Nifty 200,      6813.65,      6863.80,      6863.80,      6820.25,      6835.05,0,0,Y, ,0,      6863.80,      3893.05
Y, , ,Nifty Div Opps 50,      2701.20,      2720.40,      2725.10,      2704.20,      2720.10,0,0,Y, ,0,      2725.10,      1712.30
Y, , ,Nifty Commodities,      3710.30,      3738.65,      3770.20,      3723.15,      3764.65,0,0,Y, ,0,      3770.20,      2068.80
Y, , ,Nifty Consumption,      5504.25,      5541.40,      5569.30,      5516.60,      5562.80,0,0,Y, ,0,      5569.30,      3614.85
Y, , ,Nifty Fin Service,     14187.50,     14301.70,     14305.35,     14094.70,     14138.75,0,0,Y, ,0,     14747.70,      7984.20
Y, , ,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
