MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1050.01,      1052.01,      1052.51,      1052.01,      1052.01,                    84161.30,80, ,3,      1078.65,       721.00
N,N1,ERFLNCDI,SEC RED NCD 8.42% SR. I,      1000.00,       995.00,       995.00,       990.00,       995.00,                    42710.11,43, ,5,      1134.00,       701.05
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1060.30,      1055.00,      1060.00,      1055.00,      1059.75,                   991039.46,935, ,7,      1194.00,      1025.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1050.00,      1080.00,      1080.00,      1070.00,      1070.00,                    23680.00,22, ,4,      1132.80,       850.00
N,N1,MAGMA,SEC RED NCD 10.25% SR. I,       982.00,      1042.00,      1042.00,      1042.00,      1042.00,                   104200.00,100, ,5,      1139.00,       950.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1058.99,      1059.00,      1060.00,      1059.00,      1059.60,                  1995863.95,1884, ,30,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1059.99,      1059.80,      1060.00,      1058.00,      1060.00,                  1183633.70,1117, ,15,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.91,        31.80,        32.00,        31.80,        31.99,                   228384.07,7149, ,82,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1160.01,      1155.05,      1165.00,      1155.05,      1163.00,                    58070.70,50, ,3,      1180.65,       732.00
N,N2,ERFLNCDI,SEC RED NCD 8.75% SR. II,      1044.57,      1055.94,      1055.95,      1055.94,      1055.94,                     2111.89,2, ,2,      1055.95,       611.05
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1275.00,      1271.00,      1280.00,      1268.01,      1275.04,                  4077829.35,3205, ,71,      1369.90,      1051.60
N,N2,IIFCL,8.66% TAX FREE NCD,      1247.99,      1212.01,      1212.01,      1212.01,      1212.01,                    60600.50,50, ,1,      1390.00,      1078.50
N,N2,M&MFIN,9.00% UNSECURED NCD,      1111.00,      1115.00,      1115.00,      1114.22,      1114.22,                   501636.00,450, ,5,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1290.39,      1290.12,      1293.00,      1290.01,      1290.45,                 14399391.01,11158, ,84,      1297.99,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1239.99,      1239.00,      1239.00,      1237.00,      1237.00,                   729833.00,590, ,6,      1300.00,      1029.85
N,N2,PFC,7.36% TAX FREE NCD,      1238.46,      1238.00,      1238.00,      1238.00,      1238.00,                   724230.00,585, ,13,      1238.50,      1060.00
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1180.10,      1175.10,      1175.10,      1170.00,      1171.40,                   939286.00,800, ,9,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1079.12,      1089.99,      1089.99,      1081.00,      1081.74,                   126026.59,116, ,7,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       978.00,       918.00,       979.00,       918.00,       970.00,                   226692.30,233, ,9,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1113.00,      1113.00,      1114.90,      1106.41,      1106.41,                   869392.00,781, ,9,      1277.50,      1010.00
N,N3,MAGMA,SEC RED NCD 10.04% SR.III,       920.00,      1000.00,      1000.00,      1000.00,      1000.00,                     5000.00,5, ,1,      1000.00,       811.00
N,N3,NHBTF2023,NHB 8.68 NCD TR II SR 2 A,      6720.00,      6701.00,      6701.00,      6701.00,      6701.00,                  7706150.00,1150, ,1,      6720.00,      6200.00
N,N3,PFC,7.60% TAX FREE NCD,      1328.75,      1310.00,      1310.00,      1310.00,      1310.00,                    15720.00,12, ,1,      1370.00,      1031.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,       999.10,       999.10,       999.10,       999.10,       999.10,                     9991.00,10, ,1,      1022.00,       701.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       350.00,       328.00,       328.00,       328.00,       328.00,                    16400.00,50, ,1,       370.00,       158.25
N,N4,HUDCO,7.34 NCD 16FEB23 TR1 SR1,      1126.00,      1126.50,      1126.50,      1126.50,      1126.50,                   118282.50,105, ,4,      1181.50,      1000.02
N,N4,IBUCCREDIT,SE RE NCD SR.IICIII&IV,      1130.75,      1133.00,      1133.00,      1125.00,      1130.00,                   176355.00,156, ,7,      1150.00,       650.10
N,N4,IIFCL,8.91% TAX FREE NCD,      1478.00,      1481.00,      1481.90,      1481.00,      1481.90,                    17773.80,12, ,3,      1487.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1029.00,      1020.60,      1029.50,      1020.60,      1022.44,                   142336.40,139, ,9,      1057.80,       980.00
N,N4,IREDA,IREDA 8.41NCDTR I SR I B,      1195.00,      1195.00,      1195.00,      1195.00,      1195.00,                    23900.00,20, ,1,      1378.00,      1020.00
N,N4,IRFC,7.34 NCD 19FEB28 TR1 SR2,      1205.00,      1219.95,      1219.95,      1219.95,      1219.95,                    60997.50,50, ,1,      1349.90,      1089.20
N,N4,NHAI,8.52% TAX FREE TR I S IB,      1290.00,      1290.00,      1290.00,      1290.00,      1290.00,                   129000.00,100, ,1,      1349.00,      1057.10
N,N4,NHBTF2014,BOND 8.51%PA TF TR-I S1B,      6185.10,      6186.00,      6186.00,      5820.00,      5820.00,                   175432.00,30, ,3,      6490.00,      5105.00
N,N4,NHPC,8.43% SEC RED BOND S1B,      1160.00,      1175.00,      1175.00,      1175.00,      1175.00,                    47000.00,40, ,1,      1320.00,      1032.40
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1145.00,      1145.00,      1155.00,      1116.00,      1152.00,                   725735.10,641, ,11,      1512.00,      1081.01
N,N4,PFC,8.20% TAX FREE NCD,      1056.00,      1053.80,      1053.80,      1053.80,      1053.80,                    22129.80,21, ,1,      1148.99,      1015.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1070.00,      1051.00,      1055.00,      1051.00,      1055.00,                    36823.20,35, ,4,      1225.00,       925.30
N,N5,DHANILOANS,DHANI LOANS & SERV LTD,      1090.00,      1075.00,      1095.00,      1075.00,      1095.00,                    28344.95,26, ,3,      1110.00,       720.08
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       989.99,       936.00,       936.00,       936.00,       936.00,                      936.00,1, ,1,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       862.98,       865.00,       865.00,       851.00,       851.00,                     5120.00,6, ,2,       900.75,       650.10
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1246.99,      1247.00,      1247.00,      1246.99,      1246.99,                  1752032.37,1405, ,30,      1259.90,       905.15
