SERIES,SYMBOL,SECURITY,RECORD_DT,BC_STRT_DT,BC_END_DT,EX_DT,ND_STRT_DT,ND_END_DT,PURPOSE
NI,SREIBNPNCD,9.11% SRNCD Sr V A,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
NJ,SREIBNPNCD,9.35% SRNCD Sr V B,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
NO,SREIBNPNCD,Uns Red NCD 9.25% Sr. I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NP,L&TFINANCE,Se Re NCD 8.48% Sr.IV OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NQ,L&TFINANCE,SeReNCD 8.66% Sr.IV OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NR,SREIBNPNCD,Uns Red NCD 9.35% Sr. IV,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NU,SREIBNPNCD,Uns Red NCD 9.50% Sr. VII,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
NV,L&TFINANCE,SeReNCD 8.52% Sr.VII OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NW,L&TFINANCE,SeReNCD 8.70% Sr.VII OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
NX,SREIBNPNCD,Sec Red NCD 9.60% Sr. V,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
SM,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SM,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SM,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SM,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SM,TEMBO,Tembo Global Ind Ltd,23/12/2020, , ,22/12/2020, , ,DIV - RS 1.5 PER SH      
SM,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SM,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SM,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SM,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SM,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SM,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SM,GANGAFORGE,Ganga Forging Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
SM,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
SM,BOHRA,Bohra Industries Limited, ,21/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,BOHRA,Bohra Industries Limited, ,21/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
SQ,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,TEMBO,Tembo Global Ind Ltd,23/12/2020, , ,22/12/2020, , ,DIV - RS 1.5 PER SH      
SQ,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,GANGAFORGE,Ganga Forging Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
SQ,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
ST,POWERFUL,Powerful Technologies Ltd, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
ST,BOHRA,Bohra Industries Limited, ,21/12/2020,28/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
ST,VCL,Vaxtex Cotfab Limited, ,25/12/2020,31/12/2020,23/12/2020, , ,ANNUAL GENERAL MEETING   
ST,GANGAFORGE,Ganga Forging Limited, ,21/12/2020,26/12/2020,17/12/2020, , ,ANNUAL GENERAL MEETING   
ST,JALAN,Jalan Transolu. India Ltd, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
ST,TEMBO,Tembo Global Ind Ltd,23/12/2020, , ,22/12/2020, , ,DIV - RS 1.5 PER SH      
ST,SUPREMEENG,Supreme Engineering Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
ST,ACEINTEG,Ace Integrated Solu. Ltd., ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
ST,FOURTHDIM,Fourth Dimen. Solut. Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,DEVIT,Dev Info Technology Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,AGM/DIV - RS 0.50 PER SH 
ST,SHUBHLAXMI,Shubhlaxmi Jewel Art Ltd, ,18/12/2020,24/12/2020,16/12/2020, , ,ANNUAL GENERAL MEETING   
ST,JAKHARIA,JAKHARIA FABRIC LIMITED, ,24/12/2020,31/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,SECL,Salasar Exterior Cont Ltd, ,24/12/2020,30/12/2020,22/12/2020, , ,ANNUAL GENERAL MEETING   
ST,MARSHALL,Marshall Machines Ltd, ,22/12/2020,28/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
ST,PIGL,Power Instrument (G) Ltd, ,22/12/2020,31/12/2020,18/12/2020, , ,ANNUAL GENERAL MEETING   
ST,SECURCRED,SecUR Credentials Limited, ,17/12/2020,23/12/2020,15/12/2020, , ,ANNUAL GENERAL MEETING   
ST,PULZ,Pulz Electronics Limited, ,23/12/2020,29/12/2020,21/12/2020, , ,ANNUAL GENERAL MEETING   
U1,TATACAPHSG,Sec Red NCD 8% Sr.I,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U2,TATACAPHSG,Sec Red NCD 8.10% Sr.I,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U3,DHANILOANS,Dhani Loans & Serv Ltd,24/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
U3,TATACAPHSG,Sec Red NCD 7.92% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U4,TATACAPHSG,Sec Red NCD 8.01% Sr.II,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U5,EHFLNCD,Sec Red NCD 9.57% Sr. V,25/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
U5,TATACAPHSG,Sec Red NCD 8.20% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U6,DHANILOANS,Dhani Loans & Serv Ltd,24/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
U6,TATACAPHSG,Sec Red NCD 8.30% Sr.III,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U7,TATACAPHSG,Sec Red NCD 8.01% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U8,TATACAPHSG,Sec Red NCD 8.10% Sr.IV,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
U9,TATACAPHSG,Sec Red NCD 8.30% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UA,TATACAPHSG,Sec Red NCD 8.40% Sr.V,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UB,TATACAPHSG,Un Se Re NCD 8.55% Sr.VI,30/12/2020, , ,29/12/2020, , ,INTEREST PAYMENT         
UC,HUDCO,8.58% Tax FreeTrII Sr2A,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UD,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UE,HUDCO,9.01% Tax FreeTrII Sr3B,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UE,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UH,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UI,SREIBNPNCD,9.11% SRNCD Sr V A,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
UI,L&TFINANCE,L&T Finance Limited,29/12/2020, , ,28/12/2020, , ,INTEREST PAYMENT         
UJ,SREIBNPNCD,9.35% SRNCD Sr V B,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
UO,SREIBNPNCD,Uns Red NCD 9.25% Sr. I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UP,L&TFINANCE,Se Re NCD 8.48% Sr.IV OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UQ,L&TFINANCE,SeReNCD 8.66% Sr.IV OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UR,SREIBNPNCD,Uns Red NCD 9.35% Sr. IV,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UU,SREIBNPNCD,Uns Red NCD 9.50% Sr. VII,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
UV,L&TFINANCE,SeReNCD 8.52% Sr.VII OpI,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UW,L&TFINANCE,SeReNCD 8.70% Sr.VII OpII,31/12/2020, , ,30/12/2020, , ,INTEREST PAYMENT         
UX,SREIBNPNCD,Sec Red NCD 9.60% Sr. V,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
Y1,SREIBNPNCD,Sec Red NCD 9.12% Sr. VI,23/12/2020, , ,22/12/2020, , ,INTEREST PAYMENT         
Y2,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y3,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y4,SREIBNPNCD,Sec Red NCD 8.43% Sr. III,28/12/2020, , ,24/12/2020, , ,INTEREST PAYMENT         
Y6,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
Y7,SREIBNPNCD,Sec Red NCD 8.65% Sr. VI,28/12/2020, , ,24/12/2020, , ,INTEREST PAYMENT         
Y7,L&TFINANCE,L,11/01/2021, , ,08/01/2021, , ,INTEREST PAYMENT         
YA,SREIBNPNCD,Uns Red NCD 9.12% Sr. IX,28/12/2020, , ,24/12/2020, , ,INTEREST PAYMENT         
YH,SRTRANSFIN,Sec Red NCD 8.93% Sr. I,27/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
YI,SRTRANSFIN,Sec Red NCD 9.03% Sr. II,27/12/2020, , ,23/12/2020, , ,INTEREST PAYMENT         
ZD,SRTRANSFIN,Sec Red NCD 8.52% Sr.I,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZE,SRTRANSFIN,Sec Red NCD 8.66% Sr.II,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZF,SRTRANSFIN,Sec Red NCD 8.75% Sr.III,15/01/2021, , ,14/01/2021, , ,INTEREST PAYMENT         
ZG,SRTRANSFIN,Sec Red NCD 8.85% Sr.IV,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         
ZH,SRTRANSFIN,Sec Red NCD 9% Sr.V,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         
ZI,SRTRANSFIN,Sec Red NCD 9.10% Sr.VI,13/01/2021, , ,12/01/2021, , ,INTEREST PAYMENT         

