GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,BAJAJ HOLDINGS & INVS LTD,      3015.90,      3070.55,-1.78
L,HINDUSTAN ZINC LIMITED,       232.40,       234.50,-0.9
L,ALKEM LABORATORIES LTD.,      2853.60,      2876.15,-0.78
L,PIRAMAL ENTERPRISES LTD,      1335.45,      1345.40,-0.74
L,P&G HYGIENE & HEALTH CARE,     10903.85,     10959.15,-0.5
L,ACC LIMITED,      1564.95,      1570.35,-0.34
L,HAVELLS INDIA LIMITED,       880.55,       882.10,-0.18
L,UNITED SPIRITS LIMITED,       555.80,       556.10,-0.05
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,RKEC PROJECTS LIMITED,        57.35,        47.80,19.98
G,TERA SOFTWARE LIMITED,        48.40,        40.35,19.95
G,SEC RED NCD SR. VIII,       945.00,       795.00,18.87
G,PRIME FOCUS LIMITED,        51.65,        43.65,18.33
G,BOND 8.40% PA TF TI-SIIA,      1550.00,      1320.00,17.42
G,DHANI LOANS & SERV LTD,      1035.00,       888.08,16.54
G,BIRLASOFT LIMITED,       232.80,       201.90,15.3
G,SEC RED NCD 9.00% SR. III,       340.80,       300.80,13.3
G,KPIT TECHNOLOGIES LIMITED,       120.55,       106.90,12.77
G,SEC RED NCD 9.15% SR. 2B,       390.45,       348.74,11.96
G,JAGSONPAL PHARMACEUTICALS,        71.20,        63.75,11.69
G,SAKSOFT LIMITED,       368.90,       333.45,10.63
G,AMD INDUSTRIES LIMITED,        19.50,        17.70,10.17
G,SUNDARMAMC - M15RD,         6.60,         6.00,10
G,CYBERTECH SYSTEMS & SOFTW,       154.00,       140.00,10
G,BHAGYANAGAR INDIA LIMITED,        32.60,        29.65,9.95
G,GOLDIAM INTERNATIONAL LTD,       225.55,       205.15,9.94
G,SUNDARMAMC - MC1RG,         8.42,         7.66,9.92
G,KHANDWALA SECURITIES LTD,        18.35,        16.70,9.88
G,NK INDUSTRIES LTD,        20.10,        18.30,9.84
G,20 MICRONS LTD,        39.90,        36.40,9.62
G,BURGER KING INDIA LIMITED,       173.35,       158.30,9.51
G,BRIGHTCOM GROUP LIMITED,         6.35,         5.80,9.48
G,EDEL ETF NIFTY 100 QUAL30,       415.40,       380.13,9.28
G,BOROSIL RENEWABLES LTD,       185.75,       170.30,9.07
G,XELPMOC DESIGN & TECH LTD,       273.10,       250.60,8.98
G,PURAVANKARA LIMITED,        75.80,        69.60,8.91
G,TAKE SOLUTIONS LTD,        47.65,        43.80,8.79
G,DATAMATICS GLOBAL SER LTD,       103.55,        95.30,8.66
G,KOLTE PATIL DEV. LTD.,       222.60,       204.95,8.61
 , , , , 
L,SEC RED NCD 9.05% SR. II,       177.50,       218.00,-18.58
L,BODHI TREE MULTIMEDIA LTD,        72.25,        85.00,-15
L,IDBI BANK LIMITED,        33.80,        38.10,-11.29
L,SEC RED NCD 9.25% SR. 5B,       340.00,       380.00,-10.53
L,SOLEX ENERGY LIMITED,        26.30,        29.10,-9.62
L,MAHANAGAR TELEPHONE NIGAM,        13.15,        14.45,-9
L,ASIAN HOTELS (NORTH) LTD,        72.25,        78.90,-8.43
L,RANE ENG VALVE LTD,       265.25,       287.70,-7.8
L,GENUS P&B LIMITED,         7.75,         8.40,-7.74
L,STL GLOBAL LIMITED,         7.25,         7.85,-7.64
L,BOND 8.25% 2021 TR-3 SR-I,      4889.50,      5287.00,-7.52
L,D. P. ABHUSHAN LIMITED,        78.75,        85.05,-7.41
L,SEC RED NCD 9.15% SR III,       176.00,       190.00,-7.37
L,SAGAR CEMENTS LIMITED,       598.90,       645.55,-7.23
L,GAMMON INFRA PROJ LTD.,          .70,          .75,-6.67
L,0.01% CUM. RED. PREF,         5.15,         5.50,-6.36
L,GPT INFRAPROJECTS LTD,        31.25,        33.30,-6.16
L,PVR LIMITED,      1256.15,      1335.95,-5.97
L,MADHAV MARBLE & GRANITE,        34.25,        36.40,-5.91
L,GLOBE TEXTILES (I) LTD.,        57.70,        61.30,-5.87
L,NIP IND ETF NIFTY 100,       138.12,       146.71,-5.86
L,ESSAR SHIPPING LTD,         9.70,        10.30,-5.83
L,UNSEC RED NCD 10.5% SR.VI,      1021.00,      1080.00,-5.46
L,SERENCD8.70%SRICI&II,      1060.00,      1120.00,-5.36
L,VERTOZ ADVERTISING LTD,       196.30,       207.10,-5.21
L,S. P. APPARELS LIMITED,       146.20,       154.10,-5.13
L,KIRLOSKAR BROTHERS LTD,       117.05,       123.25,-5.03
L,GODHA CABCON INSULAT LTD,        33.25,        35.00,-5
L,RELIANCE COMMUNICATIONS L,         1.90,         2.00,-5
L,SMVD POLY PACK LIMITED,         8.55,         9.00,-5
