GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,ADANI PORT & SEZ LTD,       468.65,       444.25,5.49
G,HCL TECHNOLOGIES LTD,       913.80,       870.45,4.98
G,TECH MAHINDRA LIMITED,       944.65,       906.85,4.17
G,INFOSYS LIMITED,      1220.50,      1177.30,3.67
G,GAIL (INDIA) LTD,       118.50,       114.70,3.31
G,WIPRO LTD,       364.20,       353.95,2.9
G,SUN PHARMACEUTICAL IND L,       568.30,       552.55,2.85
G,POWER GRID CORP. LTD.,       190.30,       185.50,2.59
G,JSW STEEL LIMITED,       361.95,       353.50,2.39
G,DIVI'S LABORATORIES LTD,      3720.95,      3634.15,2.39
G,LARSEN & TOUBRO LTD.,      1262.70,      1234.85,2.26
G,CIPLA LTD,       795.00,       778.50,2.12
G,EICHER MOTORS LTD,      2446.70,      2396.40,2.1
G,NESTLE INDIA LIMITED,     18553.55,     18192.60,1.98
G,COAL INDIA LTD,       135.50,       132.95,1.92
G,HDFC LIFE INS CO LTD,       641.25,       629.20,1.92
G,BHARTI AIRTEL LIMITED,       500.30,       490.90,1.91
G,TATA CONSULTANCY SERV LT,      2872.50,      2820.15,1.86
G,TITAN COMPANY LIMITED,      1498.80,      1471.65,1.84
G,DR. REDDY'S LABORATORIES,      5161.80,      5068.55,1.84
G,HERO MOTOCORP LIMITED,      3049.10,      2994.10,1.84
G,ASIAN PAINTS LIMITED,      2600.80,      2554.65,1.81
G,UPL LIMITED,       444.65,       437.30,1.68
G,SBI LIFE INSURANCE CO LTD,       853.95,       840.85,1.56
G,NTPC LTD,        98.90,        97.50,1.44
G,BHARAT PETROLEUM CORP  LT,       372.50,       367.35,1.4
G,MAHINDRA & MAHINDRA LTD,       695.05,       685.95,1.33
G,AXIS BANK LIMITED,       589.75,       582.50,1.24
G,ICICI BANK LTD.,       500.30,       494.50,1.17
G,STATE BANK OF INDIA,       257.45,       254.70,1.08
 , , , , 
L,KOTAK MAHINDRA BANK LTD,      1902.95,      1920.85,-0.93
L,BAJAJ FINANCE LIMITED,      5011.40,      5041.85,-0.6
L,HDFC LTD,      2403.65,      2414.80,-0.46
L,INDUSIND BANK LIMITED,       840.70,       842.70,-0.24
L,HINDALCO  INDUSTRIES  LTD,       231.90,       232.30,-0.17
L,RELIANCE INDUSTRIES LTD,      1936.70,      1939.70,-0.15
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,INDRAPRASTHA GAS LTD,       492.80,       464.35,6.13
G,BANDHAN BANK LIMITED,       396.70,       374.30,5.98
G,L&T INFOTECH LIMITED,      3573.00,      3395.45,5.23
G,INTERGLOBE AVIATION LTD,      1570.95,      1507.00,4.24
G,CADILA HEALTHCARE LIMITED,       469.05,       452.80,3.59
G,HDFC AMC LIMITED,      2881.05,      2785.35,3.44
G,INFO EDGE (I) LTD,      4624.65,      4479.85,3.23
G,ADANI TRANSMISSION LTD,       408.30,       395.75,3.17
G,ICICI PRU LIFE INS CO LTD,       482.50,       469.20,2.83
G,TORRENT PHARMACEUTICALS L,      2743.60,      2668.05,2.83
G,BIOCON LIMITED.,       462.15,       450.00,2.7
G,BERGER PAINTS (I) LTD,       712.85,       695.00,2.57
G,LUPIN LIMITED,       954.55,       931.70,2.45
G,GENERAL INS CORP OF INDIA,       137.00,       133.80,2.39
G,TATA CONSUMER PRODUCT LTD,       576.00,       562.75,2.35
G,PIDILITE INDUSTRIES LTD,      1718.70,      1682.20,2.17
G,SIEMENS LTD,      1508.05,      1476.55,2.13
G,DLF LIMITED,       219.35,       214.80,2.12
G,NMDC LTD.,       111.20,       109.05,1.97
G,CONTAINER CORP OF IND LTD,       386.30,       379.40,1.82
G,ICICI LOMBARD GIC LIMITED,      1457.80,      1432.70,1.75
G,PETRONET LNG LIMITED,       247.90,       243.80,1.68
G,BOSCH LIMITED,     12621.85,     12448.65,1.39
G,AUROBINDO PHARMA LTD,       857.05,       845.75,1.34
G,GODREJ CONSUMER PRODUCTS,       712.60,       703.50,1.29
G,MOTHERSON SUMI SYSTEMS LT,       148.90,       147.25,1.12
G,MUTHOOT FINANCE LIMITED,      1182.90,      1169.85,1.12
G,SBI CARDS & PAY SER LTD,       822.30,       813.70,1.06
G,ADANI GREEN ENERGY LTD,      1029.90,      1020.30,0.94
G,AMBUJA CEMENTS LTD,       237.60,       235.40,0.93
 , , , , 
L,ABBOTT INDIA LIMITED,     15510.10,     15848.25,-2.13
L,AVENUE SUPERMARTS LIMITED,      2625.75,      2682.40,-2.11
L,PUNJAB NATIONAL BANK,        33.40,        34.10,-2.05
