MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       294.77,       305.15,       305.15,       287.80,       292.87,                  1524701.57,5174,40,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       291.00,       310.00,       313.27,       286.00,       296.63,                    62397.64,210,47,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       292.22,       295.10,       296.71,       288.72,       296.04,                  2274553.40,7777,81,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        44.13,        44.59,        44.59,        43.51,        43.58,                  3678882.63,84125,2077,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       138.11,       130.15,       139.56,       130.15,       139.35,                  1687819.16,12215,153,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       296.22,       302.95,       303.90,       291.50,       297.78,                433440066.17,1469175,16543,       332.95,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4635.20,      4600.05,      4866.00,      4582.25,      4606.30,                  3108424.30,665,169,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       147.49,       147.00,       147.86,       145.00,       146.95,                  2062121.71,14117,29,       152.90,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        19.72,        19.72,        20.49,        19.20,        19.97,                 93204020.54,4722575,2842,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3417.95,      3200.00,      3350.00,      3101.10,      3255.00,                    19252.24,6,6,      3953.96,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1108.67,      1108.50,      1109.45,      1108.05,      1109.27,                  2099805.80,1894,54,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1025.84,      1025.00,      1026.99,      1023.51,      1025.68,                 31014130.68,30237,75,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1132.47,      1132.05,      1133.00,      1129.00,      1129.30,                 15954981.62,14121,110,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1017.70,      1017.00,      1017.98,      1014.50,      1014.99,                 29477693.45,29033,299,      1036.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       380.13,       415.00,       415.40,       386.00,       415.40,                    71824.36,177,42,       415.40,       238.00,NIFTY QUALITY 30
N,EQ,G5,MOTILALAMC - G5,        47.67,        47.74,        47.76,        47.71,        47.71,                    31069.55,651,15,        47.77,        47.66,NIFTY 5 YR BENCHMARK G - SEC INDEX TRI
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        44.16,        49.96,        49.96,        43.61,        43.70,                175219668.18,4000397,9125,        51.50,        33.55,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4512.95,      4427.00,      4525.05,      4427.00,      4478.90,                  5185034.80,1158,339,      5374.80,      3363.05,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       293.68,       294.00,       296.50,       288.42,       294.31,                  2663472.41,9106,250,       308.00,       200.10,NIFTY BANK INDEX
N,EQ,HDFCMFGETF,HDFC GOLD ETF,      4523.10,      4528.90,      4528.90,      4468.00,      4476.10,                 32928130.95,7331,788,      5338.50,      3431.00,GOLD
N,EQ,HDFCNIFETF,HDFCAMC - HDFCNIFETF,      1410.19,      1470.00,      1470.00,      1395.17,      1425.78,                  3352946.40,2380,174,      1650.00,       850.00,NIFTY
N,EQ,HDFCSENETF,HDFCAMC - HDFCSENETF,      4937.35,      4937.00,      5016.00,      4829.00,      4949.00,                  1631977.96,332,80,      5099.99,      2940.00,SENSEX
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       328.02,       331.99,       344.90,       325.02,       330.75,                   720787.86,2156,156,       391.60,       269.10,HANG SENG INDEX
N,EQ,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,       135.98,       132.00,       135.90,       130.00,       134.44,                    43531.83,328,52,       144.87,        68.09,NIFTY 50
N,EQ,ICICI500,ICICIPRAMC - ICICI500,       179.99,       186.05,       186.05,       177.05,       180.72,                   444359.00,2479,117,       216.90,        88.02,S&P BSE 500 INDEX
N,EQ,ICICIALPLV,ICICIPRAMC - ICICIALPLV,       132.66,       132.66,       135.40,       131.00,       134.63,                  1503126.68,11206,57,       147.25,        99.90,NIFTY ALPHA LOW-VOLATILITY 30 INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,        30.46,        29.50,        30.90,        29.50,        30.72,                 14130322.36,468445,7087,        35.05,        20.70,S&P BSE BHARAT 22 INDEX
N,EQ,ICICIBANKN,ICICIPRAMC - IPRU5008,       291.84,       329.80,       329.80,       288.05,       294.18,                  2026563.20,6956,477,       360.00,       164.32,NIFTY BANK
N,EQ,ICICIBANKP,ICICIPRAMC - ICICIBANKP,       161.02,       161.02,       165.85,       158.00,       161.69,                 13544785.89,84481,1313,       188.00,        85.95,NIFTY PRIVATE BANK INDEX
N,EQ,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,        45.10,        44.51,        45.28,        44.51,        44.67,                  2221831.06,49618,962,        54.10,        32.10,GOLD
N,EQ,ICICILIQ,ICICIPRAMC - ICICILIQ,       999.99,       999.55,      1000.00,       999.55,       999.99,                 24678654.52,24679,51,      1050.00,       805.95,S&P BSE LIQUID RATE INDEX
N,EQ,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,       109.41,       105.00,       112.00,       105.00,       110.26,                  7914098.33,72369,326,       122.00,        61.00,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,ICICIM150,ICICIPRAMC - ICICIM150,        75.45,        75.45,        75.86,        73.50,        75.69,                  4514601.27,60537,119,        79.70,        45.10,NIFTY MIDCAP 150
N,EQ,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,        74.57,        78.70,        78.70,        72.95,        75.41,                  6577589.27,88030,260,        84.40,        37.60,S&P BSE MIDCAP SELECT INDEX
N,EQ,ICICINF100,ICICI PRUD NIFTY 100 ETF,       144.88,       145.10,       146.15,       143.50,       146.07,                  1172000.08,8054,142,       160.40,        90.10,NIFTY 100
N,EQ,ICICINIFTY,ICICI PRUD NIFTY ETF,       141.89,       149.20,       149.20,       139.92,       142.53,                 26498000.74,187631,4729,       168.00,        81.31,NIFTY50
N,EQ,ICICINV20,ICICI PRUDENTIAL NV20 ETF,        68.45,        70.00,        71.00,        64.00,        69.45,                  1768917.39,25777,335,        72.70,        32.89,NIFTY50 VALUE 20
N,EQ,ICICINXT50,ICICIPRAMC - ICICINXT50,        31.39,        30.82,        32.28,        30.52,        31.79,                  1191007.96,38116,243,        33.70,        17.00,NIFTY NEXT 50 ETF
N,EQ,ICICISENSX,ICICI PRUD SENSEX ETF,       492.94,       473.20,       500.05,       448.60,       494.41,                  1122789.78,2323,143,       509.00,       290.00,SENSEX
N,EQ,ICICITECH,ICICIPRAMC - ICICITECH,       231.05,       230.70,       238.84,       229.55,       237.91,                271981315.06,1166677,456,       256.98,       158.95,NIFTY IT INDEX
N,EQ,IDBIGOLD,IDBI MF - IDBI GOLD ETF,      4631.80,      4631.80,      4688.00,      4582.00,      4595.55,                  1799815.65,389,93,      5899.00,      3512.15,GOLD
N,EQ,IDFNIFTYET,IDFCAMC - IDFNIFTYET,       143.94,       146.85,       151.35,       133.61,       142.45,                   103374.52,736,85,       158.40,        86.00,NIFTY 50
