MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     13328.40,     13373.65,     13492.05,     13192.90,     13466.30,696509662531.12,3559638417,Y, ,22283232,     13777.50,      7511.10
Y, , ,NIFTY50 EQL Wgt,     13883.20,     13905.20,     14123.75,     13691.60,     14082.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     14777.65,     14770.70,     15027.80,     14494.40,     14987.10,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     10443.35,     10473.05,     10615.25,     10319.50,     10586.50,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     18873.05,     18841.70,     19146.85,     18332.25,     19111.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      7492.05,      7465.75,      7565.45,      7264.35,      7538.50,0,0,Y, ,0,      7914.15,      4088.05
Y, , ,NIFTY SMLCAP 50,      3308.85,      3293.50,      3360.75,      3183.10,      3327.15,0,0,Y, ,0,      3503.35,      1545.45
Y, , ,NIFTY SMLCAP 250,      5665.45,      5638.90,      5738.30,      5455.20,      5718.90,0,0,Y, ,0,      6034.15,      2867.40
Y, , ,NIFTY MIDSML 400,      6837.90,      6811.40,      6910.10,      6616.20,      6887.05,0,0,Y, ,0,      7239.40,      3650.20
Y, , ,NIFTY200 QUALTY30,     11680.05,     11698.80,     11952.30,     11535.35,     11908.50,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     13907.90,     13947.05,     14004.70,     13674.65,     13966.50,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     13152.15,     13184.20,     13459.70,     12974.05,     13408.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     13055.05,     13084.25,     13323.30,     12835.50,     13285.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      2304.40,      2311.35,      2334.05,      2284.60,      2329.40,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     22844.60,     22921.85,     23680.90,     22745.25,     23611.60,0,0,Y, ,0,     23680.90,     10991.25
Y, , ,Nifty Next 50,     30971.50,     30903.35,     31494.55,     30232.60,     31417.30,0,0,Y, ,0,     32303.90,     18384.05
Y, , ,Nifty Bank,     29456.45,     29607.50,     29711.15,     28976.75,     29625.95,0,0,Y, ,0,     32613.10,     16116.25
Y, , ,NIFTY MIDCAP 100,     19797.35,     19734.40,     20027.25,     19178.90,     19964.90,0,0,Y, ,0,     21064.35,     10749.95
Y, , ,Nifty 500,     10964.25,     10979.85,     11097.30,     10791.85,     11075.75,0,0,Y, ,0,     11385.60,      6151.60
Y, , ,Nifty 100,     13431.30,     13467.10,     13603.60,     13272.05,     13577.35,0,0,Y, ,0,     13890.10,      7624.85
Y, , ,Nifty Midcap 50,      5536.65,      5535.75,      5621.00,      5358.85,      5598.50,0,0,Y, ,0,      5954.55,      2855.35
Y, , ,Nifty Realty,       287.85,       287.25,       293.40,       281.00,       289.15,0,0,Y, ,0,       336.35,       160.85
Y, , ,Nifty Infra,      3511.50,      3513.55,      3575.00,      3452.20,      3562.45,0,0,Y, ,0,      3698.85,      2072.60
Y, , ,Nifty Energy,     16377.45,     16320.20,     16617.25,     16065.10,     16569.00,0,0,Y, ,0,     17484.10,      9750.00
Y, , ,Nifty FMCG,     33151.10,     33195.70,     33544.55,     32633.75,     33329.05,0,0,Y, ,0,     34596.05,     22699.05
Y, , ,Nifty MNC,     15137.05,     15112.10,     15271.95,     14864.15,     15208.50,0,0,Y, ,0,     15653.00,      9648.20
Y, , ,Nifty Pharma,     12278.15,     12328.55,     12592.45,     12020.70,     12550.95,0,0,Y, ,0,     12869.70,      6242.85
Y, , ,Nifty PSE,      2681.05,      2674.90,      2733.50,      2630.55,      2723.45,0,0,Y, ,0,      3286.05,      1952.20
Y, , ,Nifty PSU Bank,      1643.25,      1638.15,      1672.65,      1578.75,      1659.25,0,0,Y, ,0,      2582.70,      1078.45
Y, , ,Nifty Serv Sector,     18597.75,     18677.05,     18859.10,     18438.55,     18826.20,0,0,Y, ,0,     19243.80,     10401.30
Y, , ,India VIX,23.1900,23.1900,24.4800,16.5925,21.9850,0,0,Y, ,0,86.6350,9.6175
Y, , ,Nifty Auto,      8745.00,      8754.40,      8854.40,      8540.95,      8818.60,0,0,Y, ,0,      9456.65,      4452.20
Y, , ,Nifty Metal,      3038.25,      3040.45,      3107.70,      2980.25,      3079.65,0,0,Y, ,0,      3289.30,      1480.70
Y, , ,Nifty Media,      1586.85,      1579.30,      1606.90,      1517.50,      1598.50,0,0,Y, ,0,      1918.50,       972.95
Y, , ,NIFTY SMLCAP 100,      6608.05,      6570.95,      6696.90,      6361.25,      6658.75,0,0,Y, ,0,      7030.95,      3202.90
Y, , ,Nifty 200,      6890.60,      6904.40,      6977.55,      6794.10,      6963.65,0,0,Y, ,0,      7146.75,      3893.05
Y, , ,Nifty Div Opps 50,      2744.20,      2745.55,      2794.10,      2710.25,      2786.75,0,0,Y, ,0,      2863.90,      1712.30
Y, , ,Nifty Commodities,      3640.55,      3637.45,      3695.45,      3572.80,      3676.95,0,0,Y, ,0,      3868.90,      2068.80
Y, , ,Nifty Consumption,      5669.25,      5667.40,      5743.80,      5571.10,      5725.95,0,0,Y, ,0,      5866.50,      3614.85
Y, , ,Nifty Fin Service,     14392.60,     14453.65,     14484.00,     14145.95,     14421.60,0,0,Y, ,0,     14988.90,      7984.20
