GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,PUNJAB NATIONAL BANK,        31.80,        33.40,-4.79
L,INDRAPRASTHA GAS LTD,       488.65,       492.80,-0.84
L,HINDUSTAN PETROLEUM CORP,       210.30,       210.85,-0.26
L,AMBUJA CEMENTS LTD,       237.20,       237.60,-0.17
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,ORIENT BELL LIMITED,       171.00,       142.50,20
G,BOROSIL RENEWABLES LTD,       222.90,       185.75,20
G,NAHAR POLY FILMS LIMITED,        93.40,        77.85,19.97
G,RAMKY INFRA LTD,        51.40,        42.85,19.95
G,SURANA TELECOM AND POW LT,         5.15,         4.30,19.77
G,ONWARD TECHNOLOGIES LTD,        94.60,        79.00,19.75
G,TILAKNAGAR INDUSTRIES LTD,        25.00,        21.65,15.47
G,STL GLOBAL LIMITED,         8.30,         7.25,14.48
G,HERCULES HOI. LTD.,       126.35,       110.65,14.19
G,RATTANINDIA POWER LIMITED,         2.45,         2.15,13.95
G,MANGALAM GLOBAL ENT LTD,        47.85,        42.00,13.93
G,KOTHARI SUG & CHEM LTD.,        19.20,        16.95,13.27
G,VINYL CHEMICALS (I) LTD.,       128.45,       113.50,13.17
G,DE NORA INDIA LIMITED,       244.15,       215.90,13.08
G,PRITISH NANDY COMMUNICATI,        16.65,        14.75,12.88
G,ECLERX SERVICES LTD,       868.50,       769.45,12.87
G,HBL POWER SYSTEMS LTD.,        29.75,        26.40,12.69
G,SHRIRAM EPC LTD.,         4.90,         4.35,12.64
G,BIRLASOFT LIMITED,       261.70,       232.80,12.41
G,BAJAJ HINDUSTHAN SUGAR LT,         6.40,         5.70,12.28
G,DATAMATICS GLOBAL SER LTD,       116.25,       103.55,12.26
G,HI-TECH PIPES LIMITED,       210.25,       187.60,12.07
G,MADHAV MARBLE & GRANITE,        38.30,        34.25,11.82
G,JINDAL STAINLESS (H) LTD,       144.60,       129.70,11.49
G,ASHOKA BUILDCON LTD,        94.25,        84.55,11.47
G,DISH TV INDIA LTD.,        15.55,        13.95,11.47
G,FINEOTEX CHEMICAL LIMITED,        50.50,        45.35,11.36
G,SURYA ROSHNI LTD,       376.15,       337.80,11.35
G,NAHAR CAP & FIN.,        84.70,        76.15,11.23
G,VODAFONE IDEA LIMITED,        10.55,         9.50,11.05
 , , , , 
L,MAJESCO LIMITED,        12.20,       985.65,-98.76
L,UNS RED NCD 9.55% SR.VIII,       520.00,       650.00,-20
L,SEC RED NCD 9.60% SR. V,       592.00,       740.00,-20
L,BOND 8.40% PA TF TI-SIIA,      1340.00,      1550.00,-13.55
L,SEC RED NCD 9.15% SR. 2B,       345.00,       390.45,-11.64
L,SEC RED NCD 8.65% SR. VI,       601.00,       675.00,-10.96
L,BOND 8.44% PA TF TII-SIB,      1160.25,      1300.00,-10.75
L,RKEC PROJECTS LIMITED,        51.50,        57.35,-10.2
L,SEC RED NCD 8.93% SR. 3B,       320.00,       350.00,-8.57
L,R M DRIP & SPRINK SYS LTD,        45.25,        49.40,-8.4
L,EURO (I) FRESH FOODS LTD,        84.00,        90.50,-7.18
L,SUNDARMAMC - M17RG,         5.75,         6.15,-6.5
L,UNS RED NCD 9.40% SR. V,       610.00,       648.00,-5.86
L,EMBASSY OFFICE PARKS REIT,       356.49,       376.94,-5.43
L,ALPS INDUSTRIES LTD,         1.90,         2.00,-5
L,A B INFRABUILD LIMITED,         5.70,         6.00,-5
L,SUVEN LIFE SCIENCES LTD,        85.75,        90.25,-4.99
L,NAGREEKA CAP & INFR.LTD,         5.80,         6.10,-4.92
L,GOI LOAN 8.08% 2022,        52.45,        55.16,-4.91
L,AGRO PHOS INDIA LIMITED,        15.50,        16.30,-4.91
L,DEBOCK SALE MARKETING LTD,        14.55,        15.30,-4.9
L,ENERGY DEVE. CO.LTD,         8.75,         9.20,-4.89
L,MADHAV COPPER LIMITED,       102.40,       107.55,-4.79
L,RADAAN MEDIAWORKS (I) LTD,         1.00,         1.05,-4.76
L,BRIGHT SOLAR LIMITED,         7.20,         7.55,-4.64
L,BEARDSELL LIMITED,        10.40,        10.90,-4.59
L,AARVEE DEN. & EXP. LTD,        18.75,        19.65,-4.58
L,BOND 8.48% PA TF TI-SIB,      1241.31,      1300.00,-4.51
L,SHYAM CENTURY FERROUS LTD,         5.85,         6.10,-4.1
L,GUJARAT LEASE FINANCING L,         2.35,         2.45,-4.08
