MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1055.00,      1055.00,      1072.00,      1055.00,      1071.85,                   213743.70,202, ,4,      1078.65,       721.00
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1068.00,      1064.36,      1064.36,      1062.11,      1063.00,                  2405172.54,2263, ,9,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1061.20,      1063.00,      1063.50,      1060.04,      1062.57,                  8575105.18,8079, ,53,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1059.00,      1053.00,      1062.00,      1053.00,      1062.00,                   211500.00,200, ,2,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.01,        32.00,        32.01,        31.97,        31.98,                   140252.25,4383, ,63,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1170.10,      1162.10,      1162.10,      1162.10,      1162.10,                    11621.00,10, ,1,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1297.53,      1295.00,      1295.50,      1295.00,      1295.11,                   779592.50,602, ,6,      1369.90,      1051.60
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1085.30,      1085.50,      1085.50,      1085.50,      1085.50,                    55360.50,51, ,2,      1178.65,       970.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1110.99,      1110.00,      1112.00,      1110.00,      1112.00,                   448844.00,404, ,6,      1199.00,       845.00
N,N2,MAGMA,SEC RED NCD SR. II,      1101.00,      1150.00,      1150.00,      1150.00,      1150.00,                    23000.00,20, ,1,      1150.00,       901.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1244.84,      1242.00,      1248.39,      1240.25,      1247.82,                  3204005.20,2570, ,27,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1179.99,      1178.00,      1178.00,      1175.00,      1175.04,                   701503.95,597, ,11,      1254.90,      1043.10
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1116.00,      1119.00,      1120.00,      1119.00,      1120.00,                   374950.00,335, ,2,      1277.50,      1010.00
N,N3,M&MFIN,UNSECURED NCD,      1512.00,      1570.00,      1570.00,      1570.00,      1570.00,                   533800.00,340, ,7,      1600.00,      1085.00
