MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     13466.30,     13473.50,     13619.45,     13432.20,     13601.10,574676352915.59,3385019008,Y, ,18254510,     13777.50,      7511.10
Y, , ,NIFTY50 EQL Wgt,     14082.85,     14095.00,     14251.25,     14036.90,     14230.10,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     14987.10,     15008.60,     15215.85,     14947.40,     15194.65,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     10586.50,     10606.60,     10721.85,     10583.60,     10707.60,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     19111.25,     19221.30,     19428.30,     19147.90,     19413.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      7538.50,      7566.30,      7722.40,      7553.60,      7711.85,0,0,Y, ,0,      7914.15,      4088.05
Y, , ,NIFTY SMLCAP 50,      3327.15,      3352.15,      3428.90,      3350.75,      3425.50,0,0,Y, ,0,      3503.35,      1545.45
Y, , ,NIFTY SMLCAP 250,      5718.90,      5758.55,      5883.95,      5756.45,      5881.80,0,0,Y, ,0,      6034.15,      2867.40
Y, , ,NIFTY MIDSML 400,      6887.05,      6919.30,      7064.15,      6911.60,      7056.95,0,0,Y, ,0,      7239.40,      3650.20
Y, , ,NIFTY200 QUALTY30,     11908.50,     11941.30,     12046.65,     11918.55,     12031.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     13966.50,     13952.60,     14123.55,     13905.05,     14098.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     13408.70,     13441.50,     13624.95,     13404.30,     13604.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     13285.45,     13303.00,     13526.45,     13267.70,     13505.35,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      2329.40,      2333.20,      2357.40,      2325.40,      2354.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     23611.60,     23787.80,     24228.80,     23758.40,     24167.75,0,0,Y, ,0,     24228.80,     10991.25
Y, , ,Nifty Next 50,     31417.30,     31489.55,     31994.95,     31342.45,     31949.80,0,0,Y, ,0,     32303.90,     18384.05
Y, , ,Nifty Bank,     29625.95,     29560.75,     29941.40,     29446.00,     29883.30,0,0,Y, ,0,     32613.10,     16116.25
Y, , ,NIFTY MIDCAP 100,     19964.90,     20037.25,     20472.60,     19983.45,     20439.95,0,0,Y, ,0,     21064.35,     10749.95
Y, , ,Nifty 500,     11075.75,     11092.40,     11239.60,     11062.20,     11225.55,0,0,Y, ,0,     11385.60,      6151.60
Y, , ,Nifty 100,     13577.35,     13587.75,     13744.10,     13544.20,     13725.55,0,0,Y, ,0,     13890.10,      7624.85
Y, , ,Nifty Midcap 50,      5598.50,      5614.05,      5772.15,      5596.10,      5757.45,0,0,Y, ,0,      5954.55,      2855.35
Y, , ,Nifty Realty,       289.15,       290.65,       301.60,       290.20,       300.55,0,0,Y, ,0,       336.35,       160.85
Y, , ,Nifty Infra,      3562.45,      3563.05,      3590.75,      3540.95,      3584.85,0,0,Y, ,0,      3698.85,      2072.60
Y, , ,Nifty Energy,     16569.00,     16590.50,     16663.80,     16420.60,     16628.20,0,0,Y, ,0,     17484.10,      9750.00
Y, , ,Nifty FMCG,     33329.05,     33392.50,     34040.95,     33284.75,     33966.00,0,0,Y, ,0,     34596.05,     22699.05
Y, , ,Nifty MNC,     15208.50,     15238.40,     15525.80,     15224.40,     15496.90,0,0,Y, ,0,     15653.00,      9648.20
Y, , ,Nifty Pharma,     12550.95,     12558.05,     12781.55,     12481.35,     12753.25,0,0,Y, ,0,     12869.70,      6242.85
Y, , ,Nifty PSE,      2723.45,      2733.05,      2742.80,      2704.10,      2737.55,0,0,Y, ,0,      3286.05,      1952.20
Y, , ,Nifty PSU Bank,      1659.25,      1652.50,      1698.70,      1647.25,      1693.40,0,0,Y, ,0,      2582.70,      1078.45
Y, , ,Nifty Serv Sector,     18826.20,     18846.95,     19034.30,     18797.80,     19013.30,0,0,Y, ,0,     19243.80,     10401.30
Y, , ,India VIX,21.9850,21.9850,22.0825,19.3950,20.4950,0,0,Y, ,0,86.6350,9.6175
Y, , ,Nifty Auto,      8818.60,      8825.70,      8955.75,      8786.45,      8935.95,0,0,Y, ,0,      9456.65,      4452.20
Y, , ,Nifty Metal,      3079.65,      3078.25,      3143.30,      3051.95,      3134.10,0,0,Y, ,0,      3289.30,      1480.70
Y, , ,Nifty Media,      1598.50,      1602.45,      1656.75,      1586.80,      1650.75,0,0,Y, ,0,      1918.50,       972.95
Y, , ,NIFTY SMLCAP 100,      6658.75,      6710.70,      6842.55,      6704.00,      6840.45,0,0,Y, ,0,      7030.95,      3202.90
Y, , ,Nifty 200,      6963.65,      6971.20,      7059.35,      6949.95,      7049.80,0,0,Y, ,0,      7146.75,      3893.05
Y, , ,Nifty Div Opps 50,      2786.75,      2795.65,      2836.20,      2784.35,      2831.85,0,0,Y, ,0,      2863.90,      1712.30
Y, , ,Nifty Commodities,      3676.95,      3677.30,      3720.50,      3654.15,      3714.10,0,0,Y, ,0,      3868.90,      2068.80
Y, , ,Nifty Consumption,      5725.95,      5733.20,      5817.00,      5723.65,      5807.50,0,0,Y, ,0,      5866.50,      3614.85
Y, , ,Nifty Fin Service,     14421.60,     14391.80,     14544.90,     14343.10,     14517.05,0,0,Y, ,0,     14988.90,      7984.20
Y, , ,Nifty50 Div Point,        82.51,        82.51,        82.51,        82.51,        82.51,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      3212.15,      3207.45,      3244.95,      3196.30,      3240.60,0,0,Y, ,0,      3894.15,      1878.95
