GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,NESTLE INDIA LIMITED,     18352.70,     17569.15,4.46
G,ITC LTD,       212.70,       205.40,3.55
G,BRITANNIA INDUSTRIES LTD,      3739.75,      3627.10,3.11
G,HINDUSTAN UNILEVER LTD.,      2350.45,      2292.20,2.54
G,ADANI PORT & SEZ LTD,       471.00,       463.90,1.53
G,BHARAT PETROLEUM CORP  LT,       399.30,       395.15,1.05
G,HDFC LIFE INS CO LTD,       659.45,       652.60,1.05
G,KOTAK MAHINDRA BANK LTD,      1903.30,      1883.55,1.05
G,LARSEN & TOUBRO LTD.,      1190.35,      1181.00,.79
G,HINDALCO  INDUSTRIES  LTD,       242.70,       241.00,.71
G,OIL AND NATURAL GAS CORP.,        91.65,        91.20,.49
G,BHARTI AIRTEL LIMITED,       505.15,       503.05,.42
G,MARUTI SUZUKI INDIA LTD.,      7736.00,      7709.25,.35
G,BAJAJ FINSERV LTD.,      9028.85,      9010.65,.2
G,DIVI'S LABORATORIES LTD,      3732.25,      3725.40,.18
G,ASIAN PAINTS LIMITED,      2526.05,      2522.30,.15
G,JSW STEEL LIMITED,       362.30,       361.85,.12
G,TATA STEEL LIMITED,       610.10,       609.35,.12
G,HERO MOTOCORP LIMITED,      3194.30,      3190.70,.11
G,COAL INDIA LTD,       134.85,       134.70,.11
G,CIPLA LTD,       762.75,       762.40,.05
G,POWER GRID CORP. LTD.,       192.75,       192.70,.03
 , , , , 
L,UPL LIMITED,       438.45,       492.60,-10.99
L,ULTRATECH CEMENT LIMITED,      4964.30,      5144.80,-3.51
L,TATA MOTORS LIMITED,       177.60,       182.70,-2.79
L,SHREE CEMENT LIMITED,     23758.10,     24420.70,-2.71
L,MAHINDRA & MAHINDRA LTD,       736.15,       755.00,-2.5
L,EICHER MOTORS LTD,      2492.65,      2547.25,-2.14
L,GAIL (INDIA) LTD,       120.05,       122.50,-2
L,INDIAN OIL CORP LTD,        92.45,        93.95,-1.6
L,HDFC BANK LTD,      1385.85,      1407.20,-1.52
L,INDUSIND BANK LIMITED,       915.85,       928.50,-1.36
L,NTPC LTD,        97.15,        98.30,-1.17
L,GRASIM INDUSTRIES LTD,       909.50,       920.25,-1.17
L,AXIS BANK LIMITED,       627.05,       634.20,-1.13
L,BAJAJ FINANCE LIMITED,      4794.80,      4844.15,-1.02
L,WIPRO LTD,       355.90,       359.50,-1
L,RELIANCE INDUSTRIES LTD,      2007.00,      2026.95,-0.98
L,TATA CONSULTANCY SERV LT,      2784.30,      2810.80,-0.94
L,ICICI BANK LTD.,       506.95,       511.50,-0.89
L,SUN PHARMACEUTICAL IND L,       565.20,       569.55,-0.76
L,HDFC LTD,      2289.10,      2306.70,-0.76
L,INFOSYS LIMITED,      1167.75,      1175.20,-0.63
L,BAJAJ AUTO LIMITED,      3290.85,      3306.55,-0.47
L,HCL TECHNOLOGIES LTD,       866.75,       870.55,-0.44
L,STATE BANK OF INDIA,       269.55,       270.35,-0.3
L,TECH MAHINDRA LIMITED,       927.30,       929.50,-0.24
L,SBI LIFE INSURANCE CO LTD,       856.05,       858.00,-0.23
L,TITAN COMPANY LIMITED,      1424.20,      1426.15,-0.14
L,DR. REDDY'S LABORATORIES,      5053.10,      5056.90,-0.08
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,INFO EDGE (I) LTD,      4591.15,      4383.35,4.74
G,BANDHAN BANK LIMITED,       414.90,       399.95,3.74
G,GODREJ CONSUMER PRODUCTS,       728.55,       704.95,3.35
G,P&G HYGIENE & HEALTH CARE,     11197.45,     10901.20,2.72
G,DLF LIMITED,       217.90,       212.20,2.69
G,TATA CONSUMER PRODUCT LTD,       579.90,       565.50,2.55
G,DABUR INDIA LTD,       514.40,       502.15,2.44
G,ICICI PRU LIFE INS CO LTD,       496.55,       486.85,1.99
G,PIDILITE INDUSTRIES LTD,      1651.35,      1620.55,1.9
G,UNITED SPIRITS LIMITED,       593.00,       583.80,1.58
G,MARICO LIMITED,       404.15,       398.40,1.44
G,AUROBINDO PHARMA LTD,       899.00,       888.20,1.22
G,BANK OF BARODA,        66.35,        65.60,1.14
G,COLGATE PALMOLIVE LTD.,      1585.35,      1567.90,1.11
G,ABBOTT INDIA LIMITED,     15568.30,     15399.35,1.1
G,HDFC AMC LIMITED,      2839.15,      2811.95,0.97
G,ADANI TRANSMISSION LTD,       430.25,       426.55,0.87
G,NMDC LTD.,       107.80,       107.05,0.7
G,BIOCON LIMITED.,       453.95,       450.95,0.67
G,HAVELLS INDIA LIMITED,       827.40,       823.85,0.43
