GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,ALKEM LABORATORIES LTD.,      2918.30,      2906.55,0.4
G,CADILA HEALTHCARE LIMITED,       469.55,       467.95,0.34
G,INTERGLOBE AVIATION LTD,      1736.35,      1731.65,0.27
G,BERGER PAINTS (I) LTD,       679.55,       677.95,0.24
 , , , , 
L,POWER FIN CORP LTD.,       114.55,       118.40,-3.25
L,ADANI GREEN ENERGY LTD,      1036.70,      1070.10,-3.12
L,PUNJAB NATIONAL BANK,        38.40,        39.40,-2.54
L,BOSCH LIMITED,     13208.20,     13509.35,-2.23
L,MOTHERSON SUMI SYSTEMS LT,       154.65,       157.70,-1.93
L,AMBUJA CEMENTS LTD,       248.30,       252.85,-1.8
L,SIEMENS LTD,      1537.00,      1564.95,-1.79
L,SBI CARDS & PAY SER LTD,       831.75,       845.60,-1.64
L,ACC LIMITED,      1632.65,      1656.60,-1.45
L,HINDUSTAN ZINC LIMITED,       239.70,       243.15,-1.42
L,HINDUSTAN PETROLEUM CORP,       215.55,       218.30,-1.26
L,PETRONET LNG LIMITED,       254.90,       257.70,-1.09
L,PIRAMAL ENTERPRISES LTD,      1454.00,      1466.20,-0.83
L,ORACLE FIN SERV SOFT LTD.,      3133.30,      3159.10,-0.82
L,LUPIN LIMITED,       943.10,       950.60,-0.79
L,GENERAL INS CORP OF INDIA,       143.95,       145.05,-0.76
L,BAJAJ HOLDINGS & INVS LTD,      3048.75,      3069.95,-0.69
L,MUTHOOT FINANCE LIMITED,      1184.70,      1190.45,-0.48
L,L&T INFOTECH LIMITED,      3251.40,      3265.85,-0.44
L,INDRAPRASTHA GAS LTD,       481.70,       483.15,-0.3
L,CONTAINER CORP OF IND LTD,       402.25,       403.45,-0.3
L,BHARTI INFRATEL LTD.,       245.75,       246.40,-0.26
L,ICICI LOMBARD GIC LIMITED,      1449.75,      1453.40,-0.25
L,UNITED BREWERIES LTD,      1137.80,      1139.95,-0.19
L,TORRENT PHARMACEUTICALS L,      2651.70,      2655.40,-0.14
L,AVENUE SUPERMARTS LIMITED,      2622.05,      2625.30,-0.12
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,SEC RED NCD SR. 9B,       426.00,       355.00,20
G,GKW LIMITED,       605.60,       504.70,19.99
G,LAMBODHARA TEXTILES LTD.,        41.45,        34.55,19.97
G,SHIPPING CORP OF INDIA LT,        88.40,        73.70,19.95
G,SICAL LOGISTICS LIMITED,        16.65,        13.90,19.78
G,SPML INFRA LIMITED,        12.00,        10.05,19.4
G,CENTUM ELECTRONICS LTD,       401.20,       339.65,18.12
G,UNSERENCD8.85%SRIVCIII&IV,      1290.00,      1100.00,17.27
G,UNS RED NCD 8.79% SR.VIII,       820.00,       701.00,16.98
G,MACPOWER CNC MACHINES LTD,        87.85,        75.15,16.9
G,VARDHMAN POLYTEX LTD.,        11.20,         9.65,16.06
G,IFCI LTD,        10.85,         9.35,16.04
G,ANIK INDUSTRIES LTD,        15.45,        13.35,15.73
G,PC JEWELLER LTD,        25.85,        22.75,13.63
G,SEC RED NCD 9.70% SR. V,      1200.00,      1060.00,13.21
G,FINEOTEX CHEMICAL LIMITED,        51.50,        45.75,12.57
G,DILIGENT MEDIA CORP LTD.,          .45,          .40,12.5
G,PRESSMAN ADVERTISING LTD,        24.60,        22.05,11.56
G,NAVKAR CORPORATION LTD.,        37.90,        34.00,11.47
G,SEC RED NCD 9.15% SR. 2B,       396.80,       360.00,10.22
G,CMI LIMITED,        41.30,        37.50,10.13
G,BHARAT GEARS LTD.,        75.00,        68.15,10.05
G,JAYPEE INFRATECH LTD,         2.20,         2.00,10
G,EDELAMC - EMOFSR1DGG,         9.90,         9.00,10
G,W.S.INDUSTRIES (I) LTD.,         3.85,         3.50,10
G,WELSPUN INV & COMM LTD,       466.05,       423.70,10
G,ZENITH EXPORTS LTD,        76.65,        69.70,9.97
G,JINDAL PHOTO LIMITED,        29.25,        26.60,9.96
G,NDR AUTO COMPONENTS LTD,       203.70,       185.25,9.96
G,WEIZMANN LTD,        54.25,        49.35,9.93
 , , , , 
L,VAXTEX COTFAB LIMITED,        17.25,        21.55,-19.95
L,CENTURY EXTRUSIONS LTD,         5.45,         6.25,-12.8
L,PROSEED INDIA LIMITED,          .40,          .45,-11.11
L,INDIAN RAIL TOUR CORP LTD,      1452.75,      1617.75,-10.2
L,SUMIT WOODS LIMITED,        13.05,        14.50,-10
L,A2Z INFRA ENGINEERING LTD,         4.35,         4.80,-9.38
L,ADHUNIK INDUSTRIES LTD,        30.10,        33.10,-9.06
L,OSIA HYPER RETAIL LTD,       205.00,       225.00,-8.89
L,SERENCD9.00%SRVCIII&IV,       800.25,       875.00,-8.54
L,SORIL INFRA RESOURCES LTD,       105.80,       115.65,-8.52
L,DISH TV INDIA LTD.,        12.15,        13.20,-7.95
L,NILA SPACES LIMITED,         1.75,         1.90,-7.89
L,JMC PROJECTS (I) LTD.,        66.05,        71.65,-7.82
L,DRS DILIP ROADLINES LTD.,        69.10,        74.90,-7.74
L,OLECTRA GREENTECH LIMITED,        93.70,       101.50,-7.68
L,SEC RED NCD 8.65% SR. V,       879.00,       950.00,-7.47
L,BIRLASLAMC - ABSLRIF6RG,         6.50,         7.00,-7.14
L,PENNAR INDUSTRIES LTD,        20.90,        22.50,-7.11
L,PRIME FOCUS LIMITED,        43.15,        46.40,-7
L,LYPSA GEMS & JEWEL LTD,         4.80,         5.15,-6.8
L,SEC RED NCD 9.25% SR. 5B,       335.82,       360.00,-6.72
L,KALPATARU POWER TRANS. LT,       303.55,       325.15,-6.64
L,ATAL REALTECH LIMITED,        38.70,        41.45,-6.63
L,HERITAGE FOODS LTD,       307.70,       329.50,-6.62
L,RAVI KUMAR DIST. LTD.,         7.10,         7.60,-6.58
L,SUNDARMAMC - M15RG,         6.01,         6.41,-6.24
L,TARMAT LIMITED,        43.75,        46.65,-6.22
L,BEARDSELL LIMITED,         9.95,        10.60,-6.13
L,THE INVEST TRUST OF IND L,       149.50,       159.10,-6.03
L,PATEL ENGINEERING LTD.,        14.05,        14.95,-6.02
