MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       304.72,       309.30,       310.00,       301.24,       305.07,                     6377.57,21,12,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       311.00,       310.00,       312.00,       301.70,       305.52,                    91493.57,296,19,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       305.00,       315.00,       315.00,       298.50,       300.95,                   681176.22,2256,55,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        43.12,        42.99,        42.99,        42.60,        42.63,                  2905314.41,67992,1382,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       139.09,       139.24,       139.24,       137.20,       138.63,                   497533.14,3596,165,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       308.41,       302.10,       309.50,       302.10,       306.78,                179507569.50,587328,7936,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4538.75,      4532.00,      4532.00,      4481.00,      4514.95,                  4693796.40,1040,91,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       148.80,       148.80,       148.80,       146.69,       148.50,                    72534.98,490,19,       148.80,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        19.98,        20.19,        20.27,        19.71,        19.98,                 97194934.28,4889108,2094,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3351.19,      3251.00,      3251.00,      3251.00,      3251.00,                     6502.00,2,2,      3953.96,      1832.01,NIFTY BANK
