MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     13513.85,     13571.45,     13597.50,     13472.45,     13558.15,565862479921.14,3329288086,Y, ,18005786,     13597.50,      7511.10
Y,NIFTY50 EQL Wgt,     14245.05,     14324.50,     14366.20,     14258.10,     14320.30,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     15237.25,     15315.65,     15361.75,     15268.15,     15319.80,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     10575.90,     10630.20,     10653.10,     10579.90,     10641.05,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     19255.45,     19304.10,     19361.50,     19200.75,     19257.10,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,      7705.05,      7746.40,      7762.60,      7721.25,      7749.10,0,0,Y, ,0,      7779.35,      4088.05
Y,NIFTY SMLCAP 50,      3393.50,      3423.65,      3441.65,      3407.95,      3427.75,0,0,Y, ,0,      3441.65,      1545.45
Y,NIFTY SMLCAP 250,      5865.25,      5912.90,      5932.40,      5887.90,      5912.60,0,0,Y, ,0,      5932.40,      2867.40
Y,NIFTY MIDSML 400,      7046.55,      7090.35,      7101.65,      7068.05,      7091.95,0,0,Y, ,0,      7103.65,      3650.20
Y,NIFTY200 QUALTY30,     11788.05,     11848.00,     11856.70,     11771.70,     11833.40,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     14118.50,     14184.65,     14200.75,     14092.55,     14177.90,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     13317.30,     13373.30,     13423.95,     13349.15,     13411.40,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     13226.60,     13282.20,     13320.55,     13246.35,     13306.05,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2318.55,      2328.95,      2332.05,      2308.80,      2323.95,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     22664.00,     22786.00,     22792.45,     22487.30,     22746.70,0,0,Y, ,0,     22901.75,     10991.25
Y,Nifty Next 50,     31928.80,     32066.55,     32142.10,     31986.15,     32043.45,0,0,Y, ,0,     32142.10,     18384.05
Y,Nifty Bank,     30604.85,     30735.15,     30845.80,     30624.25,     30745.90,0,0,Y, ,0,     32613.10,     16116.25
Y,NIFTY MIDCAP 100,     20437.20,     20550.70,     20604.35,     20477.05,     20571.25,0,0,Y, ,0,     20649.25,     10749.95
Y,Nifty 500,     11171.40,     11223.30,     11240.40,     11157.65,     11215.25,0,0,Y, ,0,     11240.40,      6151.60
Y,Nifty 100,     13647.90,     13706.20,     13731.05,     13615.45,     13693.20,0,0,Y, ,0,     13731.05,      7624.85
Y,Nifty Midcap 50,      5742.75,      5779.70,      5799.55,      5757.35,      5789.90,0,0,Y, ,0,      5816.30,      2855.35
Y,Nifty Realty,       292.50,       293.35,       293.65,       289.00,       289.90,0,0,Y, ,0,       336.35,       160.85
Y,Nifty Infra,      3618.15,      3635.45,      3659.10,      3632.00,      3652.00,0,0,Y, ,0,      3659.10,      2072.60
Y,Nifty Energy,     17204.05,     17298.50,     17388.15,     17255.05,     17351.35,0,0,Y, ,0,     17400.80,      9750.00
Y,Nifty FMCG,     34364.85,     34505.35,     34596.05,     34334.60,     34411.65,0,0,Y, ,0,     34596.05,     22699.05
Y,Nifty MNC,     15500.30,     15570.85,     15633.10,     15527.25,     15611.45,0,0,Y, ,0,     15633.10,      9648.20
Y,Nifty Pharma,     12366.00,     12399.75,     12506.90,     12395.55,     12459.90,0,0,Y, ,0,     12636.90,      6242.85
Y,Nifty PSE,      2835.80,      2865.70,      2912.25,      2861.95,      2905.20,0,0,Y, ,0,      3286.05,      1952.20
Y,Nifty PSU Bank,      1828.45,      1849.60,      1866.35,      1840.05,      1860.75,0,0,Y, ,0,      2587.20,      1078.45
Y,Nifty Serv Sector,     18739.40,     18828.70,     18844.50,     18659.05,     18807.30,0,0,Y, ,0,     18844.50,     10401.30
Y,India VIX,18.7900,18.7900,19.6425,15.3275,19.4025,0,0,Y, ,0,86.6350,9.6175
Y,Nifty Auto,      9188.95,      9248.65,      9251.30,      9074.90,      9093.10,0,0,Y, ,0,      9456.65,      4452.20
Y,Nifty Metal,      3146.10,      3178.05,      3220.65,      3173.50,      3189.50,0,0,Y, ,0,      3220.65,      1480.70
Y,Nifty Media,      1658.70,      1675.55,      1697.20,      1669.00,      1691.85,0,0,Y, ,0,      1918.50,       972.95
Y,NIFTY SMLCAP 100,      6823.95,      6880.30,      6906.05,      6846.70,      6879.75,0,0,Y, ,0,      6906.05,      3202.90
Y,Nifty 200,      7014.40,      7045.35,      7056.10,      7002.25,      7040.30,0,0,Y, ,0,      7056.10,      3893.05
Y,Nifty Div Opps 50,      2830.90,      2849.30,      2856.00,      2835.35,      2853.75,0,0,Y, ,0,      2856.00,      1712.30
Y,Nifty Commodities,      3762.10,      3780.85,      3806.80,      3778.45,      3801.35,0,0,Y, ,0,      3825.35,      2068.80
Y,Nifty Consumption,      5802.25,      5831.75,      5838.55,      5788.85,      5801.90,0,0,Y, ,0,      5838.55,      3614.85
Y,Nifty Fin Service,     14501.90,     14560.65,     14583.80,     14458.55,     14561.50,0,0,Y, ,0,     14747.70,      7984.20
Y,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3285.15,      3299.45,      3309.35,      3284.05,      3294.35,0,0,Y, ,0,      3894.15,      1878.95
Y,Nifty CPSE,      1653.45,      1674.60,      1709.95,      1671.25,      1703.70,0,0,Y, ,0,      1965.85,      1136.65
Y,Nifty GrowSect 15,      6806.30,      6832.75,      6843.10,      6781.75,      6830.55,0,0,Y, ,0,      6843.10,      3949.25
Y,Nifty50 PR 2x Lev,      5688.30,      5735.35,      5757.20,      5652.70,      5724.15,0,0,Y, ,0,      5757.20,      1883.80
Y,Nifty50 PR 1x Inv,       325.20,       323.90,       326.25,       323.25,       324.20,0,0,Y, ,0,       600.80,       323.25
Y,Nifty50 TR 2x Lev,      7553.90,      7616.35,      7645.40,      7506.55,      7601.45,0,0,Y, ,0,      7645.40,      2465.75
Y,Nifty50 TR 1x Inv,       282.35,       281.20,       283.25,       280.65,       281.50,0,0,Y, ,0,       525.50,       280.65
Y,Nifty50 Value 20,      6648.85,      6690.30,      6701.45,      6637.35,      6695.90,0,0,Y, ,0,      6701.45,      3821.10
Y,Nifty Mid Liq 15,      5008.85,      5047.00,      5069.85,      5026.05,      5058.35,0,0,Y, ,0,      5097.25,      2448.20
Y,Nifty Pvt Bank,     16907.20,     16978.40,     17043.85,     16927.05,     16986.80,0,0,Y, ,0,     18030.20,      8487.25
Y,NIFTY100 Qualty30,      3183.10,      3198.05,      3200.95,      3177.65,      3194.15,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 8 13Yr,      2244.31,      2244.68,      2246.28,      2243.21,      2244.90,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr,      2021.20,      2021.53,      2023.55,      2018.63,      2021.89,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr Cln,       965.02,       965.02,       966.00,       963.61,       965.19,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 4 8Yr,      2394.53,      2394.92,      2398.15,      2394.92,      2397.21,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 11 15Yr,      2434.34,      2434.76,      2436.08,      2432.65,      2434.11,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 15YrPlus,      2671.60,      2672.09,      2673.49,      2672.09,      2673.00,0,0,Y, ,0,          .00,          .00
Y,Nifty GS Compsite,      2290.32,      2290.69,      2292.84,      2289.39,      2291.62,0,0,Y, ,0,          .00,          .00
 , , , , , , , , ,Y, , , , , , 
 , , , , , , , , ,Y, , , , , , 
 ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,ADANI PORT & SEZ LTD,       466.30,       468.60,       472.45,       463.10,       467.00,               2778775604.25,5943652,Y, ,69266,       475.00,       203.00
N,ASIAN PAINTS LIMITED,      2520.95,      2530.00,      2553.90,      2521.00,      2548.15,               3250751660.35,1280339,Y, ,69794,      2553.90,      1431.20
N,AXIS BANK LIMITED,       613.25,       616.00,       623.80,       612.40,       615.90,               9003529246.50,14567480,Y, ,166555,       765.85,       286.00
N,BAJAJ AUTO LIMITED,      3327.65,      3327.65,      3334.55,      3265.00,      3289.00,               1400417671.80,425416,Y, ,30515,      3384.75,      1788.65
N,BAJAJ FINSERV LTD.,      8995.05,      9066.80,      9066.80,      8895.15,      8933.50,               3991424674.95,444884,Y, ,48185,      9950.00,      3985.30
N,BAJAJ FINANCE LIMITED,      4843.85,      4857.50,      4914.70,      4848.00,      4898.65,               8711223027.80,1786348,Y, ,83221,      4960.00,      1783.00
N,BHARTI AIRTEL LIMITED,       504.40,       507.00,       512.00,       501.15,       503.05,               7009944011.75,13886923,Y, ,162325,       612.00,       361.75
N,BHARAT PETROLEUM CORP  LT,       397.40,       401.50,       406.00,       398.60,       405.45,               4494172284.20,11127235,Y, ,125568,       510.00,       252.00
N,BRITANNIA INDUSTRIES LTD,      3732.75,      3745.00,      3792.00,      3737.05,      3776.95,               2586267373.85,685712,Y, ,41883,      4010.00,      2100.00
N,CIPLA LTD,       755.85,       778.30,       793.30,       776.35,       789.30,              15552565167.60,19785595,Y, ,309241,       829.05,       355.30
N,COAL INDIA LTD,       138.25,       139.65,       144.20,       139.10,       143.35,               5084788192.85,35605748,Y, ,166024,       214.60,       109.55
N,DIVI'S LABORATORIES LTD,      3642.10,      3650.00,      3669.75,      3584.60,      3599.80,               3104814598.95,858167,Y, ,57289,      3770.00,      1626.00
N,DR. REDDY'S LABORATORIES,      5016.95,      4952.00,      5054.00,      4952.00,      5022.80,               5941239317.55,1183625,Y, ,78817,      5512.65,      2495.05
N,EICHER MOTORS LTD,      2470.80,      2465.00,      2465.00,      2392.30,      2400.45,               6001898689.55,2480823,Y, ,101271,     22876.60,      2015.20
N,GAIL (INDIA) LTD,       125.85,       127.00,       128.20,       125.10,       125.45,               2609726527.60,20685428,Y, ,65295,       133.35,        65.00
N,GRASIM INDUSTRIES LTD,       902.25,       906.65,       924.00,       906.30,       911.45,               1873279863.15,2044684,Y, ,34287,       954.00,       385.05
N,HCL TECHNOLOGIES LTD,       862.25,       866.10,       875.65,       858.10,       873.00,               4457809158.10,5143894,Y, ,114180,       910.70,       375.25
N,HDFC LTD,      2295.90,      2306.70,      2315.65,      2270.55,      2302.65,               7245930582.55,3160235,Y, ,130954,      2499.90,      1473.45
N,HDFC BANK LTD,      1382.80,      1383.00,      1388.00,      1368.00,      1372.15,              11850694443.90,8611025,Y, ,226700,      1464.40,       738.75
N,HDFC LIFE INS CO LTD,       664.50,       667.45,       668.00,       653.25,       655.75,               1770661188.75,2696137,Y, ,84322,       688.50,       340.00
N,HERO MOTOCORP LIMITED,      3185.30,      3214.00,      3214.00,      3105.00,      3113.65,               4450990172.25,1421591,Y, ,85526,      3394.90,      1475.00
