MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       303.26,       304.41,       307.09,       303.04,       304.70,                    38006.93,124,6,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       300.00,       310.00,       315.00,       305.20,       313.00,                    19208.69,62,24,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       304.02,       305.09,       306.70,       304.41,       306.10,                   224681.12,735,33,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        42.69,        42.69,        42.98,        42.50,        42.54,                  3022232.20,70811,1547,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       139.06,       139.87,       140.00,       138.00,       139.51,                   365836.17,2630,266,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       307.99,       308.50,       310.49,       307.80,       309.22,                191516290.18,618838,5118,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4510.30,      4588.00,      4588.00,      4456.00,      4482.50,                  1019859.30,227,89,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       148.05,       148.80,       149.34,       147.17,       148.20,                    66746.97,450,27,       149.34,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        20.49,        20.65,        21.20,        20.49,        21.10,                204710958.24,9739086,5958,        23.88,        11.54,NIFTY CPSE
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1108.20,      1100.00,      1128.20,      1100.00,      1109.20,                  2732462.90,2465,61,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1025.75,      1025.80,      1025.89,      1024.05,      1024.75,                   669285.24,653,51,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1133.51,      1134.05,      1134.05,      1130.05,      1132.85,                  8328347.21,7353,109,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1018.87,      1017.05,      1017.89,      1013.00,      1017.80,                 27527820.79,27048,100,      1036.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       391.55,       391.65,       400.00,       391.65,       400.00,                    73583.28,184,15,       402.00,       238.00,NIFTY QUALITY 30
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        42.71,        42.77,        42.80,        42.54,        42.56,                 96799254.05,2268861,12943,      3370.10,        30.10,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4441.10,      4440.00,      4474.45,      4420.00,      4424.70,                  6994974.50,1578,378,      5374.80,      3353.50,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       302.72,       302.72,       306.40,       302.72,       305.75,                   777024.77,2549,83,       306.40,       200.10,NIFTY BANK INDEX
N,EQ,HDFCMFGETF,HDFC GOLD ETF,      4379.60,      4390.00,      4392.75,      4355.00,      4360.35,                 35796651.55,8190,865,      5338.50,      3396.50,GOLD
N,EQ,HDFCNIFETF,HDFCAMC - HDFCNIFETF,      1420.87,      1400.00,      1426.90,      1400.00,      1419.55,                   752203.91,529,88,      1650.00,       850.00,NIFTY
N,EQ,HDFCSENETF,HDFCAMC - HDFCSENETF,      4880.00,      4890.00,      4916.00,      4890.00,      4915.00,                   609140.78,124,39,      5000.00,      2940.00,SENSEX
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       355.97,       355.50,       355.50,       349.00,       351.49,                   896795.09,2546,125,      3250.00,       269.10,HANG SENG INDEX
N,EQ,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,       134.04,       130.63,       137.75,       130.63,       134.98,                    55876.51,414,41,       144.87,        68.09,NIFTY 50
N,EQ,ICICI500,ICICIPRAMC - ICICI500,       182.25,       183.00,       216.90,       181.05,       183.00,                   178959.38,976,147,       216.90,        88.02,S&P BSE 500 INDEX
N,EQ,ICICIALPLV,ICICIPRAMC - ICICIALPLV,       134.00,       138.01,       138.01,       131.00,       135.10,                    47855.01,356,32,       147.25,        99.90,NIFTY ALPHA LOW-VOLATILITY 30 INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,        31.56,        31.21,        32.45,        31.21,        32.35,                 14975677.81,466373,8247,        35.05,        20.70,S&P BSE BHARAT 22 INDEX
N,EQ,ICICIBANKN,ICICIPRAMC - IPRU5008,       303.33,       282.10,       306.54,       282.10,       304.94,                  1880286.45,6160,255,       374.20,       164.32,NIFTY BANK
N,EQ,ICICIBANKP,ICICIPRAMC - ICICIBANKP,       166.34,       166.30,       168.32,       166.30,       167.81,                  1341554.09,8013,79,       188.00,        85.95,NIFTY PRIVATE BANK INDEX
N,EQ,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,        43.80,        41.20,        44.10,        41.20,        43.60,                 16122799.31,368775,1310,        54.10,        32.10,GOLD
N,EQ,ICICILIQ,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.00,       999.50,       999.99,                 37814826.38,37815,72,      1050.00,       805.95,S&P BSE LIQUID RATE INDEX
N,EQ,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,       109.91,       112.70,       112.70,       106.25,       110.78,                 15546994.67,140686,398,       121.00,        61.00,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,ICICIM150,ICICIPRAMC - ICICIM150,        77.50,        77.50,        78.30,        77.50,        78.20,                   143245.96,1836,41,        78.77,        45.10,NIFTY MIDCAP 150
N,EQ,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,        75.92,        75.00,        77.09,        75.00,        76.57,                   201741.84,2628,132,        81.90,        37.60,S&P BSE MIDCAP SELECT INDEX
N,EQ,ICICINF100,ICICI PRUD NIFTY 100 ETF,       146.97,       160.20,       160.20,       142.70,       147.17,                  1016955.55,6921,185,       160.20,        90.10,NIFTY 100
N,EQ,ICICINIFTY,ICICI PRUD NIFTY ETF,       143.23,       143.26,       144.25,       142.75,       144.00,                 41919013.66,291489,6907,       158.20,        81.31,NIFTY50
N,EQ,ICICINV20,ICICI PRUDENTIAL NV20 ETF,        69.29,        68.30,        70.30,        68.30,        69.76,                   273376.10,3924,459,        70.70,        32.89,NIFTY50 VALUE 20
