GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,BERGER PAINTS (I) LTD,       681.15,       677.30,0.57
G,SIEMENS LTD,      1544.45,      1535.75,0.57
G,HINDUSTAN ZINC LIMITED,       242.55,       241.20,0.56
G,ACC LIMITED,      1615.05,      1608.75,0.39
G,UNITED SPIRITS LIMITED,       595.65,       593.40,0.38
G,GENERAL INS CORP OF INDIA,       142.75,       142.25,0.35
G,AMBUJA CEMENTS LTD,       246.45,       245.80,0.26
G,LUPIN LIMITED,       941.45,       939.40,0.22
G,BOSCH LIMITED,     13189.45,     13163.10,0.2
G,HDFC AMC LIMITED,      2841.80,      2838.60,0.11
G,TATA CONSUMER PRODUCT LTD,       577.00,       576.40,0.1
 , , , , 
L,BANDHAN BANK LIMITED,       410.30,       423.20,-3.05
L,ADANI GREEN ENERGY LTD,      1010.80,      1041.50,-2.95
L,DLF LIMITED,       213.50,       218.80,-2.42
L,ICICI PRU LIFE INS CO LTD,       490.25,       498.65,-1.68
L,L&T INFOTECH LIMITED,      3234.95,      3268.65,-1.03
L,SBI CARDS & PAY SER LTD,       814.90,       823.20,-1.01
L,AUROBINDO PHARMA LTD,       889.40,       897.35,-0.89
L,INTERGLOBE AVIATION LTD,      1715.10,      1729.90,-0.86
L,PIRAMAL ENTERPRISES LTD,      1422.55,      1433.85,-0.79
L,PIDILITE INDUSTRIES LTD,      1627.30,      1638.60,-0.69
L,AVENUE SUPERMARTS LIMITED,      2671.95,      2685.10,-0.49
L,GODREJ CONSUMER PRODUCTS,       723.25,       726.60,-0.46
L,BIOCON LIMITED.,       454.00,       455.50,-0.33
L,MARICO LIMITED,       414.10,       414.95,-0.2
L,BAJAJ HOLDINGS & INVS LTD,      3059.35,      3062.25,-0.09
L,HAVELLS INDIA LIMITED,       826.95,       827.45,-0.06
L,DABUR INDIA LTD,       513.60,       513.80,-0.04
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,AARVEE DEN. & EXP. LTD,        16.50,        13.75,20
G,BOROSIL RENEWABLES LTD,       157.50,       131.25,20
G,BHAGYANAGAR INDIA LIMITED,        27.90,        23.25,20
G,IFB AGRO INDUSTRIES LTD,       579.10,       482.60,20
G,CYBERTECH SYSTEMS & SOFTW,       114.65,        95.55,19.99
G,JINDAL WORLDWIDE LTD,        59.15,        49.30,19.98
G,SHARE IND. SECURITIES LTD,       151.05,       125.90,19.98
G,SKM EGG PROD EXPORT(I) LT,        61.90,        51.60,19.96
G,ONWARD TECHNOLOGIES LTD,        82.40,        68.70,19.94
G,DYNACONS SYS & SOLN LTD,        54.20,        45.20,19.91
G,CORAL INDIA FIN & HOUS LT,        31.35,        26.15,19.89
G,HINDUSTAN COPPER LTD,        53.05,        44.30,19.75
G,COMMERCIAL ENG & CO. LTD,        19.90,        16.70,19.16
G,GOODLUCK INDIA LIMITED,        58.10,        48.85,18.94
G,PREMIER POLYFILM LTD,        39.75,        33.50,18.66
G,ALPS INDUSTRIES LTD,         1.30,         1.10,18.18
G,MMTC LIMITED,        25.95,        22.05,17.69
G,DOLAT INVESTMENTS LTD,        54.50,        46.45,17.33
G,ARMAN FIN SERV LTD,       771.75,       661.40,16.68
G,RAMKY INFRA LTD,        48.10,        41.25,16.61
G,EIH ASSOCIATED HOTELS LTD,       300.55,       258.75,16.15
G,SIGNET INDUSTRIES LIMITED,        29.10,        25.10,15.94
G,HIND NATL GLASS & IND LTD,        38.90,        33.60,15.77
G,GOLDIAM INTERNATIONAL LTD,       194.90,       169.00,15.33
G,KAMAT HOTELS (I) LTD,        40.80,        35.55,14.77
G,MCDOWELL HOLDINGS LTD.,        38.40,        33.50,14.63
G,LYPSA GEMS & JEWEL LTD,         5.95,         5.20,14.42
G,WATERBASE LIMITED,       141.75,       124.10,14.22
G,SUTLEJ TEXT & INDUS LTD,        43.20,        37.90,13.98
G,JSW HOLDINGS LIMITED,      3963.95,      3481.45,13.86
 , , , , 
L,SEC RED NCD 9.15% SR. 2B,       337.75,       396.80,-14.88
L,WELSPUN INV & COMM LTD,       444.15,       493.50,-10
L,SOLEX ENERGY LIMITED,        31.95,        35.50,-10
L,GOODYEAR INDIA LIMITED,      1059.45,      1161.00,-8.75
L,UJAAS ENERGY LIMITED,         2.70,         2.95,-8.47
L,SUNDARMAMC - M17RG,         5.40,         5.90,-8.47
L,ADHUNIK INDUSTRIES LTD,        26.05,        28.45,-8.44
L,PC JEWELLER LTD,        23.20,        25.25,-8.12
L,GKW LIMITED,       653.05,       709.00,-7.89
L,SILVER TOUCH TECHNO LTD,        92.35,       100.00,-7.65
L,UNS RED NCD 9.30% SR. II,       636.00,       685.00,-7.15
L,B.C. POWER CONTROLS LTD,         7.60,         8.15,-6.75
L,VIJI FINANCE LIMITED,          .70,          .75,-6.67
L,SUNDARMAMC - M15RD,         5.81,         6.21,-6.44
L,DCM LTD,        36.35,        38.80,-6.31
L,SEC RED NCD 8.93% SR. 3B,       316.90,       336.89,-5.93
L,GAMMON INFRA PROJ LTD.,          .80,          .85,-5.88
L,SNOWMAN LOGISTICS LTD.,        61.25,        64.90,-5.62
L,SE RE NCD SR.V OPT II,      1115.00,      1180.01,-5.51
L,RAJ TV NETWORK LTD,        35.25,        37.30,-5.5
L,CENTURY EXTRUSIONS LTD,         6.10,         6.45,-5.43
L,B.A.G FILMS AND MEDIA LTD,         3.70,         3.90,-5.13
L,SORIL INFRA RESOURCES LTD,       105.70,       111.40,-5.12
L,BHARAT GEARS LTD.,        80.00,        84.25,-5.04
L,9.35% SRNCD SR V B,       750.50,       790.00,-5
L,TEJAS NETWORKS LIMITED,       135.90,       143.05,-5
L,YAARII DIG INTEGR SER LTD,        79.05,        83.20,-4.99
L,GOI LOAN  3.96% 2022,        90.32,        95.04,-4.97
L,TREE HOUSE EDU LTD,         6.70,         7.05,-4.96
L,RAJSHREE POLYPACK LTD,        90.30,        95.00,-4.95
