MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1060.00,      1062.00,      1062.00,      1047.00,      1047.00,                    11667.00,11, ,3,      1078.65,       721.00
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1062.50,      1157.20,      1159.90,      1059.90,      1064.39,                  4277489.58,3891, ,46,      1194.00,      1025.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1080.00,      1070.05,      1070.05,      1070.05,      1070.05,                     8560.40,8, ,1,      1370.80,       850.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1062.00,      1063.45,      1063.45,      1060.25,      1062.96,                  1395247.11,1314, ,29,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1059.70,      1060.00,      1060.00,      1060.00,      1060.00,                    68900.00,65, ,1,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.10,        32.20,        32.30,        31.93,        31.96,                   135900.00,4249, ,87,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1179.90,      1115.00,      1170.00,      1115.00,      1170.00,                   242649.50,210, ,10,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1285.00,      1287.00,      1293.00,      1282.00,      1290.00,                  2465415.10,1915, ,41,      1369.90,      1051.60
N,N2,IIFCL,8.66% TAX FREE NCD,      1184.00,      1200.01,      1200.01,      1200.01,      1200.01,                     6000.05,5, ,1,      1390.00,      1078.50
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1081.80,      1152.00,      1152.00,      1152.00,      1152.00,                    28800.00,25, ,1,      1178.65,       970.00
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1488.00,      1479.99,      1479.99,      1479.99,      1479.99,                     7399.95,5, ,1,      1859.95,      1200.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1293.17,      1293.00,      1293.00,      1292.11,      1292.11,                   155142.20,120, ,3,      1298.00,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1253.78,      1250.00,      1255.90,      1245.25,      1253.71,                  2262211.70,1808, ,43,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1177.57,      1180.00,      1180.00,      1177.00,      1177.01,                   249587.00,212, ,4,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1091.01,      1091.01,      1091.01,      1091.01,      1091.01,                   545505.00,500, ,5,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       990.99,       989.98,       990.00,       989.98,       990.00,                   329667.14,333, ,5,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1118.60,      1118.60,      1119.70,      1118.60,      1119.20,                   369187.99,330, ,13,      1277.50,      1010.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       328.00,       360.00,       360.00,       360.00,       360.00,                     2520.00,7, ,1,       370.00,       158.25
N,N4,IIFCL,8.91% TAX FREE NCD,      1490.00,      1487.00,      1487.90,      1484.00,      1485.00,                   111399.30,75, ,7,      1494.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1028.55,      1031.00,      1040.00,      1030.00,      1033.89,                  1997403.50,1935, ,19,      1057.80,       980.00
