GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,TATA MOTORS LIMITED,       175.95,       169.20,3.99
G,AXIS BANK LIMITED,       610.20,       592.45,3
G,SUN PHARMACEUTICAL IND L,       590.45,       574.60,2.76
G,OIL AND NATURAL GAS CORP.,        93.15,        90.80,2.59
G,RELIANCE INDUSTRIES LTD,      1994.15,      1943.85,2.59
G,INDIAN OIL CORP LTD,        90.25,        88.15,2.38
G,SBI LIFE INSURANCE CO LTD,       873.90,       854.95,2.22
G,HDFC LTD,      2455.15,      2403.05,2.17
G,KOTAK MAHINDRA BANK LTD,      1960.60,      1920.75,2.07
G,BHARTI AIRTEL LIMITED,       517.30,       507.20,1.99
G,ICICI BANK LTD.,       513.55,       503.60,1.98
G,BAJAJ AUTO LIMITED,      3374.75,      3309.65,1.97
G,BAJAJ FINANCE LIMITED,      5184.90,      5088.90,1.89
G,ADANI PORT & SEZ LTD,       478.55,       470.75,1.66
G,DIVI'S LABORATORIES LTD,      3749.60,      3688.60,1.65
G,GAIL (INDIA) LTD,       120.15,       118.25,1.61
G,HDFC BANK LTD,      1397.10,      1375.65,1.56
G,STATE BANK OF INDIA,       266.85,       263.00,1.46
G,NTPC LTD,        99.95,        98.55,1.42
G,HINDUSTAN UNILEVER LTD.,      2402.25,      2370.35,1.35
G,HDFC LIFE INS CO LTD,       657.25,       648.60,1.33
G,HERO MOTOCORP LIMITED,      3073.10,      3040.05,1.09
G,CIPLA LTD,       833.20,       824.65,1.04
G,COAL INDIA LTD,       136.25,       135.05,.89
G,BHARAT PETROLEUM CORP  LT,       377.55,       374.40,.84
G,ITC LTD,       208.60,       207.75,.41
G,TITAN COMPANY LIMITED,      1495.90,      1490.85,.34
G,HINDALCO  INDUSTRIES  LTD,       236.95,       236.20,.32
G,ASIAN PAINTS LIMITED,      2648.25,      2642.55,.22
G,ULTRATECH CEMENT LIMITED,      5044.75,      5033.95,.21
 , , , , 
L,INFOSYS LIMITED,      1236.05,      1253.05,-1.36
L,NESTLE INDIA LIMITED,     18566.35,     18732.70,-0.89
L,WIPRO LTD,       382.20,       385.55,-0.87
L,UPL LIMITED,       449.40,       451.95,-0.56
L,GRASIM INDUSTRIES LTD,       897.15,       902.00,-0.54
L,DR. REDDY'S LABORATORIES,      5201.80,      5224.10,-0.43
L,EICHER MOTORS LTD,      2436.75,      2446.70,-0.41
L,HCL TECHNOLOGIES LTD,       919.35,       922.60,-0.35
L,INDUSIND BANK LIMITED,       852.80,       855.35,-0.3
L,SHREE CEMENT LIMITED,     23826.75,     23894.40,-0.28
L,BAJAJ FINSERV LTD.,      8992.55,      9013.25,-0.23
L,LARSEN & TOUBRO LTD.,      1262.20,      1264.80,-0.21
L,BRITANNIA INDUSTRIES LTD,      3618.25,      3625.35,-0.2
L,JSW STEEL LIMITED,       366.25,       366.85,-0.16
L,TECH MAHINDRA LIMITED,       947.25,       948.15,-0.09
L,MAHINDRA & MAHINDRA LTD,       710.90,       711.50,-0.08
L,MARUTI SUZUKI INDIA LTD.,      7446.05,      7449.95,-0.05
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,AMBUJA CEMENTS LTD,       246.70,       237.20,4.01
G,CADILA HEALTHCARE LIMITED,       489.50,       475.00,3.05
G,ORACLE FIN SERV SOFT LTD.,      3220.00,      3144.10,2.41
G,ICICI PRU LIFE INS CO LTD,       496.15,       484.75,2.35
G,ACC LIMITED,      1614.65,      1578.85,2.27
G,AUROBINDO PHARMA LTD,       909.00,       889.30,2.22
G,ICICI LOMBARD GIC LIMITED,      1484.05,      1458.20,1.77
G,MOTHERSON SUMI SYSTEMS LT,       154.05,       151.45,1.72
G,HINDUSTAN PETROLEUM CORP,       213.65,       210.30,1.59
G,ALKEM LABORATORIES LTD.,      2916.00,      2871.15,1.56
G,NMDC LTD.,       113.35,       111.65,1.52
G,UNITED SPIRITS LIMITED,       569.35,       561.30,1.43
G,LUPIN LIMITED,       976.20,       963.35,1.33
G,GODREJ CONSUMER PRODUCTS,       721.00,       712.80,1.15
G,DABUR INDIA LTD,       514.55,       510.15,0.86
G,SBI CARDS & PAY SER LTD,       835.20,       829.40,0.7
G,HINDUSTAN ZINC LIMITED,       241.65,       240.00,0.69
G,POWER FIN CORP LTD.,       114.15,       113.55,0.53
G,BANK OF BARODA,        60.85,        60.55,0.5
G,P&G HYGIENE & HEALTH CARE,     11086.95,     11033.25,0.49
G,AVENUE SUPERMARTS LIMITED,      2673.10,      2661.85,0.42
G,BOSCH LIMITED,     12686.30,     12646.50,0.31
G,HAVELLS INDIA LIMITED,       895.90,       893.35,0.29
