MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1071.85,      1055.00,      1055.00,      1052.81,      1053.68,                    26342.15,25, ,2,      1078.65,       721.00
N,N1,ERFLNCDI,SEC RED NCD 8.42% SR. I,       995.00,       990.00,       999.99,       990.00,       990.90,                    10899.99,11, ,2,      1134.00,       701.05
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1063.00,      1061.00,      1062.00,      1061.00,      1061.90,                  1104866.50,1041, ,10,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1062.57,      1062.57,      1062.99,      1062.00,      1062.02,                  1465948.24,1380, ,32,      1178.00,      1045.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.98,        32.30,        32.50,        31.96,        32.00,                   347385.63,10847, ,150,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1162.10,      1175.00,      1175.00,      1170.10,      1170.10,                    11725.50,10, ,2,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1295.11,      1304.80,      1304.80,      1299.30,      1299.30,                     7812.30,6, ,2,      1369.90,      1051.60
N,N2,IIFCL,8.66% TAX FREE NCD,      1200.00,      1280.00,      1280.00,      1280.00,      1280.00,                   128000.00,100, ,1,      1390.00,      1078.50
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1249.00,      1221.20,      1231.50,      1220.00,      1231.50,                   733416.00,600, ,5,      1298.90,      1132.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1112.00,      1112.00,      1112.00,      1112.00,      1112.00,                    22240.00,20, ,2,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1298.09,      1300.00,      1303.90,      1297.00,      1299.00,                  1524154.60,1175, ,12,      1304.74,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1247.82,      1249.40,      1249.40,      1241.00,      1246.00,                  1087474.60,875, ,13,      1300.00,      1029.85
N,N2,PFC,7.36% TAX FREE NCD,      1207.00,      1175.00,      1175.00,      1175.00,      1175.00,                   482925.00,411, ,2,      1238.50,      1060.00
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1175.04,      1172.00,      1172.00,      1172.00,      1172.00,                   117200.00,100, ,1,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1094.00,      1094.10,      1094.10,      1080.00,      1092.00,                   921138.00,850, ,4,      1169.00,       850.40
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1120.00,      1120.00,      1120.00,      1120.00,      1120.00,                  1384320.00,1236, ,19,      1277.50,      1010.00
N,N3,IRFC,7.18 NCD 19FEB23 TR1 SR1,      1065.00,      1065.15,      1065.15,      1065.12,      1065.12,                   143793.75,135, ,3,      1150.00,      1040.00
N,N3,MAGMA,SEC RED NCD 10.04% SR.III,      1020.00,      1020.00,      1020.00,      1020.00,      1020.00,                    45900.00,45, ,2,      1020.00,       811.00
N,N3,NHBTF2023,NHB 8.68 NCD TR II SR 2 A,      6701.00,      6700.00,      6700.00,      6700.00,      6700.00,                  1340000.00,200, ,2,      6720.00,      6200.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,      1033.47,      1045.00,      1045.00,      1018.00,      1038.49,                   108049.50,105, ,3,      1045.00,       701.00
N,N4,EHFLNCD,SEC RED NCD SR. IV,      1488.33,      1486.00,      1499.00,      1486.00,      1487.18,                    16359.00,11, ,2,      1525.00,      1000.10
N,N4,HUDCO,7.34 NCD 16FEB23 TR1 SR1,      1116.10,      1116.10,      1116.21,      1116.10,      1116.21,                   558094.00,500, ,2,      1181.50,      1000.02
N,N4,IIFCL,8.91% TAX FREE NCD,      1487.00,      1487.00,      1487.00,      1485.00,      1485.00,                  2699423.15,1816, ,17,      1494.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1027.26,      1027.26,      1034.00,      1027.26,      1033.49,                   424686.52,412, ,23,      1057.80,       980.00
N,N4,PFC,8.20% TAX FREE NCD,      1058.00,      1058.01,      1059.30,      1056.80,      1059.00,                  1797534.55,1700, ,15,      1148.99,      1015.00
N,N4,RHFL,SEC RED NCD 9.05% SR. II,       190.00,       181.00,       181.00,       181.00,       181.00,                      181.00,1, ,1,       517.20,       112.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1085.00,      1111.00,      1111.00,      1080.10,      1093.96,                   824645.00,755, ,4,      1225.00,       925.30
N,N5,DHANILOANS,DHANI LOANS & SERV LTD,      1075.10,      1085.00,      1089.00,      1085.00,      1087.00,                     2174.00,2, ,2,      1120.00,       720.08
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       934.25,       949.40,       949.90,       928.00,       940.00,                   179232.65,191, ,15,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       865.05,       890.00,       890.00,       870.00,       870.00,                    26990.00,31, ,2,       900.75,       650.10
N,N5,IIFL,SEC RED NCD 10.20 % SR.IV,      1107.00,      1107.00,      1107.00,      1107.00,      1107.00,                  2214000.00,2000, ,9,      1120.00,       831.00
N,N5,L&TINFRA,BOND 8.20% PA S1,      1065.00,      1061.21,      1062.04,      1061.21,      1062.04,                    37147.00,35, ,3,      1149.00,       942.00
N,N5,MAGMA,SEC RED NCD SR. V,      1150.00,      1150.00,      1160.00,      1150.00,      1160.00,                   144000.00,125, ,2,      1160.00,      1040.00
N,N5,NTPC,8.73%S-R-NCD SERIES 2B,      1330.00,      1287.00,      1287.00,      1262.72,      1280.37,                    28168.32,22, ,3,      1399.59,      1161.02
N,N5,PFC,8.30% TAX FREE NCD,      1227.00,      1220.10,      1242.65,      1211.00,      1242.65,                   901125.00,733, ,7,      1286.85,      1145.00
N,N5,SBIN,BOND 9.95% PA RET. S4,     10935.62,     10935.62,     10982.00,     10935.00,     10972.41,                 10844452.89,989, ,125,     12299.00,     10200.00
N,N6,DHANILOANS,DHANI LOANS & SERV LTD,       980.00,       980.00,       995.00,       980.00,       995.00,                   202391.00,205, ,5,      1029.00,       760.00
N,N6,EHFLNCD,SEC RED NCD 10% SR. VI,       912.00,       912.00,       912.00,       905.00,       905.00,                    22730.00,25, ,2,       948.00,       562.00
N,N6,ERFLNCDI,SEC RED NCD 9.25% SR. VI,       900.00,       915.80,       915.80,       915.75,       915.75,                   108059.00,118, ,2,       948.40,       587.01
N,N6,HUDCO,BOND 7.03% PA TAX FREE S1,      1100.00,      1101.30,      1101.30,      1101.30,      1101.30,                   110130.00,100, ,1,      1286.52,      1016.17
N,N6,IBULHSGFIN,SEC RED NCD 8.90% SR. III,       980.45,       991.00,       991.00,       987.99,       987.99,                    31629.80,32, ,3,      1019.70,       685.05
N,N6,IDFCFIRSTB,BOND 0% 2021 TR-2 SR-II,     10648.05,     10665.05,     10665.05,     10665.05,     10665.05,                   106650.50,10, ,3,     10665.05,      8300.00
N,N6,IIFL,UNSEC RED NCD 10.0% SR. V,      1000.94,      1020.00,      1020.00,      1020.00,      1020.00,                   704820.00,691, ,11,      1085.00,       930.00
N,N6,IREDA,IREDA 8.80NCDTR I SR IIIB,      1470.00,      1499.60,      1500.00,      1490.00,      1490.00,                   779833.10,520, ,11,      1548.00,      1241.10
N,N6,L&TINFRA,BOND 8.30% PA CUM. S2,      2177.00,      2177.00,      2178.00,      2176.50,      2177.10,                  2789720.77,1281, ,40,      2200.00,      1600.10
N,N6,MAGMA,SEC RED NCD 10.27% SR. VI,      1000.00,      1020.00,      1020.00,      1020.00,      1020.00,                    32640.00,32, ,1,      1099.95,       812.00
N,N6,NHAI,8.75% TAX FREE TR I S IIB,      1361.01,      1358.55,      1361.00,      1354.00,      1357.79,                  5782866.06,4258, ,26,      1367.99,      1151.01
N,N6,NHBTF2014,BOND 9.01%PA TF TR-I S 3B,      7565.00,      7599.00,      7600.00,      7560.00,      7594.66,                   227840.00,30, ,7,      7650.00,      6300.00
N,N6,NHPC,8.92% SEC RED BOND S3B,      1465.00,      1465.00,      1465.00,      1465.00,      1465.00,                     7325.00,5, ,1,      1475.00,      1240.00
N,N6,NTPC,8.91%S-R-NCD SERIES 3B,      1438.00,      1440.00,      1440.00,      1440.00,      1440.00,                     4320.00,3, ,1,      1520.01,      1242.01
N,N6,RHFL,SEC RED NCD 9.15% SR III,       176.00,       158.00,       173.50,       158.00,       173.50,                   520658.00,3001, ,2,       350.00,       101.50
N,N6,SBIN,BOND 9.45% PA NON RET. S4,     10767.48,     10850.00,     10880.00,     10843.00,     10851.00,                   108561.00,10, ,10,     12850.00,      8800.00
N,N6,TATACAPHSG,SEC RED NCD 8.30% SR.III,      1109.32,      1109.00,      1109.00,      1109.00,      1109.00,                    22180.00,20, ,1,      1300.00,       800.00
N,N7,HUDCO,BOND 7.19% PA TAX FREE S2,      1207.00,      1203.30,      1203.30,      1203.25,      1203.26,                   240653.50,200, ,2,      1479.99,      1075.00
N,N7,IREDA,7.74% TAX FREE NCD,      1318.00,      1318.00,      1318.00,      1318.00,      1318.00,                   220106.00,167, ,2,      1319.99,      1122.00
N,N7,NHBTF2023,NHB 8.90 NCD TR II SR 3 B,      7500.00,      7450.00,      7450.00,      7450.00,      7450.00,                     7450.00,1, ,1,      9909.00,      6300.00
N,N7,NTPC,8.49% SEC NON-CUM RED NCD,        14.54,        14.39,        14.60,        14.39,        14.54,                  1012373.02,69544, ,157,        14.94,        11.40
N,N8,DHANILOANS,DHANI LOANS & SERV LTD,       999.95,      1000.00,      1000.00,      1000.00,      1000.00,                    25000.00,25, ,1,      1002.00,       520.62
N,N8,HUDCO,7.64% TAX FREETRI SR2B,      1305.00,      1305.00,      1305.00,      1305.00,      1305.00,                   326250.00,250, ,3,      1315.00,      1113.05
N,N8,IBULHSGFIN,SEC RED NCD 8.65% SR. V,       902.00,       925.00,       940.00,       925.00,       940.00,                    23325.00,25, ,3,       960.00,       655.10
N,N8,IDFCFIRSTB,BOND 0% 2021 TR-3 SR-II,     10689.99,     10794.01,     10818.00,     10781.00,     10799.50,                    86374.04,8, ,3,     11768.99,      8725.00
N,N8,L&TFINANCE,SE RE NCD 9.1% SR.I OP II,      1098.95,      1092.00,      1094.00,      1080.00,      1094.00,                   690065.00,635, ,6,      1255.01,       901.00
N,N8,NHAI,TAX FREE7.39% SR.IB,      1199.00,      1175.70,      1180.00,      1175.70,      1180.00,                   123470.00,105, ,2,      1299.00,       925.60
N,N8,PFC,8.92% TAX FREE NCD,      1425.00,      1425.00,      1432.00,      1425.00,      1425.75,                   108356.00,76, ,4,      1520.00,      1242.00
N,N8,RHFL,UNS RED NCD 9.40% SR. IV,       160.99,       161.00,       161.00,       161.00,       161.00,                     1610.00,10, ,1,       270.00,        37.00
N,N9,HUDCO,7.69% TAX FREETRII SR2B,      1251.07,      1252.00,      1252.00,      1249.00,      1249.00,                   610353.28,488, ,12,      1400.00,      1080.00
N,N9,IRFC,BOND 8.48% PA TF TI-SIB,      1241.31,      1226.00,      1241.31,      1225.01,      1225.01,                   116462.40,95, ,6,      1300.00,      1075.21
N,N9,RECLTD,BOND 8.71% TAX FREE S2B,      1277.60,      1278.75,      1278.75,      1275.00,      1275.44,                   716864.25,562, ,15,      1363.75,      1100.00
N,N9,SREIBNPNCD,10.25% SRNCD SR IX,       850.00,       860.00,       890.00,       860.00,       890.00,                    52590.00,60, ,5,      1078.00,       678.00
N,NA,IBULHSGFIN,SEC RED NCD 9.0% SR. VI,       799.00,       796.10,       800.00,       796.10,       800.00,                    23961.00,30, ,2,       868.00,       451.00
N,NA,IDFCFIRSTB,BOND 0% 2021 TR-1 SR-II,     10930.00,     10930.00,     10930.00,     10930.00,     10930.00,                    43720.00,4, ,1,     10951.00,      7900.00
N,NA,IRFC,BOND 8.65% PA TF TI-SIIB,      1346.00,      1347.00,      1350.00,      1347.00,      1350.00,                  1293720.00,960, ,3,      1530.00,      1075.20
N,NA,L&TFINANCE,SE RE NCD SR.II OPII,      1175.00,      1175.00,      1175.00,      1175.00,      1175.00,                   117500.00,100, ,5,      1198.00,      1000.00
N,NA,NHAI,TAX FREE7.60% SR.IIB,      1285.58,      1288.00,      1297.99,      1287.61,      1287.61,                  2765924.70,2142, ,55,      1301.00,      1103.00
N,NA,TCFSL,SERENCD8.70%SRICI&II,      1060.00,      1060.00,      1060.00,      1060.00,      1060.00,                    58300.00,55, ,7,      1127.25,       895.00
N,NB,IDFCFIRSTB,BOND 8.70% 2022 TR-2 SR-I,      5330.00,      5360.00,      5360.00,      5360.00,      5360.00,                    21440.00,4, ,1,      5443.95,      4285.00
N,NB,NTPC,TFB 7.36% 2025 SR. 1B,      1140.00,      1117.34,      1117.34,      1117.34,      1117.34,                    17877.44,16, ,1,      1219.86,      1063.07
N,NB,RECLTD,BOND8.19% PA TF TR II S1A,      1125.50,      1125.00,      1125.00,      1125.00,      1125.00,                   114750.00,102, ,2,      1530.00,      1038.00
N,NB,TCFSL,SERENCD8.80%SRICIII&IV,      1032.25,      1032.00,      1033.80,      1032.00,      1033.05,                   963523.20,933, ,40,      1108.00,       867.40
N,NC,DHFL,SEC RED NCD 9.30% SR. 6B,       351.00,       355.00,       355.00,       351.10,       355.00,                   318485.00,902, ,10,       379.75,       117.00
