MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1059.94,      1059.00,      1060.35,      1059.00,      1060.30,                 18108035.13,17078, ,25,      1194.00,      1025.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1090.00,      1041.00,      1050.00,      1041.00,      1050.00,                   156870.00,150, ,3,      1132.80,       850.00
N,N1,NABARD,7.35% TAX FREE TRI SRIIA,      1330.99,      1266.00,      1266.00,      1266.00,      1266.00,                     2532.00,2, ,1,      1688.80,      1122.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1059.41,      1059.41,      1059.41,      1057.00,      1058.99,                  1557429.35,1472, ,39,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1060.00,      1050.74,      1060.00,      1050.00,      1059.99,                  1633385.80,1550, ,9,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.96,        31.88,        32.25,        31.85,        31.91,                   105285.41,3298, ,80,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1155.00,      1160.01,      1160.02,      1160.01,      1160.01,                    70760.76,61, ,4,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1270.00,      1270.90,      1275.00,      1270.90,      1275.00,                  1201340.00,945, ,6,      1369.90,      1051.60
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1071.40,      1079.90,      1079.90,      1079.90,      1079.90,                   272134.80,252, ,4,      1178.65,       970.00
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1214.99,      1205.00,      1224.00,      1205.00,      1221.48,                   387319.75,320, ,7,      1298.90,      1132.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1117.99,      1115.00,      1115.00,      1111.00,      1111.00,                   558845.00,503, ,10,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1284.00,      1290.00,      1297.99,      1289.00,      1290.39,                  2220205.50,1721, ,44,      1297.99,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1237.90,      1235.00,      1243.00,      1235.00,      1239.99,                  2343934.80,1893, ,26,      1300.00,      1029.85
N,N2,PFC,7.36% TAX FREE NCD,      1230.00,      1238.50,      1238.50,      1238.00,      1238.46,                  1337540.00,1080, ,2,      1238.50,      1060.00
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1186.01,      1200.00,      1200.00,      1177.00,      1180.10,                   448116.50,380, ,20,      1254.90,      1043.10
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       975.00,       900.00,       979.00,       900.00,       978.00,                   242770.00,250, ,4,       999.00,       705.00
N,N3,ERFLNCDI,SEC RED NCD 8.65% SR. III,       942.50,       930.00,       930.00,       930.00,       930.00,                      930.00,1, ,1,      1190.00,       651.05
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1110.99,      1113.00,      1114.80,      1113.00,      1113.00,                  1454618.00,1306, ,12,      1277.50,      1010.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,       991.00,       999.10,       999.10,       999.10,       999.10,                     9991.00,10, ,1,      1022.00,       701.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       315.00,       350.00,       350.00,       350.00,       350.00,                     1400.00,4, ,1,       370.00,       158.25
N,N4,IIFCL,8.91% TAX FREE NCD,      1477.00,      1477.10,      1478.00,      1476.50,      1478.00,                   192106.00,130, ,6,      1487.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1029.00,      1020.61,      1029.00,      1020.25,      1029.00,                  1843994.55,1806, ,20,      1057.80,       980.00
N,N4,NHAI,8.52% TAX FREE TR I S IB,      1275.00,      1290.00,      1290.00,      1290.00,      1290.00,                   258000.00,200, ,1,      1349.00,      1057.10
N,N4,NHBTF2014,BOND 8.51%PA TF TR-I S1B,      6185.00,      6185.10,      6185.10,      6185.10,      6185.10,                    61851.00,10, ,1,      6490.00,      5105.00
N,N4,NHPC,8.43% SEC RED BOND S1B,      1170.00,      1190.00,      1190.00,      1160.00,      1160.00,                   351680.00,298, ,4,      1320.00,      1032.40
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1154.50,      1120.00,      1145.00,      1120.00,      1145.00,                   320537.00,284, ,4,      1512.00,      1081.01
N,N4,PFC,8.20% TAX FREE NCD,      1053.95,      1059.69,      1061.00,      1054.40,      1056.00,                   913891.80,864, ,33,      1148.99,      1015.00
