GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,ALKEM LABORATORIES LTD.,      2795.00,      2789.05,0.21
G,AMBUJA CEMENTS LTD,       262.50,       262.00,0.19
 , , , , 
L,MOTHERSON SUMI SYSTEMS LT,       153.20,       157.20,-2.54
L,UNITED BREWERIES LTD,      1068.80,      1088.40,-1.8
L,PUNJAB NATIONAL BANK,        33.95,        34.45,-1.45
L,BANDHAN BANK LIMITED,       372.30,       377.20,-1.3
L,ABBOTT INDIA LIMITED,     15215.20,     15398.60,-1.19
L,ACC LIMITED,      1729.25,      1747.90,-1.07
L,P&G HYGIENE & HEALTH CARE,     10560.10,     10659.95,-0.94
L,AUROBINDO PHARMA LTD,       889.95,       897.15,-0.8
L,PETRONET LNG LIMITED,       252.35,       254.25,-0.75
L,SIEMENS LTD,      1506.90,      1517.55,-0.7
L,BIOCON LIMITED.,       430.30,       433.30,-0.69
L,DABUR INDIA LTD,       502.50,       506.00,-0.69
L,INDRAPRASTHA GAS LTD,       479.30,       482.40,-0.64
L,CADILA HEALTHCARE LIMITED,       450.80,       453.65,-0.63
L,SBI CARDS & PAY SER LTD,       796.95,       799.95,-0.38
L,GENERAL INS CORP OF INDIA,       139.65,       140.00,-0.25
L,ORACLE FIN SERV SOFT LTD.,      3016.45,      3018.00,-0.05
L,INFO EDGE (I) LTD,      4205.00,      4206.80,-0.04
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,SRNCD SR VII B,      1098.12,       915.10,20
G,HISAR METAL IND. LIMITED,        92.75,        77.30,19.99
G,SMARTLINK HOLDINGS LTD,        87.75,        73.15,19.96
G,MOLD TEK PACKAGING LTD,        79.40,        66.20,19.94
G,VAKRANGEE LIMITED,        51.20,        42.70,19.91
G,TRANS & RECTI. LTD,        15.80,        13.20,19.7
G,MT EDUCARE LTD,        11.55,         9.65,19.69
G,PANACEA BIOTEC LTD,       245.25,       206.00,19.05
G,SEC RED NCD 10.00% SR. VI,       900.00,       760.00,18.42
G,MADHAV COPPER LIMITED,        71.95,        61.00,17.95
G,HFCL LIMITED,        22.95,        19.50,17.69
G,GANGES SECURITIES LIMITED,        53.85,        46.10,16.81
G,SPIC LTD,        22.95,        19.85,15.62
G,NECTAR LIFESCIENCES LTD.,        21.25,        18.40,15.49
G,AJMERA REALTY & INF I LTD,       123.30,       107.45,14.75
G,SUBEX LTD,        31.10,        27.30,13.92
G,PENNAR INDUSTRIES LTD,        20.90,        18.35,13.9
G,LAXMI COTSPIN LIMITED,        10.25,         9.00,13.89
G,HEMISPHERE PROP IND LTD,        72.80,        64.20,13.4
G,ELECTROTHERM (I) LTD.,       115.80,       102.20,13.31
G,AIA ENGINEERING LIMITED,      2113.00,      1883.80,12.17
G,TATAAML - NETF,       157.13,       140.74,11.65
G,THE PHOENIX MILLS LTD,       767.95,       689.25,11.42
G,SEC RED NCD 8.88% SR. 2B,       350.00,       315.00,11.11
G,GENUS POWER INFRASTRU LTD,        32.70,        29.50,10.85
G,COMPUAGE INFOCOM LTD,        15.15,        13.70,10.58
G,PRAKASH PIPES LIMITED,        87.80,        79.70,10.16
G,SHAH ALLOYS LIMITED,         9.35,         8.50,10
G,HCL INFOSYSTEMS LTD,         9.90,         9.00,10
G,NEOGEN CHEMICALS LIMITED,       685.90,       623.55,10
 , , , , 
L,ART NIRMAN LIMITED,        21.00,        26.25,-20
L,UNS RED NCD SR. III,       808.94,       942.00,-14.13
L,SEC RED NCD SR. 8B,       400.00,       461.00,-13.23
L,SEC RED NCD 9.05% SR. II,       170.00,       195.43,-13.01
L,IRIS CLOTHINGS LIMITED,        37.40,        42.00,-10.95
L,SUNDARMAMC - MC1RG,         7.66,         8.50,-9.88
L,SUNDARMAMC - M15RG,         6.50,         7.17,-9.34
L,GTL INFRA.LTD,          .50,          .55,-9.09
L,SUNDARMAMC - M15RD,         5.61,         6.16,-8.93
L,UNS RED NCD 8.79% SR.VIII,       820.00,       900.00,-8.89
L,MOLDTEK RS.1.25 PPD UP,       165.95,       179.65,-7.63
L,PRAKASH STEELAGE LTD,          .65,          .70,-7.14
L,SILVER TOUCH TECHNO LTD,        91.00,        98.00,-7.14
L,LLOYDS STEELS IND. LTD.,          .70,          .75,-6.67
L,9.35% SRNCD SR V B,       750.05,       800.00,-6.24
L,BGR ENERGY SYSTEMS LTD,        38.70,        41.25,-6.18
L,CSB BANK LIMITED,       232.75,       247.50,-5.96
L,CUBEX TUBINGS LTD,        18.35,        19.50,-5.9
L,UMANG DAIRIES LIMITED,        48.15,        50.90,-5.4
L,DHANI LOANS & SERV LTD,       970.02,      1025.00,-5.36
L,PRECISION CAMSHAFTS LTD.,        45.95,        48.55,-5.36
L,VIDHI SPCLTY F INGRDNTS L,       115.35,       121.85,-5.33
L,BKM INDUSTRIES LIMITED,          .90,          .95,-5.26
L,SURANI STEEL TUBES LTD.,        19.00,        20.00,-5
L,MOTOR & GENERAL FINANCE L,        19.95,        21.00,-5
L,BSEL INFRASTRUCTURE REALT,          .95,         1.00,-5
L,KEYNOTE FIN SERV LTD.,        95.00,       100.00,-5
L,ACCURACY SHIPPING LIMITED,        29.55,        31.10,-4.98
L,GOI LOAN 7.50% 2034,       104.98,       110.46,-4.96
L,TREE HOUSE EDU LTD,         5.75,         6.05,-4.96
