MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     13478.30,     13512.30,     13579.35,     13402.85,     13513.85,643013618104.49,4067192504,Y, ,18536532,     13579.35,      7511.10
Y,NIFTY50 EQL Wgt,     14181.60,     14228.85,     14334.85,     14144.30,     14245.05,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     15181.70,     15228.55,     15303.00,     15120.75,     15237.25,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     10547.40,     10572.65,     10621.25,     10500.10,     10575.90,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     19211.35,     19171.40,     19329.20,     19016.85,     19255.45,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,      7688.15,      7713.95,      7753.60,      7656.30,      7705.05,0,0,Y, ,0,      7779.35,      4088.05
Y,NIFTY SMLCAP 50,      3362.90,      3381.00,      3409.55,      3362.65,      3393.50,0,0,Y, ,0,      3409.55,      1545.45
Y,NIFTY SMLCAP 250,      5835.55,      5870.45,      5908.35,      5831.10,      5865.25,0,0,Y, ,0,      5908.35,      2867.40
Y,NIFTY MIDSML 400,      7024.90,      7054.10,      7091.75,      7003.20,      7046.55,0,0,Y, ,0,      7103.65,      3650.20
Y,NIFTY200 QUALTY30,     11791.60,     11811.30,     11852.05,     11711.50,     11788.05,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     14062.55,     14112.80,     14200.25,     14002.85,     14118.50,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     13317.15,     13343.05,     13388.20,     13216.50,     13317.30,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     13272.80,     13295.20,     13349.85,     13118.40,     13226.60,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2316.70,      2321.00,      2329.40,      2299.40,      2318.55,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     22755.75,     22754.50,     22901.75,     22541.10,     22664.00,0,0,Y, ,0,     22901.75,     10991.25
Y,Nifty Next 50,     31850.65,     31922.40,     32066.20,     31602.20,     31928.80,0,0,Y, ,0,     32066.20,     18384.05
Y,Nifty Bank,     30510.35,     30555.30,     30811.80,     30328.45,     30604.85,0,0,Y, ,0,     32613.10,     16116.25
Y,NIFTY MIDCAP 100,     20392.70,     20468.70,     20583.15,     20299.10,     20437.20,0,0,Y, ,0,     20649.25,     10749.95
