MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1040.00,      1060.20,      1060.20,      1060.00,      1060.00,                    84814.00,80, ,3,      1078.65,       721.00
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1063.00,      1064.00,      1064.00,      1060.00,      1062.50,                   903108.75,850, ,10,      1194.00,      1025.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1139.51,      1080.00,      1080.00,      1080.00,      1080.00,                    97200.00,90, ,1,      1370.80,       850.00
N,N1,MAGMA,SEC RED NCD 10.25% SR. I,      1042.00,      1042.00,      1042.00,      1042.00,      1042.00,                    33344.00,32, ,3,      1139.00,       950.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1061.88,      1063.00,      1065.00,      1061.00,      1062.00,                  2131339.17,2005, ,36,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1065.99,      1060.00,      1060.00,      1051.20,      1059.70,                  1216005.00,1150, ,8,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.01,        32.00,        32.30,        32.00,        32.10,                   288776.20,9000, ,90,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1166.00,      1159.00,      1179.90,      1150.06,      1179.90,                   268384.32,230, ,17,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1285.00,      1285.00,      1285.00,      1285.00,      1285.00,                   115650.00,90, ,3,      1369.90,      1051.60
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1229.99,      1228.00,      1239.99,      1228.00,      1239.99,                   866799.00,700, ,9,      1298.90,      1132.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1127.07,      1125.00,      1125.00,      1115.06,      1115.59,                   455382.67,407, ,14,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1291.80,      1295.90,      1295.90,      1293.02,      1293.17,                   853767.10,660, ,13,      1298.00,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1247.92,      1254.00,      1254.50,      1251.80,      1253.78,                  1541608.80,1231, ,21,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1165.41,      1170.00,      1184.00,      1164.02,      1177.57,                   576621.10,491, ,12,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1090.00,      1091.01,      1091.01,      1091.01,      1091.01,                     1091.01,1, ,1,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       990.00,       985.00,       990.99,       985.00,       990.99,                   501418.91,509, ,7,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1117.95,      1117.95,      1118.60,      1110.00,      1118.60,                  3949737.05,3533, ,30,      1277.50,      1010.00
N,N3,IRFC,7.18 NCD 19FEB23 TR1 SR1,      1059.37,      1062.10,      1065.00,      1062.10,      1065.00,                    10635.50,10, ,2,      1150.00,      1040.00
N,N3,M&MFIN,UNSECURED NCD,      1495.00,      1512.00,      1512.00,      1512.00,      1512.00,                   136080.00,90, ,1,      1600.00,      1085.00
N,N3,PFC,7.60% TAX FREE NCD,      1330.84,      1325.00,      1345.00,      1325.00,      1345.00,                   110445.00,83, ,4,      1370.00,      1031.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,       992.50,       999.00,       999.00,       999.00,       999.00,                     4995.00,5, ,1,      1022.00,       701.00
N,N4,ERFLNCDI,SEC RED NCD 9.00% SR. IV,      1050.00,       999.00,       999.00,       987.80,       997.00,                   275988.50,277, ,8,      1050.00,       685.00
N,N4,HUDCO,7.34 NCD 16FEB23 TR1 SR1,      1126.50,      1126.70,      1126.70,      1126.70,      1126.70,                    28167.50,25, ,1,      1181.50,      1000.02
N,N4,IBUCCREDIT,SE RE NCD SR.IICIII&IV,      1150.00,      1175.55,      1175.55,      1085.26,      1085.26,                   108304.30,95, ,6,      1175.55,       650.10
N,N4,IIFCL,8.91% TAX FREE NCD,      1489.00,      1490.00,      1490.00,      1490.00,      1490.00,                    38740.00,26, ,2,      1494.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1031.00,      1031.00,      1040.00,      1028.55,      1028.55,                  1127382.05,1090, ,16,      1057.80,       980.00
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1160.00,      1160.00,      1160.00,      1102.18,      1112.28,                  1112413.14,977, ,17,      1512.00,      1090.00
N,N4,PFC,8.20% TAX FREE NCD,      1057.30,      1063.00,      1065.00,      1061.00,      1062.20,                   709689.30,668, ,18,      1148.99,      1015.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1072.00,      1070.00,      1075.00,      1070.00,      1075.00,                    77290.00,72, ,2,      1225.00,       925.30
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       935.00,       950.00,       950.00,       933.00,       937.04,                    37663.20,40, ,6,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       872.00,       870.00,       870.00,       860.00,       870.00,                   276249.00,318, ,10,       900.75,       650.10
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1266.20,      1265.50,      1265.50,      1265.50,      1265.50,                   917487.50,725, ,14,      1269.00,       905.15
N,N5,IDFCFIRSTB,BOND 8% 2021 TR-2 SR-I,      5315.00,      5315.00,      5315.00,      5315.00,      5315.00,                    21260.00,4, ,1,      5400.00,      4601.00
