GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,OIL AND NATURAL GAS CORP.,        96.80,        91.65,5.62
G,NTPC LTD,       102.40,        97.15,5.4
G,GAIL (INDIA) LTD,       125.85,       120.05,4.83
G,COAL INDIA LTD,       138.25,       134.85,2.52
G,TATA STEEL LIMITED,       621.70,       610.10,1.9
G,ITC LTD,       216.30,       212.70,1.69
G,ICICI BANK LTD.,       515.45,       506.95,1.68
G,INDIAN OIL CORP LTD,        93.85,        92.45,1.51
G,TITAN COMPANY LIMITED,      1442.40,      1424.20,1.28
G,BAJAJ AUTO LIMITED,      3327.65,      3290.85,1.12
G,STATE BANK OF INDIA,       272.45,       269.55,1.08
G,HINDUSTAN UNILEVER LTD.,      2374.75,      2350.45,1.03
G,BAJAJ FINANCE LIMITED,      4843.85,      4794.80,1.02
G,ULTRATECH CEMENT LIMITED,      5015.00,      4964.30,1.02
G,KOTAK MAHINDRA BANK LTD,      1920.40,      1903.30,.9
G,INDUSIND BANK LIMITED,       923.75,       915.85,.86
G,HDFC LIFE INS CO LTD,       664.50,       659.45,.77
G,TATA MOTORS LIMITED,       178.85,       177.60,.7
G,SUN PHARMACEUTICAL IND L,       568.10,       565.20,.51
G,HINDALCO  INDUSTRIES  LTD,       243.65,       242.70,.39
G,LARSEN & TOUBRO LTD.,      1194.30,      1190.35,.33
G,HDFC LTD,      2295.90,      2289.10,.3
G,NESTLE INDIA LIMITED,     18401.10,     18352.70,.26
G,SHREE CEMENT LIMITED,     23805.00,     23758.10,.2
G,POWER GRID CORP. LTD.,       193.10,       192.75,.18
 , , , , 
L,DIVI'S LABORATORIES LTD,      3642.10,      3732.25,-2.42
L,AXIS BANK LIMITED,       613.25,       627.05,-2.2
L,MAHINDRA & MAHINDRA LTD,       727.55,       736.15,-1.17
L,ADANI PORT & SEZ LTD,       466.30,       471.00,-1
L,CIPLA LTD,       755.85,       762.75,-0.9
L,EICHER MOTORS LTD,      2470.80,      2492.65,-0.88
L,TECH MAHINDRA LIMITED,       919.40,       927.30,-0.85
L,GRASIM INDUSTRIES LTD,       902.25,       909.50,-0.8
L,UPL LIMITED,       435.00,       438.45,-0.79
L,SBI LIFE INSURANCE CO LTD,       849.70,       856.05,-0.74
L,JSW STEEL LIMITED,       359.65,       362.30,-0.73
L,DR. REDDY'S LABORATORIES,      5016.95,      5053.10,-0.72
L,WIPRO LTD,       353.50,       355.90,-0.67
L,HCL TECHNOLOGIES LTD,       862.25,       866.75,-0.52
L,BHARAT PETROLEUM CORP  LT,       397.40,       399.30,-0.48
L,INFOSYS LIMITED,      1163.20,      1167.75,-0.39
L,BAJAJ FINSERV LTD.,      8995.05,      9028.85,-0.37
L,HERO MOTOCORP LIMITED,      3185.30,      3194.30,-0.28
L,HDFC BANK LTD,      1382.80,      1385.85,-0.22
L,ASIAN PAINTS LIMITED,      2520.95,      2526.05,-0.2
L,BRITANNIA INDUSTRIES LTD,      3732.75,      3739.75,-0.19
L,BHARTI AIRTEL LIMITED,       504.40,       505.15,-0.15
L,RELIANCE INDUSTRIES LTD,      2005.80,      2007.00,-0.06
L,MARUTI SUZUKI INDIA LTD.,      7733.55,      7736.00,-0.03
L,TATA CONSULTANCY SERV LT,      2783.60,      2784.30,-0.03
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,PUNJAB NATIONAL BANK,        40.50,        38.40,5.47
G,ABBOTT INDIA LIMITED,     16087.55,     15568.30,3.34
G,NMDC LTD.,       110.85,       107.80,2.83
G,MARICO LIMITED,       414.95,       404.15,2.67
G,PETRONET LNG LIMITED,       261.60,       254.90,2.63
G,POWER FIN CORP LTD.,       117.35,       114.55,2.44
G,AVENUE SUPERMARTS LIMITED,      2685.10,      2622.05,2.4
G,BANDHAN BANK LIMITED,       423.20,       414.90,2
G,UNITED BREWERIES LTD,      1157.40,      1137.80,1.72
G,P&G HYGIENE & HEALTH CARE,     11333.90,     11197.45,1.22
G,ICICI LOMBARD GIC LIMITED,      1466.55,      1449.75,1.16
G,HINDUSTAN PETROLEUM CORP,       217.35,       215.55,0.84
G,HINDUSTAN ZINC LIMITED,       241.20,       239.70,0.63
G,L&T INFOTECH LIMITED,      3268.65,      3251.40,0.53
G,ADANI GREEN ENERGY LTD,      1041.50,      1036.70,0.46
G,BAJAJ HOLDINGS & INVS LTD,      3062.25,      3048.75,0.44
G,ICICI PRU LIFE INS CO LTD,       498.65,       496.55,0.42
G,DLF LIMITED,       218.80,       217.90,0.41
G,BIOCON LIMITED.,       455.50,       453.95,0.34
G,INDRAPRASTHA GAS LTD,       482.25,       481.70,0.11
