GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,UNITED SPIRITS LIMITED,       593.40,       593.00,0.07
G,HAVELLS INDIA LIMITED,       827.45,       827.40,0.01
 , , , , 
L,INFO EDGE (I) LTD,      4521.35,      4591.15,-1.52
L,ACC LIMITED,      1608.75,      1632.65,-1.46
L,PIRAMAL ENTERPRISES LTD,      1433.85,      1454.00,-1.39
L,BANK OF BARODA,        65.45,        66.35,-1.36
L,ADANI TRANSMISSION LTD,       425.05,       430.25,-1.21
L,GENERAL INS CORP OF INDIA,       142.25,       143.95,-1.18
L,SBI CARDS & PAY SER LTD,       823.20,       831.75,-1.03
L,AMBUJA CEMENTS LTD,       245.80,       248.30,-1.01
L,MUTHOOT FINANCE LIMITED,      1173.00,      1184.70,-0.99
L,PIDILITE INDUSTRIES LTD,      1638.60,      1651.35,-0.77
L,ALKEM LABORATORIES LTD.,      2896.15,      2918.30,-0.76
L,COLGATE PALMOLIVE LTD.,      1574.30,      1585.35,-0.7
L,CADILA HEALTHCARE LIMITED,       466.65,       469.55,-0.62
L,TATA CONSUMER PRODUCT LTD,       576.40,       579.90,-0.6
L,LUPIN LIMITED,       939.40,       943.10,-0.39
L,INTERGLOBE AVIATION LTD,      1729.90,      1736.35,-0.37
L,CONTAINER CORP OF IND LTD,       400.85,       402.25,-0.35
L,BHARTI INFRATEL LTD.,       244.90,       245.75,-0.35
L,BOSCH LIMITED,     13163.10,     13208.20,-0.34
L,BERGER PAINTS (I) LTD,       677.30,       679.55,-0.33
L,GODREJ CONSUMER PRODUCTS,       726.60,       728.55,-0.27
L,MOTHERSON SUMI SYSTEMS LT,       154.30,       154.65,-0.23
L,TORRENT PHARMACEUTICALS L,      2646.70,      2651.70,-0.19
L,AUROBINDO PHARMA LTD,       897.35,       899.00,-0.18
L,DABUR INDIA LTD,       513.80,       514.40,-0.12
L,SIEMENS LTD,      1535.75,      1537.00,-0.08
L,ORACLE FIN SERV SOFT LTD.,      3131.90,      3133.30,-0.04
L,HDFC AMC LIMITED,      2838.60,      2839.15,-0.02
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,JAIPRAKASH POWER VEN. LTD,         3.90,         3.25,20
G,CORAL INDIA FIN & HOUS LT,        26.15,        21.80,19.95
G,LAMBODHARA TEXTILES LTD.,        49.70,        41.45,19.9
G,SIL INVESTMENTS LIMITED,       205.75,       171.70,19.83
G,ANIK INDUSTRIES LTD,        18.50,        15.45,19.74
G,PRAJAY ENG. SYN. LTD.,        10.55,         8.85,19.21
G,AJMERA REALTY & INF I LTD,       139.45,       117.10,19.09
G,KAMDHENU LIMITED,       108.25,        91.10,18.83
G,SEC RED NCD 9.05% SR. 3A,       320.00,       270.00,18.52
G,CENTURY EXTRUSIONS LTD,         6.45,         5.45,18.35
G,B.A.G FILMS AND MEDIA LTD,         3.90,         3.30,18.18
G,CYBERTECH SYSTEMS & SOFTW,        95.55,        81.10,17.82
G,TVS ELECTRONICS LTD,       147.30,       125.45,17.42
G,GKW LIMITED,       709.00,       605.60,17.07
G,TVS SRICHAKRA LIMITED,      2068.85,      1779.25,16.28
G,ALPS INDUSTRIES LTD,         1.10,          .95,15.79
G,SHALIM PAINTS LTD,        83.40,        72.60,14.88
G,RAVI KUMAR DIST. LTD.,         8.15,         7.10,14.79
G,ELGI RUBBER CO. LTD,        23.90,        20.90,14.35
G,HINDUJA GLOBAL SOLS. LTD.,      1123.50,       982.70,14.33
G,HINDUSTAN CONSTRUCTION CO,         8.20,         7.20,13.89
G,THE ANUP ENGINEERING LTD,       792.20,       698.25,13.46
G,WATERBASE LIMITED,       124.10,       109.60,13.23
G,S. P. APPARELS LIMITED,       170.50,       150.85,13.03
G,PROSEED INDIA LIMITED,          .45,          .40,12.5
G,SUTLEJ TEXT & INDUS LTD,        37.90,        33.70,12.46
G,DISH TV INDIA LTD.,        13.65,        12.15,12.35
G,BHARAT GEARS LTD.,        84.25,        75.00,12.33
G,ARVIND SMARTSPACES LTD,       105.60,        94.15,12.16
G,PANAMA PETROCHEM LTD,        98.35,        88.15,11.57
 , , , , 
L,BOND 8.40% PA TF TI-SIIA,      1320.00,      1549.99,-14.84
L,SEC RED NCD 9.50% SR. VII,       680.01,       789.70,-13.89
L,SEC RED NCD 9.15% SR III,       171.01,       190.00,-9.99
L,LLOYDS STEELS IND. LTD.,         1.00,         1.10,-9.09
L,SHRENIK LIMITED,         5.10,         5.60,-8.93
L,SOMI CONVEYOR BELT. LTD.,        24.65,        26.90,-8.36
L,HDFCAMC - HHOF1140RD,         8.19,         8.88,-7.77
L,SUMIT WOODS LIMITED,        12.10,        13.05,-7.28
L,MAGMA FINCORP LIMITED,        41.50,        44.50,-6.74
L,ESSAR SHIPPING LTD,         9.70,        10.35,-6.28
L,VIJI FINANCE LIMITED,          .75,          .80,-6.25
L,ZODIAC JRD-MKJ LTD,        27.20,        29.00,-6.21
L,HARRISON MALAYALAM LTD,       118.45,       126.05,-6.03
L,SEC RED NCD 8.10% SR.IV,      1080.00,      1149.00,-6.01
L,RAMKY INFRA LTD,        41.25,        43.85,-5.93
L,KREBS BIOCHEMICALS & IND,       106.25,       112.60,-5.64
L,SE RE NCD SR.IICIII&IV,      1085.26,      1150.00,-5.63
L,GAMMON INFRA PROJ LTD.,          .85,          .90,-5.56
L,BODHI TREE MULTIMEDIA LTD,        85.00,        89.95,-5.5
L,ADHUNIK INDUSTRIES LTD,        28.45,        30.10,-5.48
L,EMAMI PAPER MILLS LIMITED,        80.85,        85.35,-5.27
L,CHROMATIC INDIA LTD,          .90,          .95,-5.26
L,DATAMATICS GLOBAL SER LTD,        93.60,        98.80,-5.26
L,8.72% UNSECURED NCD,      1080.00,      1139.51,-5.22
L,AUTOLITE (INDIA) LIMITED,        23.05,        24.30,-5.14
L,RAJSHREE SUGAR & CHEMICAL,        15.90,        16.75,-5.07
L,SEC RED NCD 9.00% SR. IV,       997.00,      1050.00,-5.05
L,ARIHANT FOUN & HOU LTD,        18.95,        19.95,-5.01
L,AHLADA ENGINEERS LIMITED,        82.65,        87.00,-5
L,MANGALAM TIMBER PRODUCTS,         9.50,        10.00,-5
