MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       301.09,       310.00,       310.00,       297.51,       304.72,                   120096.02,396,39,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       307.89,       307.50,       311.00,       307.50,       311.00,                     3402.50,11,4,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       299.25,       301.21,       307.02,       300.87,       305.00,                   342707.00,1132,54,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        43.14,        43.40,        43.40,        43.00,        43.12,                  2912111.94,67476,1308,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       137.73,       138.82,       139.70,       137.85,       139.09,                   808387.74,5831,208,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       303.45,       303.45,       309.30,       303.45,       308.41,                259984524.92,848733,7178,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4571.15,      4611.00,      4611.00,      4527.05,      4538.75,                  1719888.45,377,81,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       146.78,       148.00,       148.80,       147.30,       148.80,                    21233.59,143,23,       148.80,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        19.95,        20.07,        20.28,        19.91,        19.98,                116355262.77,5763977,3771,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3334.11,      3334.11,      3351.19,      3250.66,      3351.19,                    43346.17,13,7,      3953.96,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1109.74,      1109.74,      1109.90,      1108.51,      1109.71,                  1547779.50,1395,49,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1023.92,      1022.95,      1025.40,      1022.95,      1023.52,                  7784312.17,7607,63,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1133.33,      1132.45,      1133.45,      1130.85,      1132.46,                 11614367.04,10253,63,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1018.00,      1017.50,      1019.00,      1017.50,      1018.92,                 12558105.28,12326,111,      1029.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       398.99,       400.00,       402.00,       387.00,       402.00,                    43795.00,112,17,       402.00,       238.00,NIFTY QUALITY 30
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        43.34,        43.99,        45.00,        43.05,        43.18,                170864850.86,3956870,12195,      3370.10,        30.10,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4496.95,      4476.00,      4505.00,      4470.50,      4498.05,                  5838690.40,1301,357,      5374.80,      3333.60,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       300.65,       301.25,       306.15,       301.15,       304.39,                  2233135.39,7350,407,       306.15,       200.10,NIFTY BANK INDEX
N,EQ,HDFCMFGETF,HDFC GOLD ETF,      4447.60,      4441.00,      4443.85,      4415.25,      4427.75,                 43566887.80,9839,833,      5338.50,      3385.00,GOLD
N,EQ,HDFCNIFETF,HDFCAMC - HDFCNIFETF,      1408.18,      1411.30,      1423.00,      1411.08,      1422.95,                   942545.86,665,82,      1650.00,       850.00,NIFTY
N,EQ,HDFCSENETF,HDFCAMC - HDFCSENETF,      4881.58,      4890.00,      4900.00,      4841.01,      4900.00,                   278842.01,57,26,      5000.00,      2940.00,SENSEX
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       347.85,       352.00,       358.91,       343.31,       346.07,                  5869138.98,16850,203,      3284.00,       269.10,HANG SENG INDEX
N,EQ,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,       133.31,       136.80,       137.90,       134.13,       135.88,                   258970.68,1904,159,       144.87,        68.09,NIFTY 50
N,EQ,ICICI500,ICICIPRAMC - ICICI500,       181.60,       181.60,       183.90,       181.60,       182.94,                    90416.96,495,92,       183.90,        88.02,S&P BSE 500 INDEX
N,EQ,ICICIALPLV,ICICIPRAMC - ICICIALPLV,       133.10,       133.10,       134.00,       133.10,       133.79,                   157864.09,1182,21,       147.25,        99.90,NIFTY ALPHA LOW-VOLATILITY 30 INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,        30.94,        30.95,        31.39,        30.95,        31.26,                 11688085.67,374174,6027,        35.05,        20.70,S&P BSE BHARAT 22 INDEX
N,EQ,ICICIBANKN,ICICIPRAMC - IPRU5008,       300.61,       310.00,       310.00,       301.00,       304.64,                  3067564.41,10111,444,       374.20,       164.32,NIFTY BANK
N,EQ,ICICIBANKP,ICICIPRAMC - ICICIBANKP,       164.85,       166.00,       169.89,       164.80,       167.72,                  7521723.98,44909,612,       188.00,        85.95,NIFTY PRIVATE BANK INDEX
N,EQ,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,        44.34,        44.15,        44.50,        44.00,        44.19,                  3785124.98,85711,1322,        54.10,        32.10,GOLD
N,EQ,ICICILIQ,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.00,       999.99,       999.99,                  3585997.74,3586,22,      1050.00,       805.95,S&P BSE LIQUID RATE INDEX
N,EQ,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,       108.86,       108.32,       110.70,       108.32,       109.98,                   648261.51,5900,243,       121.00,        61.00,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,ICICIM150,ICICIPRAMC - ICICIM150,        77.26,        77.73,        78.30,        76.00,        78.15,                   172897.75,2218,38,        78.77,        45.10,NIFTY MIDCAP 150
N,EQ,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,        75.86,        76.00,        76.89,        75.90,        75.93,                   632318.88,8276,160,        81.90,        37.60,S&P BSE MIDCAP SELECT INDEX
N,EQ,ICICINF100,ICICI PRUD NIFTY 100 ETF,       145.33,       146.00,       150.00,       146.00,       147.01,                   198154.98,1348,127,       154.80,        90.10,NIFTY 100
N,EQ,ICICINIFTY,ICICI PRUD NIFTY ETF,       141.87,       141.66,       143.64,       140.00,       143.44,                  9837804.39,68805,3938,       158.20,        81.31,NIFTY50
N,EQ,ICICINV20,ICICI PRUDENTIAL NV20 ETF,        68.03,        69.00,        69.40,        67.10,        68.66,                   324349.01,4728,305,        70.00,        32.89,NIFTY50 VALUE 20
N,EQ,ICICINXT50,ICICIPRAMC - ICICINXT50,        32.07,        33.47,        33.47,        32.05,        32.06,                   443866.61,13757,200,        33.47,        17.00,NIFTY NEXT 50 ETF
N,EQ,ICICISENSX,ICICI PRUD SENSEX ETF,       490.61,       492.33,       497.25,       492.32,       494.83,                   616980.99,1248,86,       497.25,       290.00,SENSEX
