GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,ABBOTT INDIA LIMITED,     15399.35,     15389.85,0.06
 , , , , 
L,PUNJAB NATIONAL BANK,        39.40,        40.60,-2.96
L,ADANI GREEN ENERGY LTD,      1070.10,      1098.65,-2.6
L,ACC LIMITED,      1656.60,      1684.50,-1.66
L,AMBUJA CEMENTS LTD,       252.85,       257.10,-1.65
L,PETRONET LNG LIMITED,       257.70,       261.50,-1.45
L,ADANI TRANSMISSION LTD,       426.55,       431.90,-1.24
L,SBI CARDS & PAY SER LTD,       845.60,       855.65,-1.17
L,PIRAMAL ENTERPRISES LTD,      1466.20,      1483.45,-1.16
L,AVENUE SUPERMARTS LIMITED,      2625.30,      2652.10,-1.01
L,BANDHAN BANK LIMITED,       399.95,       403.90,-0.98
L,INTERGLOBE AVIATION LTD,      1731.65,      1747.65,-0.92
L,AUROBINDO PHARMA LTD,       888.20,       896.15,-0.89
L,INDRAPRASTHA GAS LTD,       483.15,       487.30,-0.85
L,ICICI LOMBARD GIC LIMITED,      1453.40,      1464.40,-0.75
L,NMDC LTD.,       107.05,       107.80,-0.7
L,HDFC AMC LIMITED,      2811.95,      2829.40,-0.62
L,TORRENT PHARMACEUTICALS L,      2655.40,      2671.55,-0.6
L,UNITED SPIRITS LIMITED,       583.80,       586.30,-0.43
L,MUTHOOT FINANCE LIMITED,      1190.45,      1195.20,-0.4
L,P&G HYGIENE & HEALTH CARE,     10901.20,     10934.70,-0.31
L,CONTAINER CORP OF IND LTD,       403.45,       404.55,-0.27
L,MOTHERSON SUMI SYSTEMS LT,       157.70,       158.05,-0.22
L,GODREJ CONSUMER PRODUCTS,       704.95,       706.50,-0.22
L,BAJAJ HOLDINGS & INVS LTD,      3069.95,      3074.90,-0.16
L,ALKEM LABORATORIES LTD.,      2906.55,      2910.40,-0.13
L,DABUR INDIA LTD,       502.15,       502.60,-0.09
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,B.C. POWER CONTROLS LTD,         7.80,         6.50,20
G,FCS SOFTWARE SOLN. LTD.,          .60,          .50,20
G,WELSPUN INV & COMM LTD,       423.70,       353.10,19.99
G,ZENITH EXPORTS LTD,        69.70,        58.10,19.97
G,WEIZMANN LTD,        49.35,        41.15,19.93
G,PRIME FOCUS LIMITED,        46.40,        38.70,19.9
G,DCM LTD,        32.25,        26.90,19.89
G,ALCHEMIST LTD,         7.90,         6.60,19.7
G,TAX FREE 7.04% SR. 107,      1330.00,      1111.15,19.7
G,IMAGICAAWORLD ENT LTD,         6.15,         5.15,19.42
G,PRAKASH STEELAGE LTD,         1.25,         1.05,19.05
G,GAMMON INFRA PROJ LTD.,          .95,          .80,18.75
G,PC JEWELLER LTD,        22.75,        19.25,18.18
G,DISH TV INDIA LTD.,        13.20,        11.20,17.86
G,HERITAGE FOODS LTD,       329.50,       279.75,17.78
G,BIRLA TYRES LIMITED,        30.90,        26.25,17.71
G,SETUBANDHAN INFRA LTD,         1.05,          .90,16.67
G,IFCI LTD,         9.35,         8.05,16.15
G,HBL POWER SYSTEMS LTD.,        26.95,        23.25,15.91
G,SICAL LOGISTICS LIMITED,        13.90,        12.05,15.35
G,DATAMATICS GLOBAL SER LTD,       102.20,        88.65,15.28
G,NILA SPACES LIMITED,         1.90,         1.65,15.15
G,VARDHMAN POLYTEX LTD.,         9.65,         8.40,14.88
G,VIJI FINANCE LIMITED,          .80,          .70,14.29
G,BF UTILITIES LIMITED,       305.25,       267.20,14.24
G,MAWANA SUGARS LIMITED,        41.05,        36.10,13.71
G,DALMIA BHARAT SUG IN LTD,       152.75,       135.00,13.15
G,SHOPPERS STOP LIMITED,       219.50,       194.60,12.8
G,KUANTUM PAPERS LIMITED,        59.40,        52.70,12.71
G,ZENSAR TECHNOLOGIES  LTD,       260.45,       231.40,12.55
 , , , , 
L,VAXTEX COTFAB LIMITED,        21.55,        26.90,-19.89
L,8.72% UNSECURED NCD,      1139.51,      1370.80,-16.87
L,USHANTI COLOUR CHEM LTD,        29.50,        34.00,-13.24
L,SEC RED NCD 9.05% SR. II,       170.10,       190.00,-10.47
L,TARMAT LIMITED,        46.65,        51.60,-9.59
L,MOHOTA INDUSTRIES LIMITED,        10.00,        11.00,-9.09
L,UNS RED NCD 9.25% SR. I,       705.09,       775.00,-9.02
L,UJAAS ENERGY LIMITED,         3.15,         3.45,-8.7
L,SEC RED NCD 9.70% SR. V,      1060.00,      1160.00,-8.62
L,KALPATARU POWER TRANS. LT,       325.15,       355.55,-8.55
L,AGRI-TECH (INDIA) LIMITED,        42.45,        46.30,-8.32
L,CENTURY EXTRUSIONS LTD,         6.25,         6.80,-8.09
L,LGB FORGE LIMITED,         4.05,         4.40,-7.95
L,SEC RED NCD 9.15% SR. 2B,       360.00,       389.65,-7.61
L,JAIPRAKASH POWER VEN. LTD,         3.10,         3.35,-7.46
L,SHRENIK LIMITED,         5.10,         5.50,-7.27
L,8.50% TAX FREE TR I S IIA,      1395.00,      1499.99,-7
L,GEOJIT FINANCIAL SER L,        54.15,        58.15,-6.88
L,SUBEX LTD,        30.10,        32.30,-6.81
L,IMPEX FERRO TECH LIMITED,          .70,          .75,-6.67
L,BGR ENERGY SYSTEMS LTD,        51.25,        54.90,-6.65
L,CANARA BANK,       128.15,       137.00,-6.46
L,HERCULES HOI. LTD.,       122.85,       131.20,-6.36
L,PTC INDIA FIN SERV LTD,        21.55,        23.00,-6.3
L,2.50% GOLDBONDS2025SR-VII,      4770.00,      5090.00,-6.29
L,KIOCL LIMITED,       115.70,       123.15,-6.05
L,OSWAL CHEM. & FERT. LTD.,        15.55,        16.55,-6.04
L,ADANI POWER LTD,        49.25,        52.40,-6.01
L,BHARAT ROAD NETWORK LTD,        32.40,        34.40,-5.81
L,GUJ. APOLLO IND. LTD.,       201.50,       213.90,-5.8
