GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,UPL LIMITED,       492.60,       472.80,4.19
G,ASIAN PAINTS LIMITED,      2522.30,      2438.90,3.42
G,INDIAN OIL CORP LTD,        93.95,        91.05,3.19
G,KOTAK MAHINDRA BANK LTD,      1883.55,      1833.80,2.71
G,HDFC BANK LTD,      1407.20,      1376.30,2.25
G,AXIS BANK LIMITED,       634.20,       620.65,2.18
G,INFOSYS LIMITED,      1175.20,      1153.35,1.89
G,RELIANCE INDUSTRIES LTD,      2026.95,      1993.75,1.67
G,ITC LTD,       205.40,       202.45,1.46
G,HINDUSTAN UNILEVER LTD.,      2292.20,      2260.00,1.42
G,INDUSIND BANK LIMITED,       928.50,       916.70,1.29
G,BHARAT PETROLEUM CORP  LT,       395.15,       390.45,1.2
G,BAJAJ FINANCE LIMITED,      4844.15,      4792.15,1.09
G,DIVI'S LABORATORIES LTD,      3725.40,      3690.00,.96
G,DR. REDDY'S LABORATORIES,      5056.90,      5015.20,.83
G,LARSEN & TOUBRO LTD.,      1181.00,      1171.40,.82
G,HCL TECHNOLOGIES LTD,       870.55,       863.80,.78
G,HERO MOTOCORP LIMITED,      3190.70,      3167.95,.72
G,GAIL (INDIA) LTD,       122.50,       121.75,.62
G,ICICI BANK LTD.,       511.50,       508.40,.61
G,POWER GRID CORP. LTD.,       192.70,       191.60,.57
G,OIL AND NATURAL GAS CORP.,        91.20,        90.75,.5
G,TATA MOTORS LIMITED,       182.70,       181.80,.5
G,SBI LIFE INSURANCE CO LTD,       858.00,       853.80,.49
G,TATA CONSULTANCY SERV LT,      2810.80,      2797.30,.48
G,BAJAJ FINSERV LTD.,      9010.65,      8969.40,.46
G,COAL INDIA LTD,       134.70,       134.25,.34
G,NESTLE INDIA LIMITED,     17569.15,     17519.45,.28
G,HDFC LIFE INS CO LTD,       652.60,       651.50,.17
G,SUN PHARMACEUTICAL IND L,       569.55,       568.70,.15
 , , , , 
L,HINDALCO  INDUSTRIES  LTD,       241.00,       245.70,-1.91
L,SHREE CEMENT LIMITED,     24420.70,     24775.75,-1.43
L,ULTRATECH CEMENT LIMITED,      5144.80,      5217.75,-1.4
L,WIPRO LTD,       359.50,       363.70,-1.15
L,MARUTI SUZUKI INDIA LTD.,      7709.25,      7762.70,-0.69
L,TATA STEEL LIMITED,       609.35,       613.45,-0.67
L,GRASIM INDUSTRIES LTD,       920.25,       925.80,-0.6
L,BAJAJ AUTO LIMITED,      3306.55,      3326.20,-0.59
L,STATE BANK OF INDIA,       270.35,       271.90,-0.57
L,BRITANNIA INDUSTRIES LTD,      3627.10,      3645.40,-0.5
L,CIPLA LTD,       762.40,       766.00,-0.47
L,TECH MAHINDRA LIMITED,       929.50,       932.30,-0.3
L,JSW STEEL LIMITED,       361.85,       362.65,-0.22
L,HDFC LTD,      2306.70,      2309.75,-0.13
L,TITAN COMPANY LIMITED,      1426.15,      1427.85,-0.12
L,BHARTI AIRTEL LIMITED,       503.05,       503.60,-0.11
L,EICHER MOTORS LTD,      2547.25,      2548.20,-0.04
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,DLF LIMITED,       212.20,       206.50,2.76
G,INFO EDGE (I) LTD,      4383.35,      4269.15,2.68
G,BHARTI INFRATEL LTD.,       246.40,       240.20,2.58
G,UNITED BREWERIES LTD,      1139.95,      1112.65,2.45
G,HINDUSTAN ZINC LIMITED,       243.15,       237.50,2.38
G,POWER FIN CORP LTD.,       118.40,       115.95,2.11
G,BOSCH LIMITED,     13509.35,     13246.35,1.99
G,SIEMENS LTD,      1564.95,      1538.25,1.74
G,GENERAL INS CORP OF INDIA,       145.05,       142.65,1.68
G,BERGER PAINTS (I) LTD,       677.95,       668.15,1.47
G,ORACLE FIN SERV SOFT LTD.,      3159.10,      3118.05,1.32
G,BIOCON LIMITED.,       450.95,       445.45,1.23
G,HINDUSTAN PETROLEUM CORP,       218.30,       215.85,1.14
G,MARICO LIMITED,       398.40,       394.05,1.1
G,ICICI PRU LIFE INS CO LTD,       486.85,       483.30,0.73
G,CADILA HEALTHCARE LIMITED,       467.95,       465.05,0.62
G,BANK OF BARODA,        65.60,        65.20,0.61
G,PIDILITE INDUSTRIES LTD,      1620.55,      1611.15,0.58
G,TATA CONSUMER PRODUCT LTD,       565.50,       562.75,0.49
G,HAVELLS INDIA LIMITED,       823.85,       819.90,0.48
G,LUPIN LIMITED,       950.60,       948.25,0.25
G,COLGATE PALMOLIVE LTD.,      1567.90,      1564.65,0.21
G,L&T INFOTECH LIMITED,      3265.85,      3261.45,0.13
