MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       141.27,       143.00,       143.00,       140.50,       142.29,                321062583.16,2265003,9958,      1294.32,        81.00,NIFTY 50
N,EQ,NIFTYEES,EDELWEISS ETF - NIFTY 50,     16701.00,     17095.00,     17095.00,     16550.00,     16550.00,                    33645.00,2,2,     17095.00,      7500.90,NIFTY 50
N,EQ,NPBET,TATAAML - NPBET,       159.00,       159.00,       162.00,       157.02,       158.26,                   121296.99,757,36,       190.00,        88.11,NIFTY PRIVATE BANK INDEX
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        18.73,        19.00,        19.67,        18.13,        19.04,                 13003942.72,686706,1169,       286.00,         9.88,NIFTY PSU BANK INDEX
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,      2140.05,      2134.80,      2137.00,      2118.00,      2131.50,                  5349258.80,2510,162,      2522.40,      1620.00,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY ETF,      1367.00,      1374.00,      1384.00,      1358.00,      1378.00,                   275793.30,201,29,      1406.00,       771.31,NIFTY 50
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       223.84,       226.90,       226.90,       221.10,       226.43,                   153066.36,681,44,       250.00,       201.20,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       165.99,       168.90,       168.90,       164.11,       167.00,                   146703.25,879,69,       168.90,       130.60,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       118.28,       119.70,       119.70,       118.15,       118.66,                   309741.70,2613,81,       119.70,        73.20,NIFTY 200 QUALITY 30 INDEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       202.15,       200.25,       241.70,       200.20,       209.97,                  7804940.00,36233,153,       241.70,       154.27,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,      4410.85,      4429.00,      4429.00,      4375.00,      4385.30,                 51079764.30,11621,1157,      5135.75,      3380.00,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       137.47,       137.89,       149.80,       137.05,       138.16,                106561555.81,774575,1323,       149.80,        79.00,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       299.87,       317.90,       317.90,       298.56,       300.31,                 25555905.97,85071,1072,       335.00,       169.00,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       324.74,       325.00,       328.74,       322.10,       327.22,                  3220055.00,9854,456,       343.10,       190.00,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       328.00,       332.00,       332.00,       320.00,       331.67,                   199399.28,602,51,       347.00,       157.95,SHARIAH INDEX
N,EQ,UTIBANKETF,UTIAMC - UTIBANKETF,       302.10,       300.70,       304.11,       298.86,       303.26,                    61828.27,205,18,       304.11,       202.50,NIFTY BANK INDEX
N,EQ,UTINEXT50,UTIAMC - UTINEXT50,       324.64,       323.70,       329.17,       315.90,       327.50,                   472679.94,1454,67,       349.89,       202.10,NIFTY NEXT 50
N,EQ,UTINIFTETF,UTIAMC - UTINIFTETF,      1416.25,      1407.87,      1428.80,      1407.87,      1420.72,                  1146740.19,807,68,      1480.00,       840.00,NIFTY 50
N,EQ,UTISENSETF,UTIAMC - UTISENSETF,       476.30,       476.30,       484.00,       475.85,       479.67,                   452071.56,944,123,       487.40,       301.00,SENSEX
N,EQ,UTISXN50,UTIAMC - UTISXN50,       359.97,       344.99,       359.98,       330.35,       359.97,                     9783.62,28,14,       390.40,       190.67,BSE SENSEX NEXT 50
