MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     13258.55,     13264.85,     13366.65,     13241.95,     13355.75,681120989466.35,3334606467,Y, ,20233705,     13366.65,      7511.10
Y,NIFTY50 EQL Wgt,     14112.35,     14134.65,     14225.90,     14116.90,     14213.20,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     15042.85,     15074.30,     15176.75,     15064.95,     15159.75,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     10384.90,     10382.80,     10458.00,     10373.80,     10450.10,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     19268.10,     19321.75,     19345.20,     19151.05,     19236.20,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,      7625.90,      7651.85,      7712.70,      7650.35,      7706.60,0,0,Y, ,0,      7712.70,      4088.05
Y,NIFTY SMLCAP 50,      3322.05,      3338.10,      3359.35,      3336.40,      3349.95,0,0,Y, ,0,      3359.35,      1545.45
Y,NIFTY SMLCAP 250,      5764.90,      5798.45,      5854.45,      5797.25,      5844.00,0,0,Y, ,0,      5854.45,      2867.40
Y,NIFTY MIDSML 400,      6959.40,      6988.20,      7044.85,      6987.05,      7039.75,0,0,Y, ,0,      7044.85,      3650.20
Y,NIFTY200 QUALTY30,     11573.75,     11570.35,     11662.15,     11569.65,     11652.00,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     13906.85,     13917.15,     14046.30,     13875.30,     14026.15,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     13181.70,     13175.80,     13269.80,     13170.55,     13259.45,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     13026.70,     13031.40,     13152.05,     13025.75,     13138.10,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2274.90,      2275.80,      2292.40,      2271.35,      2290.80,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     22309.80,     22333.30,     22482.90,     22271.00,     22440.85,0,0,Y, ,0,     22619.00,     10991.25
Y,Nifty Next 50,     31439.10,     31515.35,     31784.40,     31448.05,     31724.75,0,0,Y, ,0,     31784.40,     18384.05
Y,Nifty Bank,     30052.40,     30062.60,     30354.20,     29950.60,     30211.55,0,0,Y, ,0,     32613.10,     16116.25
Y,NIFTY MIDCAP 100,     20197.30,     20262.40,     20447.85,     20252.80,     20428.45,0,0,Y, ,0,     20447.85,     10749.95
Y,Nifty 500,     10978.85,     10994.15,     11078.35,     10982.75,     11070.25,0,0,Y, ,0,     11078.35,      6151.60
Y,Nifty 100,     13396.50,     13406.35,     13508.10,     13387.85,     13497.85,0,0,Y, ,0,     13508.10,      7624.85
Y,Nifty Midcap 50,      5696.00,      5710.30,      5765.35,      5705.65,      5755.65,0,0,Y, ,0,      5765.35,      2855.35
Y,Nifty Realty,       283.40,       283.85,       284.90,       281.40,       282.45,0,0,Y, ,0,       336.35,       160.85
Y,Nifty Infra,      3565.90,      3578.00,      3608.15,      3571.20,      3604.30,0,0,Y, ,0,      3608.15,      2072.60
Y,Nifty Energy,     16923.55,     16953.50,     17081.70,     16940.25,     16998.60,0,0,Y, ,0,     17102.10,      9750.00
Y,Nifty FMCG,     32356.75,     32358.60,     32907.45,     32351.95,     32866.90,0,0,Y, ,0,     32907.45,     22699.05
Y,Nifty MNC,     15234.90,     15276.90,     15331.75,     15238.95,     15290.90,0,0,Y, ,0,     15331.75,      9648.20
Y,Nifty Pharma,     12353.60,     12376.45,     12636.90,     12314.80,     12555.95,0,0,Y, ,0,     12636.90,      6242.85
Y,Nifty PSE,      2757.30,      2765.25,      2805.95,      2764.55,      2789.50,0,0,Y, ,0,      3286.05,      1952.20
Y,Nifty PSU Bank,      1697.95,      1703.75,      1743.60,      1700.25,      1733.95,0,0,Y, ,0,      2596.10,      1078.45
Y,Nifty Serv Sector,     18431.75,     18447.30,     18582.60,     18404.00,     18561.55,0,0,Y, ,0,     18582.60,     10401.30
Y,India VIX,18.0275,18.0275,18.3150,16.9500,18.0250,0,0,Y, ,0,86.6350,9.6175
Y,Nifty Auto,      9302.20,      9313.05,      9339.90,      9260.60,      9311.10,0,0,Y, ,0,      9408.75,      4452.20
Y,Nifty Metal,      3161.35,      3168.25,      3202.35,      3142.95,      3161.20,0,0,Y, ,0,      3202.35,      1480.70
Y,Nifty Media,      1583.50,      1594.40,      1631.55,      1590.45,      1627.70,0,0,Y, ,0,      1918.50,       972.95
Y,NIFTY SMLCAP 100,      6699.35,      6734.25,      6793.85,      6728.25,      6783.85,0,0,Y, ,0,      6793.85,      3202.90
Y,Nifty 200,      6890.55,      6897.60,      6951.05,      6889.60,      6945.80,0,0,Y, ,0,      6951.05,      3893.05
Y,Nifty Div Opps 50,      2742.15,      2745.05,      2775.30,      2744.90,      2773.10,0,0,Y, ,0,      2775.30,      1712.30
Y,Nifty Commodities,      3782.20,      3794.65,      3815.20,      3779.30,      3793.65,0,0,Y, ,0,      3817.05,      2068.80
Y,Nifty Consumption,      5637.85,      5642.90,      5701.80,      5638.30,      5696.15,0,0,Y, ,0,      5701.80,      3614.85
Y,Nifty Fin Service,     14286.45,     14277.85,     14383.90,     14221.90,     14360.25,0,0,Y, ,0,     14747.70,      7984.20
Y,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3257.40,      3260.20,      3283.40,      3252.65,      3276.05,0,0,Y, ,0,      3894.15,      1878.95
Y,Nifty CPSE,      1602.40,      1608.05,      1632.85,      1607.30,      1622.40,0,0,Y, ,0,      1965.85,      1136.65
Y,Nifty GrowSect 15,      6611.05,      6609.70,      6670.10,      6594.00,      6662.85,0,0,Y, ,0,      6670.10,      3949.25
Y,Nifty50 PR 2x Lev,      5480.00,      5483.50,      5567.15,      5468.15,      5558.65,0,0,Y, ,0,      5567.15,      1883.80
Y,Nifty50 PR 1x Inv,       331.30,       331.25,       331.70,       328.70,       328.95,0,0,Y, ,0,       600.80,       328.70
Y,Nifty50 TR 2x Lev,      7277.25,      7281.95,      7393.00,      7261.50,      7381.70,0,0,Y, ,0,      7393.00,      2465.75
Y,Nifty50 TR 1x Inv,       287.65,       287.60,       288.00,       285.40,       285.60,0,0,Y, ,0,       525.50,       285.40
Y,Nifty50 Value 20,      6437.40,      6449.00,      6514.25,      6445.30,      6508.25,0,0,Y, ,0,      6514.25,      3821.10
Y,Nifty Mid Liq 15,      4992.30,      4997.75,      5055.15,      4993.70,      5048.20,0,0,Y, ,0,      5055.15,      2448.20
Y,Nifty Pvt Bank,     16648.10,     16661.35,     16808.95,     16603.50,     16722.90,0,0,Y, ,0,     18030.20,      8487.25
Y,NIFTY100 Qualty30,      3130.25,      3127.85,      3148.65,      3127.35,      3145.75,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 8 13Yr,      2247.00,      2247.38,      2247.81,      2244.54,      2244.54,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr,      2025.64,      2025.96,      2026.81,      2022.00,      2022.70,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr Cln,       968.27,       968.27,       968.69,       966.34,       966.69,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 4 8Yr,      2397.03,      2397.41,      2397.55,      2395.17,      2396.03,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 11 15Yr,      2438.06,      2438.48,      2438.48,      2433.98,      2433.98,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 15YrPlus,      2663.64,      2664.13,      2664.54,      2664.13,      2664.54,0,0,Y, ,0,          .00,          .00
Y,Nifty GS Compsite,      2293.83,      2294.21,      2294.47,      2291.36,      2291.50,0,0,Y, ,0,          .00,          .00
 , , , , , , , , ,Y, , , , , , 
 , , , , , , , , ,Y, , , , , , 
 ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,ADANI PORT & SEZ LTD,       453.70,       461.00,       474.90,       459.00,       471.50,               7573053470.15,16140936,Y, ,154105,       474.90,       203.00
N,ASIAN PAINTS LIMITED,      2438.75,      2440.00,      2478.80,      2437.00,      2472.55,               4334639701.50,1762501,Y, ,58956,      2478.80,      1431.20
N,AXIS BANK LIMITED,       614.50,       616.95,       624.40,       612.45,       619.25,              15242722330.70,24658169,Y, ,243133,       765.85,       286.00
N,BAJAJ AUTO LIMITED,      3311.40,      3311.40,      3335.00,      3267.80,      3319.55,               1593449423.35,481597,Y, ,29005,      3371.20,      1788.65
N,BAJAJ FINSERV LTD.,      9052.45,      9064.00,      9129.00,      8955.60,      9051.95,               6393287076.85,707405,Y, ,69830,      9950.00,      3985.30
N,BAJAJ FINANCE LIMITED,      4875.35,      4870.00,      4924.95,      4815.00,      4829.45,              15141843499.90,3115124,Y, ,159877,      4960.00,      1783.00
N,BHARTI AIRTEL LIMITED,       493.75,       498.00,       510.50,       494.60,       508.95,              11134639555.00,22125752,Y, ,205788,       612.00,       361.75
N,BHARAT PETROLEUM CORP  LT,       392.30,       392.15,       405.00,       391.45,       395.00,               4014936525.15,10092651,Y, ,112459,       510.00,       252.00
N,BRITANNIA INDUSTRIES LTD,      3648.20,      3650.00,      3670.00,      3612.10,      3628.95,               1786130086.80,492080,Y, ,48091,      4010.00,      2100.00
N,CIPLA LTD,       766.95,       766.95,       782.50,       766.00,       773.15,               5253255591.80,6779545,Y, ,106743,       829.05,       355.30
N,COAL INDIA LTD,       133.30,       133.30,       137.20,       133.00,       136.80,               1917978660.55,14127211,Y, ,72793,       214.60,       109.55
N,DIVI'S LABORATORIES LTD,      3711.95,      3704.00,      3741.95,      3663.45,      3717.55,               4029708429.60,1086712,Y, ,57136,      3770.00,      1626.00
N,DR. REDDY'S LABORATORIES,      4908.55,      4930.00,      5074.00,      4905.10,      5029.10,              12070078324.20,2405904,Y, ,126157,      5512.65,      2495.05
N,EICHER MOTORS LTD,      2553.50,      2553.50,      2573.55,      2540.00,      2561.15,               1847409799.15,723083,Y, ,39246,     22876.60,      2015.20
N,GAIL (INDIA) LTD,       119.80,       120.75,       124.40,       120.60,       122.40,               3249700103.60,26548695,Y, ,95378,       133.35,        65.00
N,GRASIM INDUSTRIES LTD,       931.50,       939.95,       954.00,       930.25,       937.70,               3009430960.50,3193047,Y, ,37561,       954.00,       385.05
N,HCL TECHNOLOGIES LTD,       858.50,       858.00,       859.95,       850.40,       855.30,               4539560113.05,5314265,Y, ,83690,       910.70,       375.25
N,HDFC LTD,      2245.90,      2240.00,      2309.70,      2221.20,      2303.80,              11205315397.90,4910736,Y, ,191036,      2499.90,      1473.45
N,HDFC BANK LTD,      1385.60,      1375.00,      1379.95,      1358.10,      1372.25,              16633921187.35,12158159,Y, ,326818,      1464.40,       738.75
N,HDFC LIFE INS CO LTD,       643.25,       645.10,       651.40,       641.85,       649.55,               3006856352.10,4644396,Y, ,111928,       688.50,       340.00
N,HERO MOTOCORP LIMITED,      3180.45,      3179.90,      3217.95,      3135.60,      3174.05,               3146396243.40,991744,Y, ,56636,      3394.90,      1475.00
N,HINDALCO  INDUSTRIES  LTD,       252.70,       252.30,       253.95,       248.50,       251.25,               4312801406.15,17202162,Y, ,98458,       255.95,        84.90
N,HINDUSTAN UNILEVER LTD.,      2184.20,      2189.25,      2259.60,      2187.00,      2256.15,               9267992123.15,4147649,Y, ,221068,      2614.30,      1757.30
N,ICICI BANK LTD.,       502.05,       505.00,       515.60,       504.15,       510.45,              19267280817.70,37778332,Y, ,363525,       552.20,       268.30
N,INDUSIND BANK LIMITED,       913.65,       915.00,       953.50,       913.20,       935.15,              14485087851.10,15479752,Y, ,216909,      1585.00,       235.55
N,INFOSYS LIMITED,      1134.65,      1147.30,      1153.00,      1136.00,      1143.50,               8899186636.30,7792141,Y, ,168273,      1186.00,       509.25
N,INDIAN OIL CORP LTD,        90.40,        90.50,        92.20,        90.40,        91.70,               1950881678.00,21338652,Y, ,59942,       129.70,        71.15
N,ITC LTD,       198.20,       198.20,       203.75,       197.60,       203.15,               7195968368.10,35693450,Y, ,194375,       247.90,       134.60
N,JSW STEEL LIMITED,       370.40,       370.80,       373.20,       362.30,       365.00,               2231682100.40,6085158,Y, ,49993,       376.20,       132.50
N,KOTAK MAHINDRA BANK LTD,      1846.25,      1849.45,      1856.00,      1805.00,      1820.55,              10996315497.95,6032173,Y, ,258826,      1948.40,      1001.00
N,LARSEN & TOUBRO LTD.,      1149.50,      1154.80,      1171.90,      1144.00,      1169.70,               6372878166.90,5484461,Y, ,134361,      1383.70,       661.00
N,MAHINDRA & MAHINDRA LTD,       750.55,       750.00,       755.85,       744.05,       752.30,               2641876665.80,3525945,Y, ,54044,       764.45,       245.40
N,MARUTI SUZUKI INDIA LTD.,      7803.15,      7828.80,      7835.00,      7690.00,      7743.40,               8055989987.25,1037296,Y, ,76049,      7882.65,      4001.10
N,NESTLE INDIA LIMITED,     17828.70,     17651.00,     17900.00,     17449.85,     17562.55,               2217376163.00,126030,Y, ,28304,     18369.95,     12200.00
N,NTPC LTD,        98.55,        99.00,       101.15,        98.70,        99.75,               2703988076.10,27049393,Y, ,68685,       125.00,        73.20
N,OIL AND NATURAL GAS CORP.,        89.85,        91.15,        94.00,        90.75,        91.55,               4292861346.95,46638129,Y, ,141344,       133.40,        50.00
N,POWER GRID CORP. LTD.,       194.35,       193.00,       197.25,       192.50,       193.50,               2417670827.60,12418943,Y, ,72575,       211.00,       122.15
N,RELIANCE INDUSTRIES LTD,      1946.75,      1940.60,      1965.00,      1940.60,      1958.20,              16463893633.45,8418767,Y, ,267040,      2369.35,       875.65
N,SBI LIFE INSURANCE CO LTD,       863.00,       863.50,       866.00,       848.00,       851.75,               1841079862.35,2151322,Y, ,137326,      1020.00,       519.40
N,STATE BANK OF INDIA,       263.50,       263.80,       271.45,       263.00,       269.60,              20331616535.05,76053084,Y, ,298030,       339.85,       149.45
N,SHREE CEMENT LIMITED,     24912.85,     25000.00,     25089.00,     24724.00,     24954.15,                990682117.90,39743,Y, ,10261,     25655.50,     15410.00
