GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,UPL LIMITED,       475.95,       455.70,4.44
G,ADANI PORT & SEZ LTD,       471.50,       453.70,3.92
G,HINDUSTAN UNILEVER LTD.,      2256.15,      2184.20,3.29
G,BHARTI AIRTEL LIMITED,       508.95,       493.75,3.08
G,COAL INDIA LTD,       136.80,       133.30,2.63
G,HDFC LTD,      2303.80,      2245.90,2.58
G,ITC LTD,       203.15,       198.20,2.5
G,DR. REDDY'S LABORATORIES,      5029.10,      4908.55,2.46
G,INDUSIND BANK LIMITED,       935.15,       913.65,2.35
G,SUN PHARMACEUTICAL IND L,       582.30,       569.05,2.33
G,STATE BANK OF INDIA,       269.60,       263.50,2.31
G,TECH MAHINDRA LIMITED,       944.30,       923.10,2.3
G,GAIL (INDIA) LTD,       122.40,       119.80,2.17
G,OIL AND NATURAL GAS CORP.,        91.55,        89.85,1.89
G,LARSEN & TOUBRO LTD.,      1169.70,      1149.50,1.76
G,ICICI BANK LTD.,       510.45,       502.05,1.67
G,INDIAN OIL CORP LTD,        91.70,        90.40,1.44
G,ASIAN PAINTS LIMITED,      2472.55,      2438.75,1.39
G,NTPC LTD,        99.75,        98.55,1.22
G,HDFC LIFE INS CO LTD,       649.55,       643.25,.98
G,CIPLA LTD,       773.15,       766.95,.81
G,INFOSYS LIMITED,      1143.50,      1134.65,.78
G,AXIS BANK LIMITED,       619.25,       614.50,.77
G,BHARAT PETROLEUM CORP  LT,       395.00,       392.30,.69
G,GRASIM INDUSTRIES LTD,       937.70,       931.50,.67
G,RELIANCE INDUSTRIES LTD,      1958.20,      1946.75,.59
G,TATA CONSULTANCY SERV LT,      2737.70,      2727.55,.37
G,EICHER MOTORS LTD,      2561.15,      2553.50,.3
G,BAJAJ AUTO LIMITED,      3319.55,      3311.40,.25
G,MAHINDRA & MAHINDRA LTD,       752.30,       750.55,.23
 , , , , 
L,NESTLE INDIA LIMITED,     17562.55,     17828.70,-1.49
L,JSW STEEL LIMITED,       365.00,       370.40,-1.46
L,KOTAK MAHINDRA BANK LTD,      1820.55,      1846.25,-1.39
L,TATA STEEL LIMITED,       614.55,       622.70,-1.31
L,SBI LIFE INSURANCE CO LTD,       851.75,       863.00,-1.3
L,HDFC BANK LTD,      1372.25,      1385.60,-0.96
L,BAJAJ FINANCE LIMITED,      4829.45,      4875.35,-0.94
L,TITAN COMPANY LIMITED,      1425.30,      1437.15,-0.82
L,MARUTI SUZUKI INDIA LTD.,      7743.40,      7803.15,-0.77
L,ULTRATECH CEMENT LIMITED,      5056.50,      5091.40,-0.69
L,WIPRO LTD,       358.45,       360.80,-0.65
L,HINDALCO  INDUSTRIES  LTD,       251.25,       252.70,-0.57
L,BRITANNIA INDUSTRIES LTD,      3628.95,      3648.20,-0.53
L,POWER GRID CORP. LTD.,       193.50,       194.35,-0.44
L,HCL TECHNOLOGIES LTD,       855.30,       858.50,-0.37
L,TATA MOTORS LIMITED,       183.55,       184.15,-0.33
L,HERO MOTOCORP LIMITED,      3174.05,      3180.45,-0.2
L,BAJAJ FINSERV LTD.,      9051.95,      9052.45,-0.01
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,HDFC AMC LIMITED,      2711.00,      2591.15,4.63
G,BANDHAN BANK LIMITED,       411.00,       393.40,4.47
G,LUPIN LIMITED,       967.45,       933.30,3.66
G,AVENUE SUPERMARTS LIMITED,      2526.45,      2441.90,3.46
G,BHARTI INFRATEL LTD.,       244.70,       237.35,3.1
G,BOSCH LIMITED,     13436.40,     13119.65,2.41
G,NMDC LTD.,       109.35,       106.85,2.34
G,POWER FIN CORP LTD.,       118.05,       115.50,2.21
G,PIRAMAL ENTERPRISES LTD,      1500.25,      1468.35,2.17
G,ALKEM LABORATORIES LTD.,      2921.10,      2863.40,2.02
G,PETRONET LNG LIMITED,       267.15,       262.05,1.95
G,INFO EDGE (I) LTD,      4315.85,      4236.00,1.89
G,BANK OF BARODA,        60.15,        59.05,1.86
G,BIOCON LIMITED.,       450.60,       442.65,1.8
G,UNITED SPIRITS LIMITED,       588.85,       579.60,1.6
G,GENERAL INS CORP OF INDIA,       141.45,       139.45,1.43
G,MARICO LIMITED,       400.40,       395.05,1.35
G,ICICI PRU LIFE INS CO LTD,       482.25,       476.20,1.27
G,AUROBINDO PHARMA LTD,       910.00,       900.65,1.04
G,TORRENT PHARMACEUTICALS L,      2690.90,      2665.25,0.96
G,ADANI TRANSMISSION LTD,       440.05,       436.55,0.8
G,TATA CONSUMER PRODUCT LTD,       567.85,       563.50,0.77
