MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     13355.75,     13393.85,     13435.45,     13311.05,     13392.95,693760969137.18,4127534615,Y, ,20873851,     13435.45,      7511.10
Y,NIFTY50 EQL Wgt,     14213.20,     14262.70,     14271.05,     14073.45,     14169.45,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     15159.75,     15210.05,     15251.80,     15004.95,     15155.20,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     10450.10,     10480.45,     10506.50,     10400.45,     10464.60,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     19236.20,     19377.65,     19420.30,     19070.25,     19214.10,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,      7706.60,      7768.20,      7779.35,      7636.35,      7701.55,0,0,Y, ,0,      7779.35,      4088.05
Y,NIFTY SMLCAP 50,      3349.95,      3372.20,      3380.50,      3309.10,      3349.75,0,0,Y, ,0,      3380.50,      1545.45
Y,NIFTY SMLCAP 250,      5844.00,      5885.90,      5897.35,      5756.10,      5828.60,0,0,Y, ,0,      5897.35,      2867.40
Y,NIFTY MIDSML 400,      7039.75,      7094.20,      7103.65,      6963.10,      7030.85,0,0,Y, ,0,      7103.65,      3650.20
Y,NIFTY200 QUALTY30,     11652.00,     11674.55,     11724.00,     11567.65,     11646.55,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     14026.15,     14080.85,     14100.75,     13946.85,     14045.65,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     13259.45,     13296.80,     13336.50,     13158.15,     13228.90,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     13138.10,     13176.00,     13205.90,     13012.95,     13088.40,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2290.80,      2297.15,      2308.50,      2286.50,      2302.35,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     22440.85,     22484.35,     22737.95,     22387.35,     22617.35,0,0,Y, ,0,     22737.95,     10991.25
Y,Nifty Next 50,     31724.75,     31823.20,     31941.75,     31381.25,     31714.40,0,0,Y, ,0,     31941.75,     18384.05
Y,Nifty Bank,     30211.55,     30300.30,     30363.80,     30025.20,     30261.90,0,0,Y, ,0,     32613.10,     16116.25
Y,NIFTY MIDCAP 100,     20428.45,     20608.90,     20649.25,     20235.30,     20439.20,0,0,Y, ,0,     20649.25,     10749.95
Y,Nifty 500,     11070.25,     11112.60,     11136.80,     11008.40,     11088.65,0,0,Y, ,0,     11136.80,      6151.60
Y,Nifty 100,     13497.85,     13536.75,     13575.45,     13439.30,     13529.85,0,0,Y, ,0,     13575.45,      7624.85
Y,Nifty Midcap 50,      5755.65,      5789.70,      5805.00,      5682.70,      5758.30,0,0,Y, ,0,      5805.00,      2855.35
Y,Nifty Realty,       282.45,       283.25,       286.80,       281.60,       284.80,0,0,Y, ,0,       336.35,       160.85
Y,Nifty Infra,      3604.30,      3621.50,      3636.15,      3579.15,      3607.20,0,0,Y, ,0,      3636.15,      2072.60
Y,Nifty Energy,     16998.60,     17103.35,     17176.90,     16905.00,     16967.55,0,0,Y, ,0,     17176.90,      9750.00
Y,Nifty FMCG,     32866.90,     32969.40,     33086.00,     32572.25,     32849.85,0,0,Y, ,0,     33086.00,     22699.05
Y,Nifty MNC,     15290.90,     15344.95,     15417.10,     15221.45,     15304.80,0,0,Y, ,0,     15417.10,      9648.20
Y,Nifty Pharma,     12555.95,     12588.80,     12621.60,     12327.55,     12407.30,0,0,Y, ,0,     12636.90,      6242.85
Y,Nifty PSE,      2789.50,      2809.55,      2813.35,      2743.80,      2759.50,0,0,Y, ,0,      3286.05,      1952.20
Y,Nifty PSU Bank,      1733.95,      1744.00,      1876.25,      1735.75,      1857.55,0,0,Y, ,0,      2596.10,      1078.45
Y,Nifty Serv Sector,     18561.55,     18621.65,     18670.85,     18496.70,     18605.95,0,0,Y, ,0,     18670.85,     10401.30
Y,India VIX,18.0250,18.0250,18.7950,16.2675,18.6175,0,0,Y, ,0,86.6350,9.6175
Y,Nifty Auto,      9311.10,      9330.45,      9456.65,      9235.75,      9297.85,0,0,Y, ,0,      9456.65,      4452.20
Y,Nifty Metal,      3161.20,      3173.35,      3182.05,      3083.10,      3122.35,0,0,Y, ,0,      3202.35,      1480.70
Y,Nifty Media,      1627.70,      1639.05,      1643.95,      1581.85,      1612.50,0,0,Y, ,0,      1918.50,       972.95
Y,NIFTY SMLCAP 100,      6783.85,      6835.55,      6851.45,      6695.75,      6782.55,0,0,Y, ,0,      6851.45,      3202.90
Y,Nifty 200,      6945.80,      6970.60,      6988.05,      6911.60,      6960.75,0,0,Y, ,0,      6988.05,      3893.05
Y,Nifty Div Opps 50,      2773.10,      2784.20,      2787.45,      2746.85,      2770.55,0,0,Y, ,0,      2787.45,      1712.30
Y,Nifty Commodities,      3793.65,      3824.05,      3825.35,      3760.90,      3783.70,0,0,Y, ,0,      3825.35,      2068.80
Y,Nifty Consumption,      5696.15,      5713.85,      5738.70,      5656.75,      5690.25,0,0,Y, ,0,      5738.70,      3614.85
Y,Nifty Fin Service,     14360.25,     14410.75,     14440.15,     14315.10,     14384.70,0,0,Y, ,0,     14747.70,      7984.20
Y,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3276.05,      3286.00,      3295.20,      3256.65,      3276.35,0,0,Y, ,0,      3894.15,      1878.95
Y,Nifty CPSE,      1622.40,      1634.45,      1637.35,      1595.65,      1601.85,0,0,Y, ,0,      1965.85,      1136.65
Y,Nifty GrowSect 15,      6662.85,      6685.55,      6703.00,      6635.80,      6663.75,0,0,Y, ,0,      6703.00,      3949.25
Y,Nifty50 PR 2x Lev,      5558.65,      5589.90,      5624.05,      5521.40,      5589.15,0,0,Y, ,0,      5624.05,      1883.80
Y,Nifty50 PR 1x Inv,       328.95,       328.05,       330.10,       327.05,       328.05,0,0,Y, ,0,       600.80,       327.05
Y,Nifty50 TR 2x Lev,      7381.70,      7423.20,      7468.55,      7332.25,      7422.20,0,0,Y, ,0,      7468.55,      2465.75
Y,Nifty50 TR 1x Inv,       285.60,       284.85,       286.60,       283.95,       284.85,0,0,Y, ,0,       525.50,       283.95
Y,Nifty50 Value 20,      6508.25,      6528.20,      6548.00,      6463.20,      6525.85,0,0,Y, ,0,      6548.00,      3821.10
Y,Nifty Mid Liq 15,      5048.20,      5074.00,      5085.05,      4984.85,      5030.30,0,0,Y, ,0,      5085.05,      2448.20
Y,Nifty Pvt Bank,     16722.90,     16770.60,     16780.90,     16603.05,     16685.70,0,0,Y, ,0,     18030.20,      8487.25
Y,NIFTY100 Qualty30,      3145.75,      3151.65,      3162.30,      3123.35,      3141.55,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 8 13Yr,      2244.93,      2245.30,      2245.64,      2242.73,      2242.73,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr,      2023.34,      2023.66,      2024.33,      2020.52,      2020.92,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 10Yr Cln,       967.00,       967.00,       967.32,       965.46,       965.66,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 4 8Yr,      2396.08,      2396.46,      2396.97,      2393.04,      2393.80,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 11 15Yr,      2434.39,      2434.81,      2435.09,      2431.08,      2431.26,0,0,Y, ,0,          .00,          .00
Y,Nifty GS 15YrPlus,      2663.60,      2664.08,      2664.08,      2663.67,      2664.00,0,0,Y, ,0,          .00,          .00
Y,Nifty GS Compsite,      2291.81,      2292.19,      2292.44,      2289.41,      2289.53,0,0,Y, ,0,          .00,          .00
 , , , , , , , , ,Y, , , , , , 
 , , , , , , , , ,Y, , , , , , 
 ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,ADANI PORT & SEZ LTD,       471.50,       472.70,       474.70,       457.55,       463.35,               4272776634.55,9218366,Y, ,105341,       474.90,       203.00
N,ASIAN PAINTS LIMITED,      2472.55,      2470.55,      2484.20,      2427.95,      2438.90,               5124020649.95,2090950,Y, ,92968,      2484.20,      1431.20
N,AXIS BANK LIMITED,       619.25,       619.10,       623.85,       611.60,       620.65,               9918157440.40,16005349,Y, ,187826,       765.85,       286.00
N,BAJAJ AUTO LIMITED,      3319.55,      3320.00,      3384.75,      3300.55,      3326.20,               2752325762.40,823352,Y, ,50781,      3384.75,      1788.65
N,BAJAJ FINSERV LTD.,      9051.95,      9056.00,      9080.00,      8901.00,      8969.40,               5241171097.45,583147,Y, ,53776,      9950.00,      3985.30
N,BAJAJ FINANCE LIMITED,      4829.45,      4850.00,      4865.00,      4775.00,      4792.15,              14302377702.85,2971076,Y, ,127822,      4960.00,      1783.00
N,BHARTI AIRTEL LIMITED,       508.95,       514.00,       516.25,       499.65,       503.60,               9776155721.95,19298806,Y, ,171688,       612.00,       361.75
