MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1053.00,      1053.00,      1053.85,      1053.00,      1053.85,                   211730.41,201, ,4,      1078.65,       721.00
N,N1,ERFLNCDI,SEC RED NCD 8.42% SR. I,       995.00,       991.01,       999.99,       991.01,       991.40,                    22802.21,23, ,2,      1134.00,       701.05
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1060.00,      1060.00,      1060.00,      1060.00,      1060.00,                   291500.00,275, ,4,      1194.00,      1025.00
N,N1,M&MFIN,8.72% UNSECURED NCD,      1143.00,      1070.00,      1370.80,      1050.00,      1370.80,                    34094.00,30, ,6,      1370.80,       850.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1060.00,      1060.00,      1061.00,      1060.00,      1061.00,                   880294.05,830, ,20,      1178.00,      1045.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1061.00,      1061.00,      1061.00,      1061.00,      1061.00,                   238725.00,225, ,5,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.00,        32.00,        32.24,        31.92,        31.98,                   268200.22,8372, ,104,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1170.00,      1166.00,      1173.99,      1166.00,      1172.07,                   445871.90,382, ,6,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1278.23,      1276.15,      1283.00,      1276.15,      1282.37,                   974238.75,761, ,14,      1369.90,      1051.60
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1081.25,      1081.50,      1081.50,      1081.50,      1081.50,                    10815.00,10, ,1,      1178.65,       970.00
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1229.70,      1225.00,      1225.00,      1225.00,      1225.00,                   122500.00,100, ,1,      1298.90,      1132.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1134.45,      1129.99,      1130.00,      1129.99,      1130.00,                   305099.00,270, ,7,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1293.00,      1291.32,      1297.70,      1291.31,      1297.49,                  1678030.80,1296, ,19,      1297.99,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1254.99,      1250.00,      1258.00,      1250.00,      1251.40,                  4382393.19,3494, ,66,      1300.00,      1029.85
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1085.00,      1083.00,      1083.00,      1083.00,      1083.00,                     4332.00,4, ,2,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       979.00,       979.00,       979.00,       930.00,       930.00,                    51395.00,55, ,2,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1115.00,      1108.02,      1117.00,      1108.02,      1110.05,                   335445.10,301, ,11,      1277.50,      1010.00
N,N3,IIFL,SEC RED NCD SR. II,      1181.50,      1181.00,      1181.00,      1181.00,      1181.00,                    23620.00,20, ,1,      1190.00,       885.00
N,N3,IRFC,7.18 NCD 19FEB23 TR1 SR1,      1065.00,      1061.10,      1063.00,      1061.00,      1062.00,                    15925.50,15, ,3,      1150.00,      1040.00
N,N3,M&MFIN,UNSECURED NCD,      1500.25,      1495.00,      1495.00,      1495.00,      1495.00,                    74750.00,50, ,1,      1600.00,      1085.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,      1001.35,      1001.00,      1001.00,      1001.00,      1001.00,                    16016.00,16, ,1,      1022.00,       701.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1035.00,      1031.00,      1036.00,      1029.00,      1030.50,                   512223.50,497, ,13,      1057.80,       980.00
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1178.00,      1160.00,      1160.00,      1152.00,      1152.00,                   320004.00,277, ,6,      1512.00,      1090.00
N,N4,RHFL,SEC RED NCD 9.05% SR. II,       180.00,       181.00,       190.00,       181.00,       190.00,                     5140.00,28, ,3,       517.20,       112.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1079.00,      1079.00,      1079.00,      1079.00,      1079.00,                     2158.00,2, ,1,      1225.00,       925.30
N,N5,DHANILOANS,DHANI LOANS & SERV LTD,      1107.03,      1116.00,      1120.00,      1116.00,      1120.00,                    86230.00,77, ,12,      1120.00,       720.08
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       936.00,       947.00,       947.00,       938.00,       938.00,                     9434.00,10, ,2,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       865.00,       865.00,       867.00,       865.00,       867.00,                   115145.00,133, ,4,       900.75,       650.10
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1241.00,      1249.05,      1250.25,      1249.05,      1250.25,                   126155.25,101, ,2,      1269.00,       905.15
N,N5,IIFL,SEC RED NCD 10.20 % SR.IV,      1099.00,      1115.00,      1120.00,      1115.00,      1120.00,                    67125.00,60, ,2,      1120.00,       831.00
N,N5,L&TINFRA,BOND 8.20% PA S1,      1060.00,      1057.10,      1058.55,      1057.10,      1058.55,                  1085051.75,1026, ,7,      1149.00,       942.00
N,N5,NHPC,8.79% SEC RED BOND S2B,      1344.49,      1335.00,      1349.43,      1335.00,      1335.05,                   662198.81,496, ,17,      1462.97,      1103.29
N,N5,PFC,8.30% TAX FREE NCD,      1221.99,      1220.00,      1220.00,      1220.00,      1220.00,                   183000.00,150, ,2,      1286.85,      1142.00
N,N5,SBIN,BOND 9.95% PA RET. S4,     10956.59,     10970.00,     10994.00,     10950.00,     10975.55,                  7106363.46,648, ,82,     12299.00,     10200.00
N,N6,DHANILOANS,DHANI LOANS & SERV LTD,       985.00,       985.00,       995.00,       985.00,       995.00,                   198895.00,201, ,4,      1029.00,       760.00
N,N6,DHFL,SEC RED NCD 8.93% SR. 3B,       328.20,       328.20,       328.20,       328.20,       328.20,                     6564.00,20, ,1,       380.00,       166.60
N,N6,EHFLNCD,SEC RED NCD 10% SR. VI,       909.65,       900.00,       909.00,       900.00,       909.00,                  1527681.85,1686, ,19,       948.00,       562.00
N,N6,IBULHSGFIN,SEC RED NCD 8.90% SR. III,       970.00,       975.00,       975.00,       970.00,       970.00,                    29200.00,30, ,2,      1019.70,       685.05
N,N6,IDFCFIRSTB,BOND 0% 2021 TR-2 SR-II,     10625.00,     10615.05,     10615.05,     10615.05,     10615.05,                    84920.40,8, ,2,     10626.00,      8300.00
N,N6,IIFL,UNSEC RED NCD 10.0% SR. V,      1050.00,      1015.00,      1015.00,      1003.35,      1004.00,                   261532.15,260, ,10,      1075.00,       930.00
