GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
 , , , , 
L,OIL AND NATURAL GAS CORP.,        89.85,        99.00,-9.24
L,TATA MOTORS LIMITED,       164.55,       180.55,-8.86
L,GAIL (INDIA) LTD,       114.70,       125.05,-8.28
L,INDIAN OIL CORP LTD,        87.10,        93.95,-7.29
L,HINDALCO  INDUSTRIES  LTD,       232.30,       249.90,-7.04
L,INDUSIND BANK LIMITED,       842.70,       905.20,-6.9
L,BHARAT PETROLEUM CORP  LT,       367.35,       393.85,-6.73
L,MAHINDRA & MAHINDRA LTD,       685.95,       733.60,-6.5
L,COAL INDIA LTD,       132.95,       141.70,-6.18
L,STATE BANK OF INDIA,       254.70,       271.45,-6.17
L,NTPC LTD,        97.50,       103.75,-6.02
L,TATA STEEL LIMITED,       595.85,       631.25,-5.61
L,ITC LTD,       202.95,       214.50,-5.38
L,DIVI'S LABORATORIES LTD,      3634.15,      3832.90,-5.19
L,UPL LIMITED,       437.30,       460.30,-5
L,HERO MOTOCORP LIMITED,      2994.10,      3135.30,-4.5
L,AXIS BANK LIMITED,       582.50,       609.50,-4.43
L,ICICI BANK LTD.,       494.50,       517.15,-4.38
L,POWER GRID CORP. LTD.,       185.50,       193.90,-4.33
L,ADANI PORT & SEZ LTD,       444.25,       463.30,-4.11
L,BAJAJ FINANCE LIMITED,      5041.85,      5252.50,-4.01
L,BAJAJ FINSERV LTD.,      8846.75,      9215.60,-4
L,SUN PHARMACEUTICAL IND L,       552.55,       575.00,-3.9
L,BHARTI AIRTEL LIMITED,       490.90,       510.65,-3.87
L,HDFC LIFE INS CO LTD,       629.20,       654.10,-3.81
L,LARSEN & TOUBRO LTD.,      1234.85,      1281.55,-3.64
L,GRASIM INDUSTRIES LTD,       877.35,       909.65,-3.55
L,SHREE CEMENT LIMITED,     23717.50,     24574.40,-3.49
L,EICHER MOTORS LTD,      2396.40,      2480.95,-3.41
L,BAJAJ AUTO LIMITED,      3238.25,      3347.55,-3.27
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,AVENUE SUPERMARTS LIMITED,      2682.40,      2637.05,1.72
G,L&T INFOTECH LIMITED,      3395.45,      3356.40,1.16
G,ADANI GREEN ENERGY LTD,      1020.30,      1016.15,0.41
 , , , , 
L,INTERGLOBE AVIATION LTD,      1507.00,      1651.05,-8.72
L,BANDHAN BANK LIMITED,       374.30,       408.20,-8.3
L,DLF LIMITED,       214.80,       231.40,-7.17
L,PIRAMAL ENTERPRISES LTD,      1345.40,      1445.15,-6.9
L,ADANI TRANSMISSION LTD,       395.75,       424.85,-6.85
L,BANK OF BARODA,        58.80,        63.10,-6.81
L,HINDUSTAN PETROLEUM CORP,       209.35,       224.40,-6.71
L,PUNJAB NATIONAL BANK,        34.10,        36.55,-6.7
L,CONTAINER CORP OF IND LTD,       379.40,       405.25,-6.38
L,MOTHERSON SUMI SYSTEMS LT,       147.25,       157.25,-6.36
L,AMBUJA CEMENTS LTD,       235.40,       251.05,-6.23
L,POWER FIN CORP LTD.,       110.20,       117.50,-6.21
L,GENERAL INS CORP OF INDIA,       133.80,       142.65,-6.2
L,NMDC LTD.,       109.05,       115.70,-5.75
L,BOSCH LIMITED,     12448.65,     13203.15,-5.71
L,UNITED SPIRITS LIMITED,       556.10,       588.45,-5.5
L,PETRONET LNG LIMITED,       243.80,       257.70,-5.39
L,CADILA HEALTHCARE LIMITED,       452.80,       476.60,-4.99
L,ACC LIMITED,      1570.35,      1648.30,-4.73
L,BIOCON LIMITED.,       450.00,       471.95,-4.65
L,AUROBINDO PHARMA LTD,       845.75,       886.00,-4.54
L,UNITED BREWERIES LTD,      1089.90,      1137.55,-4.19
L,LUPIN LIMITED,       931.70,       972.10,-4.16
L,SIEMENS LTD,      1476.55,      1539.00,-4.06
L,HAVELLS INDIA LIMITED,       882.10,       919.35,-4.05
L,TORRENT PHARMACEUTICALS L,      2668.05,      2779.10,-4
L,COLGATE PALMOLIVE LTD.,      1541.55,      1600.20,-3.67
L,INFO EDGE (I) LTD,      4479.85,      4644.25,-3.54
L,MUTHOOT FINANCE LIMITED,      1169.85,      1210.85,-3.39
L,SBI CARDS & PAY SER LTD,       813.70,       840.35,-3.17
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,SEC RED NCD 9.05% SR. II,       218.00,       185.20,17.71
G,TERA SOFTWARE LIMITED,        40.35,        34.30,17.64
G,GENUS P&B LIMITED,         8.40,         7.35,14.29
G,RKEC PROJECTS LIMITED,        47.80,        41.95,13.95
G,SERENCD9.00%SRVCIII&IV,       898.75,       800.25,12.31
