MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1060.00,      1071.00,      1071.00,      1071.00,      1071.00,                   121023.00,113, ,1,      1078.65,       721.00
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1062.00,      1064.00,      1064.00,      1060.50,      1060.70,                  2987773.10,2817, ,31,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1061.95,      1064.39,      1064.39,      1060.50,      1060.50,                  5176844.54,4877, ,40,      1178.00,      1045.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.11,        32.00,        32.11,        32.00,        32.01,                   264041.61,8245, ,85,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1179.00,      1178.00,      1178.80,      1178.00,      1178.80,                   225005.20,191, ,4,      1180.65,       732.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1291.00,      1294.99,      1298.00,      1294.99,      1297.53,                     7777.57,6, ,5,      1369.90,      1051.60
N,N2,M&MFIN,9.00% UNSECURED NCD,      1129.53,      1141.00,      1142.00,      1115.10,      1117.35,                   325633.40,290, ,12,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1294.05,      1300.00,      1300.00,      1296.00,      1296.00,                   324400.00,250, ,9,      1300.00,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1252.99,      1245.00,      1257.00,      1188.00,      1246.18,                 12115378.65,9772, ,110,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1179.99,      1179.00,      1179.00,      1179.00,      1179.00,                    70740.00,60, ,5,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1093.05,      1100.00,      1117.99,      1093.16,      1093.16,                   140502.60,128, ,6,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       989.90,       994.00,       995.00,       994.00,       995.00,                   397945.50,400, ,6,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1122.00,      1116.20,      1123.00,      1116.01,      1116.60,                  1861073.89,1661, ,23,      1277.50,      1010.00
N,N3,MAGMA,SEC RED NCD 10.04% SR.III,      1020.00,      1020.00,      1020.00,      1020.00,      1020.00,                     5100.00,5, ,1,      1020.00,       811.00
N,N3,PFC,7.60% TAX FREE NCD,      1315.16,      1315.85,      1315.85,      1315.85,      1315.85,                     1315.85,1, ,1,      1370.00,      1031.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,      1014.90,      1014.00,      1029.00,      1014.00,      1022.31,                   595250.80,584, ,15,      1029.00,       701.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       375.00,       350.20,       350.20,       350.01,       350.02,                     3850.30,11, ,2,       375.00,       158.25
N,N4,IIFCL,8.91% TAX FREE NCD,      1485.11,      1485.00,      1492.00,      1485.00,      1492.00,                   163395.00,110, ,8,      1494.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1034.50,      1034.50,      1034.50,      1025.00,      1025.62,                  1987731.71,1928,XI,36,      1057.80,       980.00
N,N4,PFC,8.20% TAX FREE NCD,      1061.00,      1065.00,      1065.00,      1058.50,      1059.77,                  1788290.10,1682, ,18,      1148.99,      1015.00
N,N4,RHFL,SEC RED NCD 9.05% SR. II,       185.20,       218.00,       218.00,       218.00,       218.00,                      218.00,1, ,1,       517.20,       112.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1090.00,      1090.00,      1090.00,      1085.00,      1085.00,                   256560.00,236, ,6,      1225.00,       925.30
N,N5,DHANILOANS,DHANI LOANS & SERV LTD,      1085.00,      1085.00,      1098.00,      1085.00,      1098.00,                    30722.00,28, ,5,      1120.00,       720.08
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       970.00,       974.00,      1013.98,       870.00,       965.00,                   865985.40,910, ,32,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       880.00,       870.05,       885.00,       865.05,       866.01,                    87687.04,101, ,4,       900.75,       650.10
N,N5,HUDCO,7.51 NCD 16FEB28 TR1 SR2,      1265.00,      1265.00,      1265.00,      1265.00,      1265.00,                   101200.00,80, ,3,      1269.00,       905.15
N,N5,IDFCFIRSTB,BOND 8% 2021 TR-2 SR-I,      5315.00,      5312.00,      5315.00,      5312.00,      5315.00,                    26563.00,5, ,2,      5400.00,      4601.00
N,N5,IIFL,SEC RED NCD 10.20 % SR.IV,      1105.10,      1110.00,      1110.00,      1095.00,      1104.79,                  1144687.50,1035, ,5,      1120.00,       831.00
N,N5,L&TINFRA,BOND 8.20% PA S1,      1060.07,      1060.10,      1066.35,      1060.00,      1066.35,                   116676.30,110, ,8,      1149.00,       942.00
N,N5,NHBTF2014,BOND 8.88%PA TF TR-I S 2B,      7050.00,      8000.00,      8000.00,      7200.00,      7200.00,                   166400.00,23, ,2,      8000.00,      5841.00
N,N5,NHPC,8.79% SEC RED BOND S2B,      1335.00,      1349.89,      1349.89,      1349.89,      1349.89,                     6749.45,5, ,1,      1441.00,      1103.29
N,N5,NTPC,8.73%S-R-NCD SERIES 2B,      1341.00,      1330.00,      1330.00,      1330.00,      1330.00,                    66500.00,50, ,1,      1399.59,      1161.02
N,N5,PFC,8.30% TAX FREE NCD,      1220.00,      1227.00,      1227.00,      1227.00,      1227.00,                     6135.00,5, ,1,      1286.85,      1145.00
N,N5,SBIN,BOND 9.95% PA RET. S4,     10908.22,     10908.22,     10937.00,     10890.00,     10918.14,                  6701510.55,614, ,79,     12299.00,     10200.00
N,N6,DHANILOANS,DHANI LOANS & SERV LTD,       985.48,       980.00,       985.00,       980.00,       985.00,                    13770.00,14, ,2,      1029.00,       760.00
N,N6,DHFL,SEC RED NCD 8.93% SR. 3B,       340.00,       340.07,       340.07,       325.00,       335.00,                   204683.01,614, ,7,       390.00,       166.60
N,N6,EHFLNCD,SEC RED NCD 10% SR. VI,       906.53,       909.00,       914.00,       900.00,       907.40,                   389465.94,431, ,13,       948.00,       562.00
N,N6,ERFLNCDI,SEC RED NCD 9.25% SR. VI,       900.00,       900.00,       900.00,       898.00,       900.00,                   206964.00,230, ,11,       948.40,       587.01
N,N6,IBULHSGFIN,SEC RED NCD 8.90% SR. III,       986.49,       990.00,       990.00,       990.00,       990.00,                    10890.00,11, ,2,      1019.70,       685.05
N,N6,IDFCFIRSTB,BOND 0% 2021 TR-2 SR-II,     10645.05,     10648.05,     10648.05,     10648.05,     10648.05,                    85184.40,8, ,2,     10648.05,      8300.00
N,N6,IREDA,IREDA 8.80NCDTR I SR IIIB,      1510.00,      1500.00,      1500.00,      1500.00,      1500.00,                     6000.00,4, ,1,      1548.00,      1241.10
N,N6,L&TINFRA,BOND 8.30% PA CUM. S2,      2173.92,      2174.00,      2177.99,      2174.00,      2175.00,                   726478.72,334, ,25,      2200.00,      1600.10
N,N6,NHAI,8.75% TAX FREE TR I S IIB,      1362.00,      1357.05,      1361.85,      1356.60,      1356.60,                  1136379.20,837, ,14,      1364.00,      1151.01
N,N6,NHBTF2014,BOND 9.01%PA TF TR-I S 3B,      7583.41,      7590.00,      7591.00,      7532.10,      7550.00,                  1818219.10,240, ,15,      7650.00,      6300.00
N,N6,NTPC,8.91%S-R-NCD SERIES 3B,      1440.00,      1449.85,      1449.85,      1438.00,      1438.00,                   193094.90,134, ,2,      1520.01,      1242.01
N,N6,RHFL,SEC RED NCD 9.15% SR III,       195.00,       172.35,       195.00,       172.00,       190.00,                    97036.90,523, ,19,       350.00,       101.50
N,N6,SBIN,BOND 9.45% PA NON RET. S4,     10900.00,     10780.00,     10900.00,     10780.00,     10899.83,                    76179.00,7, ,5,     12850.00,     10060.05
N,N6,TATACAPHSG,SEC RED NCD 8.30% SR.III,      1113.68,      1107.00,      1113.00,      1085.00,      1113.00,                   589901.36,535, ,11,      1300.00,       800.00
N,N7,DHANILOANS,DHANI LOANS & SERV LTD,       950.00,       965.00,       987.00,       965.00,       987.00,                   123352.00,127, ,5,      1139.00,       676.00
N,N7,IBULHSGFIN,SEC RED NCD SR. IV,      1395.45,      1423.00,      1423.00,      1423.00,      1423.00,                    73996.00,52, ,1,      1423.00,       841.00
N,N7,NTPC,8.49% SEC NON-CUM RED NCD,        14.55,        14.05,        14.57,        14.05,        14.52,                  1001867.24,68951, ,121,        14.94,        11.40
N,N8,DHANILOANS,DHANI LOANS & SERV LTD,       990.00,      1000.00,      1001.00,       980.00,       991.34,                   487218.45,494, ,16,      1002.00,       520.62
N,N8,HUDCO,7.64% TAX FREETRI SR2B,      1305.99,      1306.00,      1306.00,      1306.00,      1306.00,                    32650.00,25, ,1,      1315.00,      1113.05
N,N8,IBULHSGFIN,SEC RED NCD 8.65% SR. V,       897.00,       838.00,       878.50,       829.00,       878.50,                    45887.50,55, ,3,       960.00,       655.10
N,N8,L&TFINANCE,SE RE NCD 9.1% SR.I OP II,      1139.90,      1140.00,      1140.00,      1092.00,      1095.00,                    11164.00,10, ,4,      1255.01,       901.00
N,N8,NHAI,TAX FREE7.39% SR.IB,      1175.06,      1175.00,      1175.10,      1175.00,      1175.10,                   108100.18,92, ,3,      1299.00,       925.60
N,N8,PFC,8.92% TAX FREE NCD,      1423.37,      1430.00,      1434.50,      1425.00,      1426.50,                   679216.50,475, ,15,      1520.00,      1242.00
N,N8,RECLTD,BOND 8.26% TAX FREE S1B,      1113.10,      1113.10,      1113.10,      1113.10,      1113.10,                    55655.00,50, ,1,      1244.00,      1000.00
N,N8,TATACAPHSG,SEC RED NCD 8.10% SR.IV,      1100.00,      1052.05,      1057.00,      1050.00,      1051.71,                  1283088.00,1220, ,10,      1287.00,       950.00
N,N9,HUDCO,7.69% TAX FREETRII SR2B,      1250.26,      1250.25,      1250.26,      1250.25,      1250.26,                   625127.50,500, ,2,      1400.00,      1080.00
N,N9,IBUCCREDIT,SERENCD9.00%SRVCIII&IV,       800.25,       900.75,       900.75,       891.00,       898.75,                    29656.75,33, ,5,       999.00,       611.05
N,N9,IDFCFIRSTB,BOND 9% 2021 TR-1 SR-I,      5090.00,      5000.01,      5079.99,      5000.01,      5079.99,                    60160.08,12, ,3,      5554.95,      4670.01
N,N9,RECLTD,BOND 8.71% TAX FREE S2B,      1283.00,      1281.00,      1281.00,      1272.00,      1280.00,                  1512079.40,1185, ,23,      1363.75,      1100.00
N,N9,SREIBNPNCD,10.25% SRNCD SR IX,       890.00,       888.00,       890.00,       850.00,       850.00,                    14904.00,17, ,5,      1078.00,       678.00
N,NA,IBULHSGFIN,SEC RED NCD 9.0% SR. VI,       799.90,       800.00,       800.00,       800.00,       800.00,                    44000.00,55, ,1,       868.00,       451.00
N,NA,IDFCFIRSTB,BOND 0% 2021 TR-1 SR-II,     10945.00,     10950.00,     10951.00,     10950.00,     10951.00,                   164255.00,15, ,3,     10951.00,      7900.00
N,NA,IRFC,BOND 8.65% PA TF TI-SIIB,      1357.90,      1364.44,      1364.44,      1363.00,      1363.00,                    69514.44,51, ,2,      1530.00,      1075.20
N,NA,L&TFINANCE,SE RE NCD SR.II OPII,      1175.03,      1180.00,      1196.00,      1177.02,      1181.01,                   224944.28,190, ,6,      1198.00,      1000.00
N,NA,NHAI,TAX FREE7.60% SR.IIB,      1285.83,      1284.10,      1291.00,      1284.00,      1286.05,                  2460244.45,1912, ,19,      1301.00,      1103.00
N,NA,TATACAPHSG,SEC RED NCD 8.40% SR.V,      1135.00,      1135.00,      1135.00,      1135.00,      1135.00,                    56750.00,50, ,2,      1233.00,       950.00
N,NB,IBUCCREDIT,SERENCD8.84%SRVICIII&IV,       879.06,       880.00,       880.00,       880.00,       880.00,                    25520.00,29, ,1,       950.00,       500.00
N,NB,IDFCFIRSTB,BOND 8.70% 2022 TR-2 SR-I,      5352.00,      5352.00,      5352.00,      5340.01,      5340.01,                    64148.04,12, ,3,      5443.95,      4285.00
N,NB,IIFL,SEC RED NCD 9.85 % SR. IV,      1073.60,      1077.20,      1077.20,      1077.20,      1077.20,                    53860.00,50, ,1,      1077.20,      1011.75
N,NB,TATACAPHSG,UN SE RE NCD 8.55% SR.VI,      1179.00,      1160.01,      1170.00,      1160.01,      1170.00,                    23300.10,20, ,2,      1190.00,       901.00
N,NB,TCFSL,SERENCD8.80%SRICIII&IV,      1033.91,      1037.79,      1037.79,      1031.10,      1031.52,                  1308466.18,1267, ,29,      1108.00,       867.40
N,NC,DHFL,SEC RED NCD 9.30% SR. 6B,       360.33,       345.11,       364.98,       345.00,       354.00,                    36915.13,106, ,5,       379.75,       117.00
N,NC,IBULHSGFIN,UNS RED NCD 8.79% SR.VIII,       820.00,       820.00,       820.00,       820.00,       820.00,                   287000.00,350, ,2,       945.00,       701.00
