MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     13740.70,     13764.40,     13772.85,     13658.60,     13760.55,687827821246.83,2976262565,Y, ,17596015,     13773.25,      7511.10
Y, , ,NIFTY50 EQL Wgt,     14468.90,     14488.65,     14511.70,     14361.45,     14480.60,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     15394.55,     15421.00,     15454.75,     15267.25,     15399.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     10716.90,     10742.65,     10790.60,     10703.00,     10775.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     19617.05,     19719.65,     19751.20,     19445.55,     19577.80,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      7843.30,      7859.15,      7873.25,      7753.00,      7831.75,0,0,Y, ,0,      7914.15,      4088.05
Y, , ,NIFTY SMLCAP 50,      3474.20,      3490.55,      3498.90,      3435.80,      3480.90,0,0,Y, ,0,      3503.35,      1545.45
Y, , ,NIFTY SMLCAP 250,      5980.00,      6003.70,      6008.70,      5890.90,      5957.85,0,0,Y, ,0,      6034.15,      2867.40
Y, , ,NIFTY MIDSML 400,      7176.50,      7195.30,      7204.70,      7086.75,      7161.05,0,0,Y, ,0,      7239.40,      3650.20
Y, , ,NIFTY200 QUALTY30,     11958.95,     12007.70,     12063.35,     11968.05,     12038.35,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     14486.70,     14467.30,     14481.75,     14282.85,     14419.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     13486.60,     13530.15,     13607.30,     13489.75,     13591.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     13394.50,     13422.65,     13498.50,     13367.85,     13481.80,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      2363.35,      2368.30,      2370.35,      2352.55,      2368.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     22892.25,     23173.15,     23416.50,     23148.50,     23256.55,0,0,Y, ,0,     23416.50,     10991.25
Y, , ,Nifty Next 50,     32031.75,     32110.15,     32211.55,     31791.00,     32082.75,0,0,Y, ,0,     32303.90,     18384.05
Y, , ,Nifty Bank,     30847.05,     30841.85,     30854.05,     30374.50,     30714.65,0,0,Y, ,0,     32613.10,     16116.25
Y, , ,NIFTY MIDCAP 100,     20849.40,     20890.10,     20936.85,     20583.90,     20797.45,0,0,Y, ,0,     21064.35,     10749.95
Y, , ,Nifty 500,     11346.35,     11368.70,     11376.70,     11263.15,     11355.00,0,0,Y, ,0,     11385.60,      6151.60
Y, , ,Nifty 100,     13852.55,     13877.75,     13886.15,     13767.45,     13872.80,0,0,Y, ,0,     13890.10,      7624.85
Y, , ,Nifty Midcap 50,      5883.20,      5895.45,      5915.75,      5799.75,      5861.50,0,0,Y, ,0,      5954.55,      2855.35
Y, , ,Nifty Realty,       305.65,       305.70,       305.95,       300.20,       303.80,0,0,Y, ,0,       336.35,       160.85
Y, , ,Nifty Infra,      3676.35,      3676.35,      3683.75,      3643.05,      3666.90,0,0,Y, ,0,      3698.85,      2072.60
Y, , ,Nifty Energy,     17323.55,     17355.85,     17375.55,     17098.90,     17231.95,0,0,Y, ,0,     17484.10,      9750.00
Y, , ,Nifty FMCG,     34013.55,     34090.05,     34173.50,     33878.20,     34102.70,0,0,Y, ,0,     34596.05,     22699.05
Y, , ,Nifty MNC,     15530.55,     15567.85,     15618.95,     15491.15,     15549.50,0,0,Y, ,0,     15653.00,      9648.20
Y, , ,Nifty Pharma,     12602.40,     12632.60,     12796.95,     12559.40,     12762.35,0,0,Y, ,0,     12796.95,      6242.85
Y, , ,Nifty PSE,      2888.00,      2892.90,      2898.60,      2840.55,      2870.10,0,0,Y, ,0,      3286.05,      1952.20
Y, , ,Nifty PSU Bank,      1778.10,      1782.05,      1784.30,      1733.10,      1765.55,0,0,Y, ,0,      2582.70,      1078.45
Y, , ,Nifty Serv Sector,     19181.10,     19233.40,     19243.80,     19035.00,     19180.10,0,0,Y, ,0,     19243.80,     10401.30
Y, , ,India VIX,19.1575,19.1575,19.4925,14.5550,18.6225,0,0,Y, ,0,86.6350,9.6175
Y, , ,Nifty Auto,      9185.20,      9180.25,      9200.85,      9091.80,      9168.65,0,0,Y, ,0,      9456.65,      4452.20
Y, , ,Nifty Metal,      3227.70,      3237.85,      3244.90,      3181.70,      3216.60,0,0,Y, ,0,      3289.30,      1480.70
Y, , ,Nifty Media,      1693.85,      1702.60,      1710.05,      1647.40,      1691.75,0,0,Y, ,0,      1918.50,       972.95
Y, , ,NIFTY SMLCAP 100,      6972.50,      7003.10,      7011.75,      6877.35,      6957.70,0,0,Y, ,0,      7030.95,      3202.90
Y, , ,Nifty 200,      7123.75,      7136.80,      7142.15,      7074.60,      7130.90,0,0,Y, ,0,      7146.75,      3893.05
Y, , ,Nifty Div Opps 50,      2842.75,      2856.25,      2859.20,      2834.25,      2852.85,0,0,Y, ,0,      2863.90,      1712.30
Y, , ,Nifty Commodities,      3826.65,      3833.75,      3843.75,      3794.60,      3821.80,0,0,Y, ,0,      3868.90,      2068.80
Y, , ,Nifty Consumption,      5833.30,      5839.35,      5858.85,      5813.40,      5850.50,0,0,Y, ,0,      5866.50,      3614.85
Y, , ,Nifty Fin Service,     14963.55,     14937.00,     14946.65,     14741.30,     14879.15,0,0,Y, ,0,     14988.90,      7984.20
Y, , ,Nifty50 Div Point,        82.51,        82.51,        82.51,        82.51,        82.51,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      3344.25,      3337.95,      3343.45,      3294.60,      3322.10,0,0,Y, ,0,      3894.15,      1878.95
Y, , ,Nifty CPSE,      1703.85,      1705.50,      1710.70,      1673.75,      1687.85,0,0,Y, ,0,      1965.85,      1136.65
Y, , ,Nifty GrowSect 15,      6947.65,      6945.30,      6948.70,      6877.65,      6937.45,0,0,Y, ,0,      6961.40,      3949.25
Y, , ,Nifty50 PR 2x Lev,      5877.30,      5897.00,      5903.45,      5806.90,      5893.75,0,0,Y, ,0,      5904.65,      1883.80
Y, , ,Nifty50 PR 1x Inv,       319.95,       319.45,       321.90,       319.25,       319.55,0,0,Y, ,0,       600.80,       319.20
Y, , ,Nifty50 TR 2x Lev,      7808.20,      7834.40,      7843.00,      7714.70,      7830.05,0,0,Y, ,0,      7844.55,      2465.75
Y, , ,Nifty50 TR 1x Inv,       277.75,       277.30,       279.40,       277.10,       277.35,0,0,Y, ,0,       525.50,       277.10
Y, , ,Nifty50 Value 20,      6700.65,      6748.40,      6774.10,      6723.15,      6755.50,0,0,Y, ,0,      6774.10,      3821.10
