GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
G,LUPIN LIMITED,       972.10,       970.50,0.16
G,GODREJ CONSUMER PRODUCTS,       720.20,       719.20,0.14
G,NMDC LTD.,       115.70,       115.60,0.09
G,ICICI PRU LIFE INS CO LTD,       482.55,       482.15,0.08
G,BERGER PAINTS (I) LTD,       710.05,       709.65,0.06
G,SBI CARDS & PAY SER LTD,       840.35,       840.30,0.01
 , , , , 
L,ADANI GREEN ENERGY LTD,      1016.15,      1041.55,-2.44
L,GENERAL INS CORP OF INDIA,       142.65,       145.35,-1.86
L,P&G HYGIENE & HEALTH CARE,     10998.05,     11179.55,-1.62
L,BAJAJ HOLDINGS & INVS LTD,      3081.90,      3123.40,-1.33
L,DLF LIMITED,       231.40,       234.30,-1.24
L,PUNJAB NATIONAL BANK,        36.55,        37.00,-1.22
L,BOSCH LIMITED,     13203.15,     13353.45,-1.13
L,BANK OF BARODA,        63.10,        63.80,-1.1
L,ICICI LOMBARD GIC LIMITED,      1461.45,      1477.55,-1.09
L,ADANI TRANSMISSION LTD,       424.85,       429.35,-1.05
L,MARICO LIMITED,       409.30,       413.30,-0.97
L,CONTAINER CORP OF IND LTD,       405.25,       408.75,-0.86
L,POWER FIN CORP LTD.,       117.50,       118.45,-0.8
L,HINDUSTAN PETROLEUM CORP,       224.40,       225.95,-0.69
L,MOTHERSON SUMI SYSTEMS LT,       157.25,       158.30,-0.66
L,TATA CONSUMER PRODUCT LTD,       573.55,       577.30,-0.65
L,PETRONET LNG LIMITED,       257.70,       259.35,-0.64
L,MUTHOOT FINANCE LIMITED,      1210.85,      1218.50,-0.63
L,UNITED BREWERIES LTD,      1137.55,      1144.20,-0.58
L,DABUR INDIA LTD,       509.35,       511.50,-0.42
L,INDRAPRASTHA GAS LTD,       478.00,       479.80,-0.38
L,COLGATE PALMOLIVE LTD.,      1600.20,      1602.65,-0.15
L,HINDUSTAN ZINC LIMITED,       241.75,       242.05,-0.12
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,KHANDWALA SECURITIES LTD,        15.30,        12.75,20
G,VIPUL LIMITED,        24.50,        20.45,19.8
G,GENUS P&B LIMITED,         7.35,         6.15,19.51
G,MAHANAGAR TELEPHONE NIGAM,        12.95,        11.00,17.73
G,MADHAV COPPER LIMITED,       113.60,        96.65,17.54
G,RANE ENG VALVE LTD,       319.65,       276.75,15.5
G,KIRI INDUSTRIES LIMITED,       530.30,       461.30,14.96
G,KHAITAN CHEM & FERT LTD,        25.70,        22.70,13.22
G,SEC RED NCD 9.05% SR. 3A,       400.00,       355.00,12.68
G,L&T TECHNOLOGY SER. LTD.,      2203.65,      1962.45,12.29
G,BANG OVERSEAS LTD.,        32.75,        29.25,11.97
G,AIRO LAM LIMITED,        27.95,        25.00,11.8
G,SIGMA SOLVE LIMITED,        52.20,        47.00,11.06
G,DCM SHRIRAM LIMITED,       425.85,       384.50,10.75
G,DATAMATICS GLOBAL SER LTD,       103.70,        93.75,10.61
G,TERA SOFTWARE LIMITED,        34.30,        31.05,10.47
G,GOLDEN TOBACCO LIMITED,        55.60,        50.55,9.99
G,AURIONPRO SOLN LTD,        90.05,        81.90,9.95
G,BEARDSELL LIMITED,        10.55,         9.60,9.9
G,INTENSE TECHNOLOGIES LTD,        40.55,        36.90,9.89
G,XCHANGING SOLUTIONS LTD,        86.50,        78.75,9.84
G,VARDHMAN POLYTEX LTD.,        15.80,        14.40,9.72
G,ARIHANT FOUN & HOU LTD,        21.55,        19.70,9.39
G,20 MICRONS LTD,        39.65,        36.40,8.93
G,SAKSOFT LIMITED,       353.30,       324.35,8.93
G,APTECH LIMITED,       147.90,       135.90,8.83
G,SEC RED NCD 8.88% SR. 2B,       375.00,       345.00,8.7
G,TAX FREE 7.07% SR. 102,      1349.50,      1244.00,8.48
G,CHEMBOND CHEMICALS LTD,       185.40,       171.15,8.33
G,DCW LTD,        20.50,        18.95,8.18
 , , , , 
L,SEC RED NCD ZC SR. VIII,       650.00,       784.00,-17.09
L,BOND8.19% PA TF TR II S1A,      1127.00,      1340.00,-15.9
L,TAX FREE7.35% SR.IIA,      1278.90,      1470.00,-13
L,USHANTI COLOUR CHEM LTD,        28.60,        32.00,-10.63
L,9.35% SRNCD SR V B,       703.00,       782.90,-10.21
L,BURGER KING INDIA LIMITED,       157.50,       175.00,-10
L,DYNACONS SYS & SOLN LTD,        65.50,        72.75,-9.97
L,UNS RED NCD SR. III,       699.40,       775.00,-9.75
L,BHAGYANAGAR INDIA LIMITED,        28.40,        31.45,-9.7
L,MURUDESHWAR CERAMICS LTD,        21.80,        24.05,-9.36
L,SEC RED NCD 9.12% SR. I,      1007.83,      1110.00,-9.2
L,BOND 0% 2021 TR-3 SR-II,     10689.99,     11690.00,-8.55
L,AMD INDUSTRIES LIMITED,        19.80,        21.60,-8.33
L,SHRENIK LIMITED,         4.60,         5.00,-8
L,HIND NATL GLASS & IND LTD,        33.90,        36.70,-7.63
L,ZODIAC JRD-MKJ LTD,        29.60,        32.00,-7.5
L,CYBERTECH SYSTEMS & SOFTW,       128.80,       139.15,-7.44
L,COMPUAGE INFOCOM LTD,        15.05,        16.25,-7.38
L,SURANA TELECOM AND POW LT,         4.55,         4.90,-7.14
L,PREMIER POLYFILM LTD,        41.60,        44.60,-6.73
L,NANDAN DENIM LIMITED,        27.20,        29.15,-6.69
L,GSS INFOTECH LIMITED,        51.55,        55.20,-6.61
L,DIGICONTENT LIMITED,        12.80,        13.70,-6.57
L,TCNS CLOTHING CO. LIMITED,       478.55,       512.00,-6.53
L,HINDUSTAN CONSTRUCTION CO,         8.65,         9.25,-6.49
L,SEC RED NCD 9.05% SR. II,       185.20,       198.00,-6.46
L,SUNDARAM FINANCE HOLD LTD,        77.70,        83.00,-6.39
L,SARLA PERF. FIBERS LTD,        24.35,        26.00,-6.35
L,SEC RED NCD SR. 9B,       399.00,       426.00,-6.34
L,INDIAN CARD CLOTHING CO.,       125.10,       133.50,-6.29
