MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       292.05,       292.50,       300.00,       292.05,       293.13,                    57314.00,194,16,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       295.00,       287.10,       303.20,       286.53,       303.01,                   126753.53,429,25,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       293.97,       293.17,       300.15,       293.17,       299.97,                   489491.22,1643,63,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        42.89,        43.30,        43.39,        42.82,        42.96,                  2444101.11,56877,1350,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       135.54,       135.54,       136.72,       135.24,       136.28,                   583145.19,4299,92,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       296.19,       297.36,       302.99,       296.25,       301.92,                280324282.27,935581,8549,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4501.55,      4502.25,      4564.00,      4502.25,      4535.30,                   816426.50,180,93,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       144.00,       144.41,       146.08,       144.41,       145.88,                    34906.99,240,16,       147.99,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        19.83,        19.83,        20.10,        19.75,        19.99,                628799498.55,31464623,4117,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3161.05,      3269.30,      3269.30,      3269.30,      3269.30,                     3269.30,1,1,      3953.96,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1108.41,      1107.50,      1108.30,      1107.27,      1107.79,                  8253962.06,7453,61,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1021.49,      1020.95,      1023.00,      1020.95,      1021.63,                 18841672.24,18433,60,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1130.29,      1126.00,      1132.93,      1126.00,      1131.55,                 17929098.73,15855,71,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1016.47,      1015.00,      1017.99,      1014.50,      1016.64,                 30909660.41,30416,431,      1029.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       389.00,       390.00,       390.00,       390.00,       390.00,                     6240.00,16,5,       390.00,       238.00,NIFTY QUALITY 30
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        43.07,        43.44,        43.44,        43.00,        43.06,                153612433.60,3567691,9241,      3414.90,        30.10,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4454.20,      4458.00,      4473.95,      4445.05,      4459.15,                  4357843.25,977,247,      5374.80,      3333.60,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       295.51,       294.35,       299.93,       294.00,       299.42,                  3849267.63,12926,234,       300.00,       200.10,NIFTY BANK INDEX
N,EQ,HDFCMFGETF,HDFC GOLD ETF,      4414.40,      4416.35,      4423.00,      4405.05,      4416.60,                 25306683.30,5733,687,      5338.50,      3385.00,GOLD
N,EQ,HDFCNIFETF,HDFCAMC - HDFCNIFETF,      1382.84,      1388.52,      1399.75,      1380.17,      1397.03,                  1762685.44,1268,103,      1485.00,       850.00,NIFTY
N,EQ,HDFCSENETF,HDFCAMC - HDFCSENETF,      4707.75,      4707.00,      4787.98,      4630.00,      4732.90,                  1184034.47,251,83,      5000.00,      2940.00,SENSEX
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       360.05,       367.75,       367.75,       352.03,       357.50,                  4692400.39,13259,236,      3349.00,       269.10,HANG SENG INDEX
N,EQ,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,       134.10,       130.20,       133.50,       130.10,       132.95,                    85412.63,648,116,       144.87,        68.09,NIFTY 50
N,EQ,ICICI500,ICICIPRAMC - ICICI500,       178.03,       179.00,       179.50,       178.00,       178.73,                   192289.49,1074,69,       182.00,        88.02,S&P BSE 500 INDEX
N,EQ,ICICIALPLV,ICICIPRAMC - ICICIALPLV,       131.96,       133.00,       134.00,       131.75,       131.80,                   207149.10,1567,49,       140.00,        99.90,NIFTY ALPHA LOW-VOLATILITY 30 INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,        30.32,        30.40,        30.65,        30.13,        30.49,                 22845827.23,747919,5631,        35.25,        20.70,S&P BSE BHARAT 22 INDEX
N,EQ,ICICIBANKN,ICICIPRAMC - IPRU5008,       293.21,       303.70,       303.70,       293.01,       299.00,                 12370631.42,41697,966,       374.20,       164.32,NIFTY BANK
N,EQ,ICICIBANKP,ICICIPRAMC - ICICIBANKP,       161.27,       162.10,       166.00,       161.50,       165.01,                 24606437.51,149843,1140,       188.00,        85.95,NIFTY PRIVATE BANK INDEX
N,EQ,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,        44.08,        47.97,        47.97,        42.22,        43.91,                  5115145.85,116367,1323,        54.10,        32.10,GOLD
N,EQ,ICICILIQ,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.00,       999.99,       999.99,                 11100992.99,11101,57,      1050.00,       805.95,S&P BSE LIQUID RATE INDEX
N,EQ,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,       107.58,       109.70,       109.70,       106.50,       107.92,                   313050.89,2893,234,       121.00,        61.00,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,ICICIM150,ICICIPRAMC - ICICIM150,        76.71,        77.00,        77.90,        76.30,        76.94,                   813484.75,10571,47,        77.90,        45.10,NIFTY MIDCAP 150
N,EQ,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,        74.93,        75.90,        76.00,        74.03,        75.37,                   679363.24,9028,140,        81.90,        37.60,S&P BSE MIDCAP SELECT INDEX
N,EQ,ICICINF100,ICICI PRUD NIFTY 100 ETF,       142.63,       143.10,       144.25,       143.10,       143.68,                   206159.91,1434,128,       154.80,        90.10,NIFTY 100
N,EQ,ICICINIFTY,ICICI PRUD NIFTY ETF,       139.23,       151.00,       151.00,       135.00,       140.36,                 12435289.87,88838,3510,       158.20,        81.31,NIFTY50
N,EQ,ICICINV20,ICICI PRUDENTIAL NV20 ETF,        66.44,        67.60,        69.40,        66.27,        67.08,                   286578.94,4281,306,        70.00,        32.89,NIFTY50 VALUE 20
N,EQ,ICICINXT50,ICICIPRAMC - ICICINXT50,        31.76,        32.77,        32.77,        31.60,        31.99,                   817281.47,25644,181,        32.77,        17.00,NIFTY NEXT 50 ETF
N,EQ,ICICISENSX,ICICI PRUD SENSEX ETF,       479.50,       479.70,       484.00,       464.70,       483.24,                  7627327.81,15927,234,       515.00,       290.00,SENSEX
N,EQ,ICICITECH,ICICIPRAMC - ICICITECH,       223.99,       223.10,       225.30,       223.10,       224.98,                   450249.35,2008,139,       256.98,       158.95,NIFTY IT INDEX
N,EQ,IDBIGOLD,IDBI MF - IDBI GOLD ETF,      4566.25,      4614.50,      4614.50,      4507.40,      4526.20,                   444648.25,98,33,      5899.00,      3470.00,GOLD
N,EQ,IDFNIFTYET,IDFCAMC - IDFNIFTYET,       145.93,       147.00,       147.00,       142.50,       144.75,                    45889.39,317,59,       158.40,        86.00,NIFTY 50
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       364.30,       361.50,       378.00,       350.90,       368.33,                  1002000.06,2748,93,       378.00,       210.00,NIFTY INFRA
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,      4462.85,      4432.00,      4495.00,      4432.00,      4450.00,                    49004.20,11,8,      5599.90,      3404.30,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,      1411.75,      1429.80,      1429.80,      1419.45,      1419.45,                     7128.05,5,5,      1670.00,       778.00,NIFTY
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       326.14,       368.50,       368.50,       326.14,       327.54,                 15111851.86,46103,2298,       370.00,       180.40,NIFTY NEXT 50
N,EQ,KOTAKBKETF,KOTAKMAMC-KOTAKBKETF,       297.34,       297.34,       304.10,       297.34,       303.44,                 26015489.80,86480,1295,       365.70,       167.00,NIFTY BANK
N,EQ,KOTAKGOLD,KOTAK GOLD ETF,       431.25,       430.05,       433.40,       430.05,       432.65,                 11756621.85,27226,786,       508.10,       285.00,GOLD
N,EQ,KOTAKNIFTY,KOTAK NIFTY ETF,       137.17,       140.90,       140.90,       137.01,       137.98,                  4173825.28,30304,385,       149.30,        81.01,NIFTY 50
N,EQ,KOTAKNV20,KOTAKMAMC - KTKNV20ETF,        67.11,        67.20,        68.98,        66.50,        68.46,                   663336.81,9784,109,        72.45,        38.50,NIFTY50 VALUE 20
N,EQ,KOTAKPSUBK,KOTAK PSU BANK,       164.71,       166.97,       167.70,       162.40,       167.22,                  5515841.14,33373,539,       264.00,       105.50,NIFTY PSU BANK INDEX
