GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,PIRAMAL ENTERPRISES LTD,      1468.35,      1492.65,-1.63
L,ADANI GREEN ENERGY LTD,      1129.75,      1145.00,-1.33
L,CONTAINER CORP OF IND LTD,       412.65,       417.60,-1.19
L,AVENUE SUPERMARTS LIMITED,      2441.90,      2470.85,-1.17
L,INDRAPRASTHA GAS LTD,       478.45,       484.10,-1.17
L,L&T INFOTECH LIMITED,      3265.15,      3300.65,-1.08
L,GENERAL INS CORP OF INDIA,       139.45,       140.75,-0.92
L,BHARTI INFRATEL LTD.,       237.35,       239.55,-0.92
L,MUTHOOT FINANCE LIMITED,      1172.00,      1179.10,-0.6
L,PIDILITE INDUSTRIES LTD,      1606.70,      1615.05,-0.52
L,PUNJAB NATIONAL BANK,        35.65,        35.80,-0.42
L,SIEMENS LTD,      1528.75,      1534.25,-0.36
L,HAVELLS INDIA LIMITED,       829.50,       832.30,-0.34
L,ORACLE FIN SERV SOFT LTD.,      3042.30,      3052.05,-0.32
L,GODREJ CONSUMER PRODUCTS,       710.00,       712.20,-0.31
L,ABBOTT INDIA LIMITED,     15247.05,     15291.10,-0.29
L,ICICI PRU LIFE INS CO LTD,       476.20,       477.45,-0.26
L,TORRENT PHARMACEUTICALS L,      2665.25,      2670.15,-0.18
L,BAJAJ HOLDINGS & INVS LTD,      3138.05,      3142.65,-0.15
L,P&G HYGIENE & HEALTH CARE,     10940.65,     10949.10,-0.08
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,CAPITAL TRUST LIMITED,        85.20,        71.00,20
G,BOND8.63% PA TF TR II S2A,      1530.00,      1275.00,20
G,RAMKY INFRA LTD,        42.30,        35.25,20
G,MOLD TEK PACKAGING LTD,       114.30,        95.25,20
G,OLECTRA GREENTECH LIMITED,       107.15,        89.30,19.99
G,JINDAL PHOTO LIMITED,        18.35,        15.30,19.93
G,8.54% SEC RED BOND S2A,      1491.90,      1245.00,19.83
G,8.66%S-R-NCD SERIES 3A,      2000.00,      1670.00,19.76
G,INDOSTAR CAPITAL FIN LTD,       356.65,       299.20,19.2
G,SADBHAV INFRA PROJ LTD.,        22.30,        18.95,17.68
G,BOND 8.40% PA TF TI-SIIA,      1549.99,      1318.00,17.6
G,R.P.P INFRA PROJECTS LTD,        52.30,        44.80,16.74
G,JMC PROJECTS (I) LTD.,        75.00,        64.35,16.55
G,LOVABLE LINGERIE LTD,        98.95,        85.75,15.39
G,THE BYKE HOSPITALITY LTD,        19.95,        17.35,14.99
G,8.50% TAX FREE TR I S IIA,      1499.99,      1310.01,14.5
G,PROSEED INDIA LIMITED,          .40,          .35,14.29
G,GAYATRI HIGHWAYS LIMITED,          .40,          .35,14.29
G,INDIAN RAIL TOUR CORP LTD,      1570.60,      1378.05,13.97
G,FCS SOFTWARE SOLN. LTD.,          .45,          .40,12.5
G,MARAL OVERSEAS LTD,        20.30,        18.20,11.54
G,VIJI FINANCE LIMITED,          .50,          .45,11.11
G,DONEAR IND. LIMITED,        35.40,        31.90,10.97
G,20 MICRONS LTD,        36.35,        32.80,10.82
G,SERENCD8.70%SRICI&II,      1110.00,      1002.15,10.76
G,SPICEJET LIMITED,        89.35,        81.10,10.17
G,ADANI POWER LTD,        59.60,        54.15,10.06
G,UNS RED NCD SR. III,       890.00,       808.94,10.02
G,PRADIP OVERSEAS LTD,          .55,          .50,10
G,MEP INFRA. DEVELOPERS LTD,        15.40,        14.00,10
 , , , , 
L,SEC RED NCD 8.65% SR. VI,       580.63,       700.00,-17.05
L,BOND 8.63% PA TF TII-SIIA,      1350.00,      1603.00,-15.78
L,DILIGENT MEDIA CORP LTD.,          .35,          .40,-12.5
L,MT EDUCARE LTD,        11.40,        12.95,-11.97
L,SEC RED NCD SR. V,      1018.50,      1150.00,-11.43
L,VAKRANGEE LIMITED,        41.50,        46.10,-9.98
L,SALZER ELECTRONICS LTD,       135.55,       150.25,-9.78
L,PANACEA BIOTEC LTD,       214.25,       233.45,-8.22
L,RKEC PROJECTS LIMITED,        36.00,        39.00,-7.69
L,BODHI TREE MULTIMEDIA LTD,        83.00,        89.90,-7.68
L,MMTC LIMITED,        19.60,        21.00,-6.67
L,SOLEX ENERGY LIMITED,        34.45,        36.90,-6.64
L,BOND 8.01% TAX FREE S1A,      1077.65,      1154.00,-6.62
L,SERENCD9.00%SRVCIII&IV,       835.91,       890.55,-6.14
L,MERCATOR LIMITED,          .80,          .85,-5.88
L,SEC RED NCD 9.70% SR. V,      1130.00,      1200.00,-5.83
L,MANALI PETROCHEMICALS LT,        34.20,        36.25,-5.66
L,GANGES SECURITIES LIMITED,        56.15,        59.50,-5.63
L,CONFIDENCE PETRO IND LTD.,        31.15,        33.00,-5.61
L,SEC RED NCD 9.15% SR III,       180.00,       190.00,-5.26
L,DEEP ENE RESOURCES LTD,        39.90,        42.10,-5.23
L,VINYL CHEMICALS (I) LTD.,       124.30,       131.15,-5.22
L,SUVEN LIFE SCIENCES LTD,        54.90,        57.90,-5.18
L,KOTHARI SUG & CHEM LTD.,        16.55,        17.45,-5.16
L,GUJARAT SIDHEE CEM. LTD.,        35.10,        37.00,-5.14
L,SMARTLINK HOLDINGS LTD,        99.95,       105.30,-5.08
L,NRB BEARING LIMITED,        80.65,        84.95,-5.06
L,GSS INFOTECH LIMITED,        46.30,        48.75,-5.03
L,TIMES GUARANTY LIMITED,        29.45,        31.00,-5
L,SHYAM TELECOM LIMITED,         4.75,         5.00,-5
