GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,HINDALCO  INDUSTRIES  LTD,       252.70,       242.00,4.42
G,ICICI BANK LTD.,       502.05,       481.85,4.19
G,ADANI PORT & SEZ LTD,       453.70,       435.80,4.11
G,ULTRATECH CEMENT LIMITED,      5091.40,      4893.50,4.04
G,SUN PHARMACEUTICAL IND L,       569.05,       548.25,3.79
G,BHARTI AIRTEL LIMITED,       493.75,       479.90,2.89
G,STATE BANK OF INDIA,       263.50,       256.30,2.81
G,HINDUSTAN UNILEVER LTD.,      2184.20,      2127.75,2.65
G,GRASIM INDUSTRIES LTD,       931.50,       910.05,2.36
G,LARSEN & TOUBRO LTD.,      1149.50,      1125.15,2.16
G,AXIS BANK LIMITED,       614.50,       602.70,1.96
G,INDUSIND BANK LIMITED,       913.65,       896.25,1.94
G,NESTLE INDIA LIMITED,     17828.70,     17492.15,1.92
G,KOTAK MAHINDRA BANK LTD,      1846.25,      1821.00,1.39
G,TITAN COMPANY LIMITED,      1437.15,      1418.50,1.31
G,GAIL (INDIA) LTD,       119.80,       118.25,1.31
G,OIL AND NATURAL GAS CORP.,        89.85,        88.70,1.3
G,HERO MOTOCORP LIMITED,      3180.45,      3139.85,1.29
G,ASIAN PAINTS LIMITED,      2438.75,      2411.40,1.13
G,ITC LTD,       198.20,       196.20,1.02
G,TECH MAHINDRA LIMITED,       923.10,       915.15,.87
G,MARUTI SUZUKI INDIA LTD.,      7803.15,      7739.10,.83
G,INFOSYS LIMITED,      1134.65,      1126.45,.73
G,TATA CONSULTANCY SERV LT,      2727.55,      2709.45,.67
G,MAHINDRA & MAHINDRA LTD,       750.55,       745.85,.63
G,CIPLA LTD,       766.95,       762.15,.63
G,HDFC BANK LTD,      1385.60,      1377.20,.61
G,SBI LIFE INSURANCE CO LTD,       863.00,       858.15,.57
G,INDIAN OIL CORP LTD,        90.40,        89.90,.56
G,DIVI'S LABORATORIES LTD,      3711.95,      3692.35,.53
 , , , , 
L,RELIANCE INDUSTRIES LTD,      1946.75,      1964.05,-0.88
L,HDFC LIFE INS CO LTD,       643.25,       647.95,-0.73
L,BAJAJ FINSERV LTD.,      9052.45,      9114.05,-0.68
L,HCL TECHNOLOGIES LTD,       858.50,       862.20,-0.43
L,BHARAT PETROLEUM CORP  LT,       392.30,       393.90,-0.41
L,TATA MOTORS LIMITED,       184.15,       184.85,-0.38
L,HDFC LTD,      2245.90,      2253.95,-0.36
L,DR. REDDY'S LABORATORIES,      4908.55,      4923.05,-0.29
L,JSW STEEL LIMITED,       370.40,       370.85,-0.12
L,COAL INDIA LTD,       133.30,       133.45,-0.11
 , , , , 
 ,Nifty Next 50 Sec., , , 
 , , , , 
G,INTERGLOBE AVIATION LTD,      1744.80,      1644.05,6.13
G,BANDHAN BANK LIMITED,       393.40,       376.60,4.46
G,DLF LIMITED,       211.30,       203.00,4.09
G,SBI CARDS & PAY SER LTD,       858.85,       838.65,2.41
G,TATA CONSUMER PRODUCT LTD,       563.50,       550.40,2.38
G,PETRONET LNG LIMITED,       262.05,       256.05,2.34
G,ADANI TRANSMISSION LTD,       436.55,       427.80,2.05
G,UNITED BREWERIES LTD,      1091.65,      1070.00,2.02
G,BIOCON LIMITED.,       442.65,       433.90,2.02
G,LUPIN LIMITED,       933.30,       915.45,1.95
G,INFO EDGE (I) LTD,      4236.00,      4157.75,1.88
G,CADILA HEALTHCARE LIMITED,       471.05,       462.95,1.75
G,MOTHERSON SUMI SYSTEMS LT,       158.85,       156.50,1.5
G,UNITED SPIRITS LIMITED,       579.60,       571.40,1.44
G,MARICO LIMITED,       395.05,       389.65,1.39
G,HINDUSTAN ZINC LIMITED,       241.20,       238.10,1.3
G,BANK OF BARODA,        59.05,        58.30,1.29
G,NMDC LTD.,       106.85,       105.75,1.04
G,HDFC AMC LIMITED,      2591.15,      2565.90,0.98
G,POWER FIN CORP LTD.,       115.50,       114.45,0.92
G,BOSCH LIMITED,     13119.65,     13006.70,0.87
G,ALKEM LABORATORIES LTD.,      2863.40,      2847.85,0.55
G,BERGER PAINTS (I) LTD,       671.20,       668.85,0.35
G,AUROBINDO PHARMA LTD,       900.65,       898.15,0.28
G,DABUR INDIA LTD,       502.30,       501.50,0.16
G,COLGATE PALMOLIVE LTD.,      1540.80,      1538.65,0.14
 , , , , 
L,AMBUJA CEMENTS LTD,       252.55,       261.10,-3.27
L,ACC LIMITED,      1665.95,      1718.10,-3.04
L,ICICI LOMBARD GIC LIMITED,      1450.25,      1482.10,-2.15
L,HINDUSTAN PETROLEUM CORP,       216.65,       220.25,-1.63
