MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,720203381129.86,3494359199,Y, ,20013963,     13280.05,      7511.10
Y,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,0,0,Y, ,0,          .00,          .00
Y,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,0,0,Y, ,0,          .00,          .00
Y,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,0,0,Y, ,0,          .00,          .00
Y,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,0,0,Y, ,0,      7667.05,      4088.05
Y,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,0,0,Y, ,0,      3331.00,      1545.45
Y,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,0,0,Y, ,0,      5783.40,      2867.40
Y,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,0,0,Y, ,0,      6991.65,      3650.20
Y,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,0,0,Y, ,0,          .00,          .00
Y,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,0,0,Y, ,0,          .00,          .00
Y,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,0,0,Y, ,0,          .00,          .00
Y,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,0,0,Y, ,0,          .00,          .00
Y,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,0,0,Y, ,0,          .00,          .00
Y,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,0,0,Y, ,0,     22619.00,     10991.25
Y,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,0,0,Y, ,0,     31556.35,     18384.05
Y,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,0,0,Y, ,0,     32613.10,     16116.25
Y,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,0,0,Y, ,0,     20325.15,     10749.95
Y,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,0,0,Y, ,0,     10990.20,      6151.60
Y,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,0,0,Y, ,0,     13415.05,      7624.85
Y,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,0,0,Y, ,0,      5737.45,      2855.35
Y,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,0,0,Y, ,0,       336.35,       160.85
Y,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,0,0,Y, ,0,      3578.80,      2072.60
Y,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,0,0,Y, ,0,     17102.10,      9750.00
Y,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,0,0,Y, ,0,     32404.85,     22699.05
Y,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,0,0,Y, ,0,     15288.30,      9648.20
Y,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,0,0,Y, ,0,     12528.85,      6242.85
Y,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,0,0,Y, ,0,      3286.05,      1952.20
Y,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,0,0,Y, ,0,      2596.10,      1078.45
Y,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,0,0,Y, ,0,     18472.00,     10401.30
Y,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,0,0,Y, ,0,86.6350,9.6175
Y,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,0,0,Y, ,0,      9408.75,      4452.20
Y,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,0,0,Y, ,0,      3193.55,      1480.70
Y,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,0,0,Y, ,0,      1918.50,       972.95
Y,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,0,0,Y, ,0,      6726.95,      3202.90
Y,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,0,0,Y, ,0,      6898.55,      3893.05
Y,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,0,0,Y, ,0,      2744.05,      1712.30
Y,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,0,0,Y, ,0,      3817.05,      2068.80
Y,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,0,0,Y, ,0,      5643.35,      3614.85
Y,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,0,0,Y, ,0,     14747.70,      7984.20
Y,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0,0,Y, ,0,          .00,          .00
Y,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,0,0,Y, ,0,      3894.15,      1878.95
Y,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,0,0,Y, ,0,      1965.85,      1136.65
Y,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,0,0,Y, ,0,      6628.75,      3949.25
Y,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,0,0,Y, ,0,      5496.70,      1883.80
Y,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,0,0,Y, ,0,       600.80,       330.80
Y,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,0,0,Y, ,0,      7297.95,      2465.75
Y,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,0,0,Y, ,0,       525.50,       287.20
Y,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,0,0,Y, ,0,      6441.75,      3821.10
