MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       305.28,       308.55,       315.00,       307.72,       309.55,                    56813.91,184,27,       353.00,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       311.86,       310.00,       312.00,       309.00,       309.00,                    30116.00,97,7,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       307.49,       310.14,       312.80,       309.53,       311.31,                   505009.54,1623,49,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        43.75,        43.89,        44.00,        43.50,        43.59,                  4719178.00,108115,1710,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       143.26,       144.16,       144.29,       143.18,       143.64,                   405247.57,2817,118,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       310.10,       311.24,       314.45,       311.11,       314.11,                239189628.52,763394,7517,       332.95,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4614.90,      4645.00,      4645.00,      4581.10,      4587.05,                  1246964.90,271,41,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       151.89,       152.90,       153.84,       152.07,       152.61,                   292126.74,1918,37,       153.84,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        20.50,        20.73,        20.75,        20.20,        20.32,                 32488839.42,1598057,1970,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3314.65,      3314.65,      3314.65,      3314.65,      3314.65,                     3314.65,1,1,      3950.00,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1109.80,      1109.80,      1110.40,      1109.50,      1109.97,                  6123027.40,5518,52,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1025.11,      1020.00,      1026.50,      1020.00,      1025.00,                   398470.86,389,43,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1135.91,      1134.11,      1135.20,      1134.00,      1135.19,                  3802862.57,3351,54,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1017.97,      1017.00,      1018.50,      1017.00,      1018.49,                 12424749.45,12211,103,      1036.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       412.00,       402.00,       414.06,       402.00,       414.06,                     2436.12,6,3,       415.40,       238.00,NIFTY QUALITY 30
N,EQ,G5,MOTILALAMC - G5,        47.76,        47.79,        47.80,        47.76,        47.79,                   294185.26,6156,17,        49.17,        46.31,NIFTY 5 YR BENCHMARK G - SEC INDEX TRI
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        43.85,        43.78,        43.80,        38.10,        43.68,                170698439.23,3912949,13272,        51.50,        34.00,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4514.05,      4501.00,      4789.00,      4501.00,      4578.85,                 11913730.15,2624,471,      5374.80,      3427.20,GOLD
