MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1055.20,      1060.00,      1060.00,      1060.00,      1060.00,                    21200.00,20, ,2,      1078.65,       721.00
N,N1,ERFLNCDI,SEC RED NCD 8.42% SR. I,       990.23,       980.00,       980.00,       980.00,       980.00,                    19600.00,20,XI,1,      1134.00,       701.05
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1061.69,      1064.50,      1064.95,      1060.40,      1061.69,                   922714.74,870, ,10,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1063.47,      1062.00,      1064.94,      1061.00,      1063.17,                  1311590.90,1234, ,32,      1178.00,      1045.00
N,N1,NHPC,8.18% SEC RED BOND S1A,      1750.00,      1400.00,      1400.00,      1400.00,      1400.00,                    50400.00,36, ,2,      1874.00,      1400.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        31.93,        31.93,        32.19,        31.93,        31.99,                   174384.03,5452, ,99,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1175.00,      1170.00,      1170.00,      1170.00,      1170.00,                    70200.00,60, ,2,      1180.65,       732.00
N,N2,ERFLNCDI,SEC RED NCD 8.75% SR. II,      1055.00,      1052.00,      1059.99,      1052.00,      1059.99,                   107311.99,102, ,3,      1059.99,       611.05
N,N2,IIFCL,8.66% TAX FREE NCD,      1200.01,      1200.00,      1200.00,      1200.00,      1200.00,                    12000.00,10, ,1,      1390.00,      1078.50
N,N2,M&MFIN,9.00% UNSECURED NCD,      1114.30,      1115.00,      1118.80,      1101.00,      1118.80,                   155427.00,140, ,6,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1292.11,      1294.01,      1294.01,      1291.00,      1292.00,                   290860.25,225, ,8,      1298.00,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1254.67,      1254.67,      1254.90,      1250.10,      1254.85,                  2840378.66,2265, ,34,      1300.00,      1029.85
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1091.01,      1091.00,      1096.00,      1091.00,      1096.00,                   165146.00,151, ,4,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       987.99,       988.00,       988.00,       987.95,       987.95,                   167959.00,170, ,6,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1114.87,      1115.00,      1122.00,      1115.00,      1120.54,                   307023.00,274, ,4,      1277.50,      1010.00
N,N3,PFC,7.60% TAX FREE NCD,      1326.00,      1309.70,      1324.10,      1309.70,      1318.00,                    40940.70,31, ,4,      1370.00,      1031.00
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,       999.00,      1000.00,      1019.99,      1000.00,      1019.99,                   211999.00,210, ,7,      1022.00,       701.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       360.00,       350.00,       350.00,       350.00,       350.00,                     3500.00,10, ,1,       370.00,       158.25
N,N4,IBUCCREDIT,SE RE NCD SR.IICIII&IV,      1167.00,      1140.50,      1140.50,      1111.10,      1111.10,                    27968.95,25, ,4,      1175.55,       650.10
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1032.60,      1035.00,      1050.00,      1033.50,      1033.50,                   233791.00,224, ,11,      1057.80,       980.00
