MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       304.09,       304.09,       307.62,       294.80,       306.34,                   138433.78,460,25,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       314.90,       310.00,       310.00,       300.50,       310.00,                     6159.40,20,9,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       306.11,       315.00,       315.00,       305.67,       306.15,                   115075.19,375,25,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        42.75,        42.55,        43.39,        42.31,        43.15,                  3223373.25,74942,1435,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       140.28,       141.18,       141.90,       140.63,       141.54,                   380214.51,2695,89,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       308.43,       308.43,       310.54,       307.71,       309.01,                117279423.07,379184,4320,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4524.00,      4525.05,      4562.00,      4514.00,      4532.20,                   693799.40,153,79,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       149.00,       148.00,       150.00,       148.00,       150.00,                    49825.01,334,18,       150.00,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        21.15,        21.30,        21.48,        21.18,        21.37,                227024437.24,10594316,3187,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3251.00,      3410.29,      3410.29,      3100.01,      3250.00,                    59764.19,18,8,      3953.96,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1107.95,      1109.00,      1109.00,      1108.00,      1108.01,                  3397111.14,3065,44,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1025.22,      1024.60,      1025.50,      1024.05,      1025.04,                   936815.32,914,45,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1131.24,      1131.00,      1133.98,      1131.00,      1132.19,                 14812688.97,13076,141,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1015.10,      1015.20,      1018.24,      1015.20,      1018.03,                 12453512.98,12233,75,      1036.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       404.01,       394.05,       408.00,       381.00,       408.00,                    33136.97,83,38,       408.00,       238.00,NIFTY QUALITY 30
N,EQ,G5,MOTILALAMC - G5,        47.65,        47.74,        47.76,        47.70,        47.73,                    78938.98,1654,21,        47.76,        47.70,NIFTY 5 YR BENCHMARK G - SEC INDEX TRI
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        42.82,        43.09,        43.42,        42.96,        43.33,                127405954.05,2952775,8214,      3370.10,        30.10,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4429.60,      4440.15,      4465.00,      4440.00,      4445.60,                  5327300.25,1198,250,      5374.80,      3353.50,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       305.90,       307.00,       308.00,       305.25,       305.81,                   663156.01,2163,82,       308.00,       200.10,NIFTY BANK INDEX
