GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
L,PETRONET LNG LIMITED,       259.35,       264.10,-1.8
L,INDRAPRASTHA GAS LTD,       479.80,       487.55,-1.59
L,POWER FIN CORP LTD.,       118.45,       120.25,-1.5
L,BHARTI INFRATEL LTD.,       241.65,       245.30,-1.49
L,UNITED BREWERIES LTD,      1144.20,      1157.15,-1.12
L,ABBOTT INDIA LIMITED,     16096.25,     16276.60,-1.11
L,PIRAMAL ENTERPRISES LTD,      1441.60,      1457.60,-1.1
L,TATA CONSUMER PRODUCT LTD,       577.30,       583.60,-1.08
L,TORRENT PHARMACEUTICALS L,      2760.55,      2788.95,-1.02
L,SIEMENS LTD,      1526.30,      1541.95,-1.01
L,BANDHAN BANK LIMITED,       406.35,       410.15,-0.93
L,INFO EDGE (I) LTD,      4560.75,      4601.15,-0.88
L,HDFC AMC LIMITED,      2838.25,      2862.70,-0.85
L,ICICI PRU LIFE INS CO LTD,       482.15,       486.25,-0.84
L,BAJAJ HOLDINGS & INVS LTD,      3123.40,      3148.95,-0.81
L,INTERGLOBE AVIATION LTD,      1642.55,      1655.85,-0.8
L,COLGATE PALMOLIVE LTD.,      1602.65,      1611.50,-0.55
L,ADANI TRANSMISSION LTD,       429.35,       431.65,-0.53
L,DLF LIMITED,       234.30,       235.40,-0.47
L,AUROBINDO PHARMA LTD,       872.00,       875.70,-0.42
L,DABUR INDIA LTD,       511.50,       513.65,-0.42
L,P&G HYGIENE & HEALTH CARE,     11179.55,     11205.55,-0.23
L,AMBUJA CEMENTS LTD,       246.75,       247.25,-0.2
L,GODREJ CONSUMER PRODUCTS,       719.20,       720.65,-0.2
L,ICICI LOMBARD GIC LIMITED,      1477.55,      1479.35,-0.12
 , , , , 
 ,OTHER SECURITIES, , , 
 , , , , 
G,VARDHMAN POLYTEX LTD.,        14.40,        12.00,20
G,SEC RED NCD 9.05% SR. II,       198.00,       165.00,20
G,RAJ TV NETWORK LTD,        42.60,        35.50,20
G,RANE ENG VALVE LTD,       276.75,       230.65,19.99
G,GOLDEN TOBACCO LIMITED,        50.55,        42.15,19.93
G,TARMAT LIMITED,        56.00,        46.70,19.91
G,BANG OVERSEAS LTD.,        29.25,        24.40,19.88
G,KHANDWALA SECURITIES LTD,        12.75,        10.65,19.72
G,VIPUL LIMITED,        20.45,        17.10,19.59
G,MADHAV COPPER LIMITED,        96.65,        81.00,19.32
G,RAVI KUMAR DIST. LTD.,        11.20,         9.60,16.67
G,EMAMI PAPER MILLS LIMITED,       100.10,        86.25,16.06
G,TAX FREE7.35% SR.IIA,      1470.00,      1272.00,15.57
G,RANE HOLDINGS LIMITED,       642.85,       558.50,15.1
G,MURUDESHWAR CERAMICS LTD,        24.05,        20.95,14.8
G,0.01% CUM. RED. PREF,         5.90,         5.20,13.46
G,UNS RED NCD 9.12% SR. IX,       740.00,       658.80,12.33
G,USHANTI COLOUR CHEM LTD,        32.00,        28.55,12.08
G,NAHAR SPINNING MILLS LTD.,        72.35,        64.85,11.57
G,RKEC PROJECTS LIMITED,        40.00,        36.00,11.11
G,BEML LIMITED,       883.00,       799.90,10.39
G,IFGL REFRACTORIES LIMITED,       213.10,       193.10,10.36
G,SHREE RAMA NEWSPRINT LTD,        16.00,        14.50,10.34
G,B&B TRIPLEWALL CONT LTD,        45.10,        41.00,10
G,NANDAN DENIM LIMITED,        29.15,        26.50,10
G,CELEBRITY FASHIONS LTD,         5.50,         5.00,10
G,SURYALAKSHMI COT MIL LTD,        28.05,        25.50,10
G,SHIVA TEXYARN LIMITED,       112.30,       102.10,9.99
G,ZODIAC JRD-MKJ LTD,        32.00,        29.10,9.97
G,SHRENIK LIMITED,         5.00,         4.55,9.89
 , , , , 
L,SEC RED NCD 9.50% SR. VII,       623.65,       735.00,-15.15
L,ARO GRANITE IND. LTD.,        42.45,        48.35,-12.2
L,BURGER KING INDIA LIMITED,       175.00,       194.40,-9.98
L,SOLEX ENERGY LIMITED,        29.10,        31.95,-8.92
L,SEC RED NCD SR.VIII,       980.00,      1075.00,-8.84
L,HINDUJA GLOBAL SOLS. LTD.,      1087.20,      1187.35,-8.43
L,HIMATSINGKA SEIDE LTD,       146.30,       159.60,-8.33
L,D P WIRES LIMITED,        80.95,        88.10,-8.12
L,ADITYABIRLA - BSLRIFS4RG,         8.20,         8.92,-8.07
L,CYBERTECH SYSTEMS & SOFTW,       139.15,       151.30,-8.03
L,BOROSIL LIMITED,       177.00,       191.85,-7.74
L,INVENTURE GRO & SEC LTD,        17.45,        18.90,-7.67
L,S CHAND AND COMPANY LTD,        73.00,        78.90,-7.48
L,TAINWALA CHEMICAL AND PLA,        77.60,        83.75,-7.34
L,ASAHI SONGWON COLOR LTD,       251.20,       271.10,-7.34
L,GTL INFRA.LTD,          .65,          .70,-7.14
L,BHAGYANAGAR INDIA LIMITED,        31.45,        33.85,-7.09
L,KOTHARI SUG & CHEM LTD.,        18.55,        19.95,-7.02
L,WESTLIFE DEVELOPMENT LTD,       437.45,       469.70,-6.87
L,KESORAM INDUSTRIES LTD,        57.95,        62.05,-6.61
L,DYNACONS SYS & SOLN LTD,        72.75,        77.75,-6.43
L,DHANI LOANS & SERV LTD,       925.00,       987.95,-6.37
L,BOND 9% 2021 TR-1 SR-I,      5090.00,      5430.00,-6.26
L,RAMKY INFRA LTD,        48.25,        51.45,-6.22
L,SUNDARMAMC - M14RG,         6.84,         7.29,-6.17
L,SUNDARMAMC - M15RD,         6.00,         6.39,-6.1
L,AIRO LAM LIMITED,        25.00,        26.60,-6.02
L,SIGMA SOLVE LIMITED,        47.00,        50.00,-6
L,MAZAGON DOCK SHIPBUIL LTD,       207.35,       220.30,-5.88
L,SUNDARMAMC - M17RG,         5.60,         5.94,-5.72
