MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,ABSLBANETF,BIRLASLAMC - ABSLBANETF,       306.34,       306.90,       307.09,       305.15,       306.11,                    34576.42,113,9,       334.20,       161.21,NIFTY BANK
N,EQ,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,       310.00,       318.60,       318.60,       305.70,       313.12,                    17208.88,55,14,       340.00,       193.00,NIFTY NEXT 50 ETF
N,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,       306.15,       315.00,       315.00,       305.71,       307.59,                    53790.08,175,20,       327.70,       241.11,NIFTY BANK INDEX
N,EQ,AXISGOLD,AXIS MF - AXIS GOLD ETF,        43.15,        43.50,        43.69,        43.02,        43.54,                  4894408.78,112858,1268,      4802.10,        36.90,GOLD
N,EQ,AXISNIFTY,AXISAMC - AXISNIFTY,       141.54,       141.55,       142.78,       141.55,       142.09,                   570174.44,4016,118,      1396.28,       110.11,NIFTY 50
N,EQ,BANKBEES,NIP IND ETF BANK BEES,       309.01,       309.29,       311.20,       307.60,       309.99,                173359356.91,558799,4762,      3291.00,       169.55,NIFTY BANK
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,      4532.20,      4578.95,      4578.95,      4535.00,      4564.60,                  1190197.95,261,57,      5445.00,      3414.00,GOLD
N,EQ,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,       150.00,       150.00,       152.90,       150.00,       152.31,                   145226.70,964,21,       152.90,        85.27,NIFTY 50
N,EQ,CPSEETF,CPSE ETF,        21.37,        21.49,        21.49,        21.18,        21.20,                125283881.46,5875694,2034,        23.88,        11.54,NIFTY CPSE
N,EQ,EBANK,EDELWEISS ETF-NIFTY BANK,      3250.00,      3250.01,      3251.00,      3165.00,      3165.00,                     9666.01,3,3,      3953.96,      1832.01,NIFTY BANK
N,EQ,EBBETF0423,EDELAMC - EBBETF0423,      1108.01,      1107.53,      1109.00,      1107.52,      1107.99,                  5976457.36,5394,34,      1199.00,       830.90,NIFTY BHARAT BOND
N,EQ,EBBETF0425,EDELAMC - EBBETF0425,      1025.04,      1024.05,      1026.99,      1024.05,      1026.94,                 31523607.56,30711,74,      1101.00,       925.00,NIFTY BHARAT BOND
N,EQ,EBBETF0430,EDELAMC - EBBETF0430,      1132.19,      1133.00,      1134.46,      1131.51,      1133.73,                  4817522.26,4251,107,      1200.00,       991.10,NIFTY BHARAT BOND
N,EQ,EBBETF0431,EDELAMC - EBBETF0431,      1018.03,      1018.00,      1018.94,      1017.00,      1018.23,                 33053826.21,32456,79,      1036.00,       972.00,NIFTY BHARAT BOND
N,EQ,EQ30,EDEL ETF NIFTY 100 QUAL30,       408.00,       405.00,       409.21,       396.01,       409.20,                     3646.62,9,6,       409.21,       238.00,NIFTY QUALITY 30
N,EQ,G5,MOTILALAMC - G5,        47.73,        47.73,        47.77,        47.73,        47.75,                    21348.01,447,23,        47.77,        47.70,NIFTY 5 YR BENCHMARK G - SEC INDEX TRI
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        43.33,        43.46,        43.71,        43.21,        43.67,                163959182.60,3768893,10929,      3370.10,        30.10,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,      4445.60,      4459.95,      4469.95,      4430.00,      4450.50,                  6157619.10,1384,290,      5374.80,      3353.50,GOLD
N,EQ,HBANKETF,HDFCAMC - HBANKETF,       305.81,       306.30,       307.55,       305.17,       306.88,                  1699459.82,5545,189,       308.00,       200.10,NIFTY BANK INDEX
N,EQ,HDFCMFGETF,HDFC GOLD ETF,      4442.85,      4458.50,      4484.40,      4432.05,      4476.70,                 54756665.20,12279,766,      5338.50,      3396.50,GOLD
N,EQ,HDFCNIFETF,HDFCAMC - HDFCNIFETF,      1437.38,      1440.00,      1448.00,      1438.75,      1446.27,                  1533713.54,1062,91,      1650.00,       850.00,NIFTY
N,EQ,HDFCSENETF,HDFCAMC - HDFCSENETF,      4950.00,      4975.00,      5099.99,      4950.00,      4983.34,                   729270.18,146,49,      5099.99,      2940.00,SENSEX
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       345.26,       348.00,       348.00,       331.03,       334.20,                  2260092.83,6698,255,      3250.00,       269.10,HANG SENG INDEX
N,EQ,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,       134.98,       133.00,       135.65,       133.00,       134.24,                    60814.74,454,63,       144.87,        68.09,NIFTY 50
N,EQ,ICICI500,ICICIPRAMC - ICICI500,       184.54,       190.06,       190.06,       184.50,       184.88,                   100681.34,543,98,       216.90,        88.02,S&P BSE 500 INDEX
N,EQ,ICICIALPLV,ICICIPRAMC - ICICIALPLV,       135.82,       136.00,       136.47,       135.20,       135.90,                   207247.17,1527,28,       147.25,        99.90,NIFTY ALPHA LOW-VOLATILITY 30 INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,        32.21,        32.25,        32.34,        32.00,        32.03,                  9564476.68,297849,5390,        35.05,        20.70,S&P BSE BHARAT 22 INDEX
N,EQ,ICICIBANKN,ICICIPRAMC - IPRU5008,       305.60,       317.70,       317.70,       304.92,       305.90,                  4518734.31,14765,257,       374.20,       164.32,NIFTY BANK
N,EQ,ICICIBANKP,ICICIPRAMC - ICICIBANKP,       167.15,       168.00,       169.00,       167.02,       168.79,                  6610406.04,39216,1553,       188.00,        85.95,NIFTY PRIVATE BANK INDEX
N,EQ,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,        44.25,        44.99,        44.99,        43.71,        44.56,                 34363838.40,773232,1249,        54.10,        32.10,GOLD
N,EQ,ICICILIQ,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.00,       999.99,      1000.00,                 13668994.79,13669,27,      1050.00,       805.95,S&P BSE LIQUID RATE INDEX
N,EQ,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,       111.78,       119.70,       119.70,       111.22,       112.11,                 12326719.10,110008,261,       122.00,        61.00,NIFTY 100 LOW VOLATILITY 30 INDEX
