MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N1,DHANILOANS,DHANI LOANS & SERV LTD,      1053.68,      1060.00,      1060.00,      1060.00,      1060.00,                    79500.00,75, ,2,      1078.65,       721.00
N,N1,IREDA,IREDA 8.16NCDTR I SR I A,      1127.10,      1156.21,      1156.21,      1156.21,      1156.21,                     1156.21,1, ,1,      1560.00,      1119.50
N,N1,IRFC,BOND 8.00% PA TAX FREE S1,      1061.90,      1061.90,      1062.05,      1061.60,      1062.00,                  4513475.75,4250, ,13,      1194.00,      1025.00
N,N1,NHAI,BOND 8.20% PA TAX FREE S1,      1062.02,      1062.02,      1063.99,      1062.02,      1063.00,                   517750.83,487, ,12,      1178.00,      1045.00
N,N1,NTPC,8.41%S-R-NCD SERIES 1A,      1104.05,      1140.00,      1140.00,      1140.00,      1140.00,                    45600.00,40, ,1,      1340.00,       921.00
N,N1,RECLTD,TAXFREE SEC NCD TR1 S1,      1062.00,      1062.00,      1062.00,      1059.50,      1059.50,                   275495.00,260, ,2,      1151.00,      1010.00
N,N2,BRITANNIA,8.00% SEC RED NCD,        32.00,        31.95,        32.55,        31.95,        32.00,                   153395.50,4796, ,73,        36.00,        29.00
N,N2,DHANILOANS,DHANI LOANS & SERV LTD,      1170.10,      1176.45,      1177.00,      1170.05,      1177.00,                   238184.56,203, ,15,      1180.65,       732.00
N,N2,ERFLNCDI,SEC RED NCD 8.75% SR. II,      1058.00,      1055.60,      1065.00,      1055.51,      1065.00,                    81296.50,77, ,4,      1065.00,       611.05
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1299.30,      1290.60,      1290.60,      1289.00,      1289.00,                   313370.70,243, ,10,      1369.90,      1051.60
N,N2,IIFL,SEC RED NCD 9.60 % SR. I,      1085.50,      1076.95,      1086.90,      1076.95,      1086.90,                   135564.00,125, ,4,      1178.65,       970.00
N,N2,IREDA,IREDA 8.55NCDTR I SR II A,      1479.99,      1296.00,      1325.00,      1296.00,      1325.00,                 14155375.00,10875, ,13,      1859.95,      1200.00
N,N2,M&MFIN,9.00% UNSECURED NCD,      1112.00,      1117.01,      1130.00,      1117.01,      1130.00,                   986923.95,875, ,22,      1199.00,       845.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1299.00,      1295.01,      1300.00,      1295.01,      1300.00,                   199957.54,154, ,12,      1304.74,      1100.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1246.00,      1250.00,      1250.00,      1242.00,      1242.00,                  4161229.66,3342, ,36,      1300.00,      1029.85
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1172.00,      1175.00,      1175.00,      1174.00,      1174.99,                   569871.00,485, ,3,      1254.90,      1043.10
N,N2,TATACAPHSG,SEC RED NCD 8.10% SR.I,      1092.00,      1092.00,      1093.01,      1092.00,      1093.00,                   247909.10,227, ,5,      1169.00,       850.40
N,N3,DHANILOANS,DHANI LOANS & SERV LTD,       995.00,       993.00,       995.00,       993.00,       994.10,                    83505.00,84, ,4,       999.00,       705.00
N,N3,HUDCO,8.10 NCD 05MAR22 FV 1000,      1120.00,      1120.00,      1120.00,      1119.00,      1119.00,                   276443.00,247, ,12,      1277.50,      1010.00
N,N3,IRFC,7.18 NCD 19FEB23 TR1 SR1,      1065.12,      1065.00,      1085.00,      1065.00,      1069.80,                   299400.00,280, ,4,      1150.00,      1042.50
N,N4,DHANILOANS,DHANI LOANS & SERV LTD,      1038.49,       991.01,      1000.00,       991.01,      1000.00,                    39910.10,40, ,2,      1045.00,       701.00
N,N4,DHFL,SEC RED NCD 8.88% SR. 2B,       350.00,       360.00,       360.00,       360.00,       360.00,                    47160.00,131, ,6,       375.00,       158.25
N,N4,ERFLNCDI,SEC RED NCD 9.00% SR. IV,       992.77,       990.00,      1001.80,       990.00,      1001.80,                   149501.80,151, ,2,      1050.00,       685.00
N,N4,IIFCL,8.91% TAX FREE NCD,      1485.00,      1484.00,      1485.50,      1483.12,      1484.11,                   838428.50,565, ,11,      1494.00,      1240.00
N,N4,IIFL,SEC RED NCD 9.75 % SR.III,      1033.49,      1031.30,      1035.00,      1027.00,      1033.23,                  1347488.67,1306, ,26,      1057.80,       980.00
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1133.00,      1140.00,      1140.00,      1134.00,      1134.00,                    39810.00,35, ,3,      1512.00,      1090.00
N,N4,PFC,8.20% TAX FREE NCD,      1059.00,      1060.00,      1060.00,      1057.01,      1057.86,                  2130448.34,2012, ,26,      1148.99,      1015.00
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1093.96,      1272.00,      1272.00,      1070.01,      1112.00,                   188803.93,168, ,10,      1272.00,       925.30
N,N5,DHANILOANS,DHANI LOANS & SERV LTD,      1087.00,      1089.00,      1098.00,      1089.00,      1090.50,                    13092.00,12, ,3,      1120.00,       720.08
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       940.00,       950.00,       950.00,       949.50,       949.50,                     7597.00,8, ,4,      1098.99,       702.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       870.00,       879.00,       879.00,       875.00,       875.00,                   413729.00,471, ,11,       900.75,       650.10
N,N5,IDFCFIRSTB,BOND 8% 2021 TR-2 SR-I,      5312.05,      5312.05,      5312.05,      5312.05,      5312.05,                    21248.20,4, ,2,      5400.00,      4601.00
N,N5,IIFL,SEC RED NCD 10.20 % SR.IV,      1107.00,      1108.20,      1108.20,      1108.20,      1108.20,                    46544.40,42, ,1,      1120.00,       831.00
N,N5,IREDA,IREDA 8.80NCDTR I SR II B,      1335.52,      1350.00,      1350.00,      1350.00,      1350.00,                   270000.00,200, ,3,      1449.00,      1132.01
